raw_value,category,numeric_value
6,numeric,6.0
82,numeric,82.0
50,numeric,50.0
HIGH,categorical_risk,
99,numeric,99.0
60,numeric,60.0
71,numeric,71.0
14,numeric,14.0
High,categorical_risk,
84,numeric,84.0
80,numeric,80.0
97,numeric,97.0
21,numeric,21.0
,missing,
198,numeric,198.0
90,numeric,90.0
88,numeric,88.0
56,numeric,56.0
72,numeric,72.0
97,numeric,97.0
68,numeric,68.0
98/100,numeric_fraction,98.0
17/100,numeric_fraction,17.0
220,numeric,220.0
19,numeric,19.0
-9,numeric,-9.0
78,numeric,78.0
5,numeric,5.0
117,numeric,117.0
81,numeric,81.0
65,numeric,65.0
13,numeric,13.0
142,numeric,142.0
-5,numeric,-5.0
15,numeric,15.0
65,numeric,65.0
59,numeric,59.0
8,numeric,8.0
100,numeric,100.0
84,numeric,84.0
15,numeric,15.0
96/100,numeric_fraction,96.0
26,numeric,26.0
33,numeric,33.0
37,numeric,37.0
3,numeric,3.0
,missing,
-6,numeric,-6.0
-3,numeric,-3.0
9,numeric,9.0
57/100,numeric_fraction,57.0
14,numeric,14.0
31,numeric,31.0
-2,numeric,-2.0
65,numeric,65.0
4,numeric,4.0
17,numeric,17.0
81,numeric,81.0
90,numeric,90.0
83/100,numeric_fraction,83.0
58,numeric,58.0
238,numeric,238.0
119,numeric,119.0
15,numeric,15.0
117,numeric,117.0
71,numeric,71.0
32,numeric,32.0
-1,numeric,-1.0
High,categorical_risk,
-3,numeric,-3.0
132,numeric,132.0
90,numeric,90.0
52,numeric,52.0
9/100,numeric_fraction,9.0
,missing,
87,numeric,87.0
,missing,
56,numeric,56.0
46,numeric,46.0
22,numeric,22.0
51,numeric,51.0
,missing,
185,numeric,185.0
56,numeric,56.0
HIGH,categorical_risk,
32,numeric,32.0
96,numeric,96.0
76,numeric,76.0
68,numeric,68.0
77,numeric,77.0
21,numeric,21.0
158,numeric,158.0
47,numeric,47.0
,missing,
71,numeric,71.0
83,numeric,83.0
46,numeric,46.0
73,numeric,73.0
152,numeric,152.0
72,numeric,72.0
83/100,numeric_fraction,83.0
55,numeric,55.0
85,numeric,85.0
92/100,numeric_fraction,92.0
3,numeric,3.0
71,numeric,71.0
91,numeric,91.0
26,numeric,26.0
Low,categorical_risk,
87,numeric,87.0
82/100,numeric_fraction,82.0
21,numeric,21.0
-3,numeric,-3.0
,missing,
33/100,numeric_fraction,33.0
64,numeric,64.0
29,numeric,29.0
1,numeric,1.0
59/100,numeric_fraction,59.0
63,numeric,63.0
-3,numeric,-3.0
69/100,numeric_fraction,69.0
,missing,
53,numeric,53.0
12,numeric,12.0
-2,numeric,-2.0
High,categorical_risk,
64,numeric,64.0
33,numeric,33.0
59,numeric,59.0
38,numeric,38.0
79,numeric,79.0
-10,numeric,-10.0
248,numeric,248.0
56,numeric,56.0
52,numeric,52.0
20,numeric,20.0
80,numeric,80.0
100,numeric,100.0
59,numeric,59.0
26,numeric,26.0
163,numeric,163.0
46,numeric,46.0
35,numeric,35.0
90,numeric,90.0
18,numeric,18.0
-7,numeric,-7.0
83,numeric,83.0
10/100,numeric_fraction,10.0
43,numeric,43.0
98,numeric,98.0
89,numeric,89.0
70,numeric,70.0
,missing,
4,numeric,4.0
45,numeric,45.0
212,numeric,212.0
58,numeric,58.0
56/100,numeric_fraction,56.0
73,numeric,73.0
96,numeric,96.0
26,numeric,26.0
-9,numeric,-9.0
79,numeric,79.0
3,numeric,3.0
76,numeric,76.0
22,numeric,22.0
24,numeric,24.0
54,numeric,54.0
87,numeric,87.0
220,numeric,220.0
190,numeric,190.0
131,numeric,131.0
67,numeric,67.0
2,numeric,2.0
52,numeric,52.0
44,numeric,44.0
13,numeric,13.0
21,numeric,21.0
,missing,
70,numeric,70.0
231,numeric,231.0
0,numeric,0.0
45/100,numeric_fraction,45.0
8,numeric,8.0
,missing,
28,numeric,28.0
68,numeric,68.0
223,numeric,223.0
77,numeric,77.0
51,numeric,51.0
76,numeric,76.0
61,numeric,61.0
,missing,
1,numeric,1.0
14,numeric,14.0
86,numeric,86.0
82,numeric,82.0
HIGH,categorical_risk,
56,numeric,56.0
26/100,numeric_fraction,26.0
1,numeric,1.0
29,numeric,29.0
43,numeric,43.0
HIGH,categorical_risk,
5,numeric,5.0
Low,categorical_risk,
-8,numeric,-8.0
medium,categorical_risk,
53,numeric,53.0
,missing,
12,numeric,12.0
10,numeric,10.0
9,numeric,9.0
0,numeric,0.0
64,numeric,64.0
84,numeric,84.0
8,numeric,8.0
56,numeric,56.0
24,numeric,24.0
74,numeric,74.0
59,numeric,59.0
24,numeric,24.0
29,numeric,29.0
24/100,numeric_fraction,24.0
-3,numeric,-3.0
54,numeric,54.0
,missing,
,missing,
18,numeric,18.0
192,numeric,192.0
-10,numeric,-10.0
88,numeric,88.0
95,numeric,95.0
54/100,numeric_fraction,54.0
114,numeric,114.0
93,numeric,93.0
61,numeric,61.0
-8,numeric,-8.0
34,numeric,34.0
6,numeric,6.0
71,numeric,71.0
Low,categorical_risk,
medium,categorical_risk,
55,numeric,55.0
30,numeric,30.0
28,numeric,28.0
18,numeric,18.0
46/100,numeric_fraction,46.0
,missing,
42,numeric,42.0
,missing,
172,numeric,172.0
Medium,categorical_risk,
57,numeric,57.0
39,numeric,39.0
17,numeric,17.0
225,numeric,225.0
37,numeric,37.0
7,numeric,7.0
2/100,numeric_fraction,2.0
medium,categorical_risk,
83/100,numeric_fraction,83.0
71,numeric,71.0
6,numeric,6.0
73,numeric,73.0
41,numeric,41.0
,missing,
,missing,
7/100,numeric_fraction,7.0
78/100,numeric_fraction,78.0
42,numeric,42.0
37,numeric,37.0
18/100,numeric_fraction,18.0
1,numeric,1.0
,missing,
98/100,numeric_fraction,98.0
8,numeric,8.0
0,numeric,0.0
HIGH,categorical_risk,
18,numeric,18.0
90,numeric,90.0
20,numeric,20.0
70,numeric,70.0
,missing,
77,numeric,77.0
65,numeric,65.0
114,numeric,114.0
18,numeric,18.0
35,numeric,35.0
,missing,
39,numeric,39.0
-1,numeric,-1.0
58,numeric,58.0
-5,numeric,-5.0
74,numeric,74.0
9/100,numeric_fraction,9.0
49,numeric,49.0
181,numeric,181.0
37,numeric,37.0
78,numeric,78.0
31,numeric,31.0
5,numeric,5.0
10,numeric,10.0
22,numeric,22.0
,missing,
14,numeric,14.0
87,numeric,87.0
-9,numeric,-9.0
38,numeric,38.0
11,numeric,11.0
54,numeric,54.0
59,numeric,59.0
64,numeric,64.0
31,numeric,31.0
19,numeric,19.0
64,numeric,64.0
40,numeric,40.0
37,numeric,37.0
13,numeric,13.0
33,numeric,33.0
59,numeric,59.0
48,numeric,48.0
-4,numeric,-4.0
86,numeric,86.0
139,numeric,139.0
46,numeric,46.0
89,numeric,89.0
95,numeric,95.0
,missing,
24,numeric,24.0
,missing,
9,numeric,9.0
48,numeric,48.0
76,numeric,76.0
7,numeric,7.0
,missing,
77,numeric,77.0
61,numeric,61.0
-9,numeric,-9.0
,missing,
91,numeric,91.0
23,numeric,23.0
121,numeric,121.0
92,numeric,92.0
42,numeric,42.0
0,numeric,0.0
96,numeric,96.0
Low,categorical_risk,
36/100,numeric_fraction,36.0
60,numeric,60.0
Medium,categorical_risk,
High,categorical_risk,
-4,numeric,-4.0
84,numeric,84.0
66,numeric,66.0
211,numeric,211.0
43,numeric,43.0
50,numeric,50.0
15,numeric,15.0
21,numeric,21.0
76,numeric,76.0
78,numeric,78.0
55,numeric,55.0
50/100,numeric_fraction,50.0
55,numeric,55.0
-6,numeric,-6.0
8,numeric,8.0
1/100,numeric_fraction,1.0
86,numeric,86.0
89/100,numeric_fraction,89.0
83,numeric,83.0
230,numeric,230.0
29,numeric,29.0
31,numeric,31.0
42,numeric,42.0
152,numeric,152.0
16,numeric,16.0
7,numeric,7.0
22,numeric,22.0
24,numeric,24.0
HIGH,categorical_risk,
78/100,numeric_fraction,78.0
75,numeric,75.0
HIGH,categorical_risk,
,missing,
22,numeric,22.0
44,numeric,44.0
HIGH,categorical_risk,
180,numeric,180.0
4,numeric,4.0
140,numeric,140.0
55,numeric,55.0
-10,numeric,-10.0
100/100,numeric_fraction,100.0
37,numeric,37.0
30,numeric,30.0
34,numeric,34.0
71,numeric,71.0
16,numeric,16.0
46,numeric,46.0
11,numeric,11.0
70,numeric,70.0
11,numeric,11.0
56/100,numeric_fraction,56.0
29,numeric,29.0
3,numeric,3.0
37,numeric,37.0
112,numeric,112.0
22,numeric,22.0
30,numeric,30.0
34/100,numeric_fraction,34.0
medium,categorical_risk,
92,numeric,92.0
82,numeric,82.0
80,numeric,80.0
73,numeric,73.0
High,categorical_risk,
75,numeric,75.0
15,numeric,15.0
58,numeric,58.0
32,numeric,32.0
84,numeric,84.0
76,numeric,76.0
-3,numeric,-3.0
82,numeric,82.0
66,numeric,66.0
218,numeric,218.0
36/100,numeric_fraction,36.0
,missing,
95,numeric,95.0
91,numeric,91.0
77,numeric,77.0
,missing,
5,numeric,5.0
84,numeric,84.0
81,numeric,81.0
81,numeric,81.0
2,numeric,2.0
193,numeric,193.0
94,numeric,94.0
58/100,numeric_fraction,58.0
59,numeric,59.0
-6,numeric,-6.0
73,numeric,73.0
245,numeric,245.0
49,numeric,49.0
-9,numeric,-9.0
39,numeric,39.0
93,numeric,93.0
80,numeric,80.0
26,numeric,26.0
29,numeric,29.0
83/100,numeric_fraction,83.0
88,numeric,88.0
71,numeric,71.0
66,numeric,66.0
0,numeric,0.0
58,numeric,58.0
,missing,
,missing,
241,numeric,241.0
81,numeric,81.0
-2,numeric,-2.0
86,numeric,86.0
39,numeric,39.0
48,numeric,48.0
33,numeric,33.0
23,numeric,23.0
94,numeric,94.0
,missing,
1,numeric,1.0
89,numeric,89.0
103,numeric,103.0
-4,numeric,-4.0
,missing,
40,numeric,40.0
2,numeric,2.0
5,numeric,5.0
56,numeric,56.0
-1,numeric,-1.0
18,numeric,18.0
62,numeric,62.0
,missing,
18,numeric,18.0
96,numeric,96.0
59,numeric,59.0
63,numeric,63.0
59,numeric,59.0
73,numeric,73.0
22,numeric,22.0
Low,categorical_risk,
88,numeric,88.0
6/100,numeric_fraction,6.0
55,numeric,55.0
39,numeric,39.0
86,numeric,86.0
High,categorical_risk,
39,numeric,39.0
85,numeric,85.0
37,numeric,37.0
87,numeric,87.0
,missing,
42,numeric,42.0
High,categorical_risk,
,missing,
90,numeric,90.0
47,numeric,47.0
medium,categorical_risk,
83,numeric,83.0
76,numeric,76.0
75,numeric,75.0
23,numeric,23.0
173,numeric,173.0
74,numeric,74.0
79,numeric,79.0
84,numeric,84.0
2,numeric,2.0
HIGH,categorical_risk,
,missing,
80,numeric,80.0
53,numeric,53.0
51,numeric,51.0
59,numeric,59.0
56/100,numeric_fraction,56.0
-1,numeric,-1.0
12,numeric,12.0
45,numeric,45.0
32,numeric,32.0
-9,numeric,-9.0
36,numeric,36.0
36,numeric,36.0
55/100,numeric_fraction,55.0
18,numeric,18.0
50,numeric,50.0
,missing,
34/100,numeric_fraction,34.0
87,numeric,87.0
62,numeric,62.0
58,numeric,58.0
91,numeric,91.0
25,numeric,25.0
29,numeric,29.0
26,numeric,26.0
20,numeric,20.0
98,numeric,98.0
30,numeric,30.0
97,numeric,97.0
-1,numeric,-1.0
2,numeric,2.0
12/100,numeric_fraction,12.0
23/100,numeric_fraction,23.0
152,numeric,152.0
43,numeric,43.0
65,numeric,65.0
-8,numeric,-8.0
20,numeric,20.0
19,numeric,19.0
243,numeric,243.0
25,numeric,25.0
57,numeric,57.0
71,numeric,71.0
58,numeric,58.0
17,numeric,17.0
56,numeric,56.0
195,numeric,195.0
68,numeric,68.0
18,numeric,18.0
69,numeric,69.0
Medium,categorical_risk,
76,numeric,76.0
188,numeric,188.0
26,numeric,26.0
98,numeric,98.0
97,numeric,97.0
74/100,numeric_fraction,74.0
30,numeric,30.0
98,numeric,98.0
15/100,numeric_fraction,15.0
246,numeric,246.0
69,numeric,69.0
10,numeric,10.0
73,numeric,73.0
31,numeric,31.0
61,numeric,61.0
26/100,numeric_fraction,26.0
89/100,numeric_fraction,89.0
83,numeric,83.0
42,numeric,42.0
28,numeric,28.0
117,numeric,117.0
134,numeric,134.0
205,numeric,205.0
,missing,
74,numeric,74.0
46,numeric,46.0
,missing,
18,numeric,18.0
66,numeric,66.0
80,numeric,80.0
10,numeric,10.0
Medium,categorical_risk,
35,numeric,35.0
-2,numeric,-2.0
68,numeric,68.0
9,numeric,9.0
19,numeric,19.0
82/100,numeric_fraction,82.0
68/100,numeric_fraction,68.0
82/100,numeric_fraction,82.0
46,numeric,46.0
2/100,numeric_fraction,2.0
12,numeric,12.0
45,numeric,45.0
20,numeric,20.0
Low,categorical_risk,
36,numeric,36.0
,missing,
18,numeric,18.0
56,numeric,56.0
-9,numeric,-9.0
176,numeric,176.0
68,numeric,68.0
9,numeric,9.0
149,numeric,149.0
66,numeric,66.0
Medium,categorical_risk,
7,numeric,7.0
14,numeric,14.0
138,numeric,138.0
13,numeric,13.0
39,numeric,39.0
-9,numeric,-9.0
85/100,numeric_fraction,85.0
81,numeric,81.0
8,numeric,8.0
21,numeric,21.0
38,numeric,38.0
15,numeric,15.0
37,numeric,37.0
59,numeric,59.0
24,numeric,24.0
-8,numeric,-8.0
7,numeric,7.0
64,numeric,64.0
50,numeric,50.0
32,numeric,32.0
210,numeric,210.0
-8,numeric,-8.0
21/100,numeric_fraction,21.0
11,numeric,11.0
8,numeric,8.0
45,numeric,45.0
200,numeric,200.0
-7,numeric,-7.0
Low,categorical_risk,
70,numeric,70.0
229,numeric,229.0
38,numeric,38.0
27,numeric,27.0
25,numeric,25.0
HIGH,categorical_risk,
90,numeric,90.0
73,numeric,73.0
10,numeric,10.0
43,numeric,43.0
94,numeric,94.0
202,numeric,202.0
51,numeric,51.0
-4,numeric,-4.0
78,numeric,78.0
21,numeric,21.0
22,numeric,22.0
33,numeric,33.0
49,numeric,49.0
76,numeric,76.0
40,numeric,40.0
100,numeric,100.0
33,numeric,33.0
26,numeric,26.0
20,numeric,20.0
33,numeric,33.0
29,numeric,29.0
-9,numeric,-9.0
73,numeric,73.0
High,categorical_risk,
61,numeric,61.0
High,categorical_risk,
HIGH,categorical_risk,
42/100,numeric_fraction,42.0
84,numeric,84.0
23,numeric,23.0
,missing,
58,numeric,58.0
22,numeric,22.0
53,numeric,53.0
39,numeric,39.0
19,numeric,19.0
86,numeric,86.0
6,numeric,6.0
HIGH,categorical_risk,
34,numeric,34.0
48,numeric,48.0
45/100,numeric_fraction,45.0
181,numeric,181.0
82,numeric,82.0
19,numeric,19.0
107,numeric,107.0
41,numeric,41.0
79,numeric,79.0
28/100,numeric_fraction,28.0
59,numeric,59.0
74,numeric,74.0
94,numeric,94.0
77,numeric,77.0
41/100,numeric_fraction,41.0
63,numeric,63.0
28,numeric,28.0
94,numeric,94.0
65/100,numeric_fraction,65.0
52,numeric,52.0
Low,categorical_risk,
17,numeric,17.0
71,numeric,71.0
48,numeric,48.0
65/100,numeric_fraction,65.0
0,numeric,0.0
14,numeric,14.0
99,numeric,99.0
medium,categorical_risk,
78,numeric,78.0
195,numeric,195.0
24,numeric,24.0
142,numeric,142.0
220,numeric,220.0
57,numeric,57.0
60,numeric,60.0
20,numeric,20.0
37,numeric,37.0
60,numeric,60.0
8,numeric,8.0
64,numeric,64.0
19,numeric,19.0
34/100,numeric_fraction,34.0
63/100,numeric_fraction,63.0
153,numeric,153.0
55,numeric,55.0
,missing,
2,numeric,2.0
60,numeric,60.0
76,numeric,76.0
218,numeric,218.0
30,numeric,30.0
medium,categorical_risk,
4,numeric,4.0
227,numeric,227.0
12,numeric,12.0
28,numeric,28.0
67/100,numeric_fraction,67.0
89/100,numeric_fraction,89.0
80/100,numeric_fraction,80.0
20,numeric,20.0
4,numeric,4.0
212,numeric,212.0
95/100,numeric_fraction,95.0
75,numeric,75.0
90,numeric,90.0
92,numeric,92.0
55,numeric,55.0
56/100,numeric_fraction,56.0
228,numeric,228.0
18,numeric,18.0
63,numeric,63.0
69,numeric,69.0
82,numeric,82.0
54,numeric,54.0
21/100,numeric_fraction,21.0
High,categorical_risk,
98,numeric,98.0
17,numeric,17.0
,missing,
14,numeric,14.0
7,numeric,7.0
70,numeric,70.0
121,numeric,121.0
41,numeric,41.0
26/100,numeric_fraction,26.0
27,numeric,27.0
,missing,
-4,numeric,-4.0
25,numeric,25.0
79,numeric,79.0
56,numeric,56.0
12,numeric,12.0
97,numeric,97.0
,missing,
46/100,numeric_fraction,46.0
97,numeric,97.0
72,numeric,72.0
47,numeric,47.0
19,numeric,19.0
21,numeric,21.0
14/100,numeric_fraction,14.0
58,numeric,58.0
99,numeric,99.0
,missing,
50,numeric,50.0
-5,numeric,-5.0
125,numeric,125.0
66,numeric,66.0
,missing,
20,numeric,20.0
76,numeric,76.0
-9,numeric,-9.0
97,numeric,97.0
HIGH,categorical_risk,
206,numeric,206.0
30,numeric,30.0
43,numeric,43.0
88,numeric,88.0
38,numeric,38.0
89,numeric,89.0
18,numeric,18.0
72,numeric,72.0
61/100,numeric_fraction,61.0
40,numeric,40.0
38,numeric,38.0
96,numeric,96.0
82,numeric,82.0
17,numeric,17.0
6,numeric,6.0
43,numeric,43.0
219,numeric,219.0
88,numeric,88.0
46,numeric,46.0
75/100,numeric_fraction,75.0
High,categorical_risk,
191,numeric,191.0
90,numeric,90.0
5,numeric,5.0
12,numeric,12.0
225,numeric,225.0
235,numeric,235.0
21,numeric,21.0
81,numeric,81.0
26,numeric,26.0
53,numeric,53.0
83,numeric,83.0
34,numeric,34.0
72,numeric,72.0
91,numeric,91.0
81,numeric,81.0
78,numeric,78.0
39/100,numeric_fraction,39.0
2,numeric,2.0
26,numeric,26.0
medium,categorical_risk,
-5,numeric,-5.0
90,numeric,90.0
,missing,
Low,categorical_risk,
52,numeric,52.0
74/100,numeric_fraction,74.0
86,numeric,86.0
163,numeric,163.0
78,numeric,78.0
60,numeric,60.0
Low,categorical_risk,
89,numeric,89.0
55,numeric,55.0
-8,numeric,-8.0
82,numeric,82.0
24,numeric,24.0
High,categorical_risk,
53,numeric,53.0
95,numeric,95.0
70,numeric,70.0
27,numeric,27.0
49,numeric,49.0
Low,categorical_risk,
85,numeric,85.0
68,numeric,68.0
68,numeric,68.0
97,numeric,97.0
81,numeric,81.0
59,numeric,59.0
7,numeric,7.0
,missing,
167,numeric,167.0
33,numeric,33.0
-3,numeric,-3.0
12,numeric,12.0
93,numeric,93.0
39/100,numeric_fraction,39.0
60,numeric,60.0
45,numeric,45.0
,missing,
48,numeric,48.0
82,numeric,82.0
174,numeric,174.0
9,numeric,9.0
91,numeric,91.0
3,numeric,3.0
57,numeric,57.0
medium,categorical_risk,
73,numeric,73.0
58,numeric,58.0
65,numeric,65.0
167,numeric,167.0
High,categorical_risk,
0,numeric,0.0
53/100,numeric_fraction,53.0
79,numeric,79.0
66,numeric,66.0
75,numeric,75.0
50/100,numeric_fraction,50.0
59,numeric,59.0
Low,categorical_risk,
75,numeric,75.0
26,numeric,26.0
,missing,
98,numeric,98.0
248,numeric,248.0
11,numeric,11.0
72,numeric,72.0
89,numeric,89.0
,missing,
116,numeric,116.0
41,numeric,41.0
64,numeric,64.0
41,numeric,41.0
92,numeric,92.0
86,numeric,86.0
,missing,
medium,categorical_risk,
10,numeric,10.0
21,numeric,21.0
75,numeric,75.0
58,numeric,58.0
25,numeric,25.0
60,numeric,60.0
76,numeric,76.0
28,numeric,28.0
61,numeric,61.0
HIGH,categorical_risk,
,missing,
43,numeric,43.0
36,numeric,36.0
16/100,numeric_fraction,16.0
193,numeric,193.0
51,numeric,51.0
-10,numeric,-10.0
medium,categorical_risk,
46,numeric,46.0
170,numeric,170.0
4,numeric,4.0
9,numeric,9.0
7,numeric,7.0
0,numeric,0.0
46,numeric,46.0
74,numeric,74.0
44,numeric,44.0
78,numeric,78.0
54/100,numeric_fraction,54.0
71,numeric,71.0
79/100,numeric_fraction,79.0
High,categorical_risk,
65,numeric,65.0
71,numeric,71.0
28,numeric,28.0
-3,numeric,-3.0
8,numeric,8.0
16,numeric,16.0
71,numeric,71.0
-6,numeric,-6.0
High,categorical_risk,
86,numeric,86.0
18/100,numeric_fraction,18.0
64/100,numeric_fraction,64.0
98,numeric,98.0
10,numeric,10.0
100,numeric,100.0
75,numeric,75.0
80/100,numeric_fraction,80.0
15,numeric,15.0
49,numeric,49.0
76,numeric,76.0
79,numeric,79.0
,missing,
69,numeric,69.0
104,numeric,104.0
34,numeric,34.0
11,numeric,11.0
50,numeric,50.0
0,numeric,0.0
67,numeric,67.0
35,numeric,35.0
96,numeric,96.0
14,numeric,14.0
15,numeric,15.0
54,numeric,54.0
84,numeric,84.0
-8,numeric,-8.0
83,numeric,83.0
11,numeric,11.0
,missing,
36,numeric,36.0
18,numeric,18.0
19,numeric,19.0
137,numeric,137.0
79,numeric,79.0
4,numeric,4.0
66,numeric,66.0
44,numeric,44.0
-8,numeric,-8.0
65/100,numeric_fraction,65.0
64,numeric,64.0
56,numeric,56.0
174,numeric,174.0
58,numeric,58.0
Low,categorical_risk,
53/100,numeric_fraction,53.0
17,numeric,17.0
28,numeric,28.0
92,numeric,92.0
47,numeric,47.0
60,numeric,60.0
15,numeric,15.0
82,numeric,82.0
,missing,
64/100,numeric_fraction,64.0
-6,numeric,-6.0
43,numeric,43.0
24,numeric,24.0
19,numeric,19.0
201,numeric,201.0
Low,categorical_risk,
1,numeric,1.0
10,numeric,10.0
136,numeric,136.0
49/100,numeric_fraction,49.0
98/100,numeric_fraction,98.0
238,numeric,238.0
41,numeric,41.0
90,numeric,90.0
84,numeric,84.0
226,numeric,226.0
72,numeric,72.0
33,numeric,33.0
22,numeric,22.0
5,numeric,5.0
49,numeric,49.0
58,numeric,58.0
Low,categorical_risk,
,missing,
57,numeric,57.0
78,numeric,78.0
-10,numeric,-10.0
40,numeric,40.0
High,categorical_risk,
3,numeric,3.0
51,numeric,51.0
,missing,
78,numeric,78.0
41,numeric,41.0
126,numeric,126.0
-8,numeric,-8.0
94,numeric,94.0
95,numeric,95.0
24,numeric,24.0
3,numeric,3.0
30,numeric,30.0
179,numeric,179.0
72,numeric,72.0
36,numeric,36.0
68,numeric,68.0
69,numeric,69.0
,missing,
19,numeric,19.0
38,numeric,38.0
161,numeric,161.0
60,numeric,60.0
59,numeric,59.0
111,numeric,111.0
99,numeric,99.0
40,numeric,40.0
41,numeric,41.0
-3,numeric,-3.0
47/100,numeric_fraction,47.0
,missing,
Medium,categorical_risk,
74,numeric,74.0
97,numeric,97.0
15,numeric,15.0
92,numeric,92.0
25,numeric,25.0
185,numeric,185.0
29,numeric,29.0
5,numeric,5.0
95/100,numeric_fraction,95.0
28,numeric,28.0
67,numeric,67.0
96,numeric,96.0
49/100,numeric_fraction,49.0
22,numeric,22.0
36,numeric,36.0
73,numeric,73.0
12/100,numeric_fraction,12.0
64/100,numeric_fraction,64.0
57,numeric,57.0
10/100,numeric_fraction,10.0
40,numeric,40.0
12,numeric,12.0
3,numeric,3.0
31,numeric,31.0
95,numeric,95.0
,missing,
81,numeric,81.0
,missing,
100,numeric,100.0
84,numeric,84.0
10,numeric,10.0
76,numeric,76.0
30,numeric,30.0
32,numeric,32.0
89,numeric,89.0
56,numeric,56.0
-2,numeric,-2.0
66,numeric,66.0
HIGH,categorical_risk,
6,numeric,6.0
223,numeric,223.0
46,numeric,46.0
-6,numeric,-6.0
40,numeric,40.0
76/100,numeric_fraction,76.0
-8,numeric,-8.0
52,numeric,52.0
medium,categorical_risk,
25/100,numeric_fraction,25.0
-6,numeric,-6.0
14,numeric,14.0
30,numeric,30.0
94,numeric,94.0
58/100,numeric_fraction,58.0
55,numeric,55.0
186,numeric,186.0
71,numeric,71.0
215,numeric,215.0
-8,numeric,-8.0
High,categorical_risk,
0,numeric,0.0
70,numeric,70.0
10/100,numeric_fraction,10.0
36/100,numeric_fraction,36.0
47,numeric,47.0
66/100,numeric_fraction,66.0
2,numeric,2.0
18/100,numeric_fraction,18.0
77,numeric,77.0
8,numeric,8.0
56,numeric,56.0
71,numeric,71.0
79,numeric,79.0
87/100,numeric_fraction,87.0
100,numeric,100.0
22,numeric,22.0
19,numeric,19.0
60,numeric,60.0
-10,numeric,-10.0
18,numeric,18.0
-7,numeric,-7.0
64,numeric,64.0
11,numeric,11.0
20,numeric,20.0
36,numeric,36.0
61,numeric,61.0
41,numeric,41.0
52,numeric,52.0
High,categorical_risk,
21,numeric,21.0
102,numeric,102.0
3/100,numeric_fraction,3.0
16,numeric,16.0
84,numeric,84.0
32,numeric,32.0
15,numeric,15.0
Low,categorical_risk,
4/100,numeric_fraction,4.0
60,numeric,60.0
73,numeric,73.0
31,numeric,31.0
102,numeric,102.0
71/100,numeric_fraction,71.0
76,numeric,76.0
14,numeric,14.0
-4,numeric,-4.0
37,numeric,37.0
-6,numeric,-6.0
79,numeric,79.0
192,numeric,192.0
71,numeric,71.0
76,numeric,76.0
70,numeric,70.0
94,numeric,94.0
Low,categorical_risk,
236,numeric,236.0
66,numeric,66.0
14,numeric,14.0
98,numeric,98.0
17/100,numeric_fraction,17.0
85,numeric,85.0
77,numeric,77.0
Low,categorical_risk,
230,numeric,230.0
88,numeric,88.0
72/100,numeric_fraction,72.0
High,categorical_risk,
18,numeric,18.0
27,numeric,27.0
45,numeric,45.0
90,numeric,90.0
4,numeric,4.0
9,numeric,9.0
29,numeric,29.0
5/100,numeric_fraction,5.0
,missing,
97,numeric,97.0
22,numeric,22.0
20,numeric,20.0
63,numeric,63.0
75,numeric,75.0
2,numeric,2.0
155,numeric,155.0
71/100,numeric_fraction,71.0
35/100,numeric_fraction,35.0
71,numeric,71.0
49,numeric,49.0
15,numeric,15.0
205,numeric,205.0
33,numeric,33.0
87,numeric,87.0
Low,categorical_risk,
110,numeric,110.0
93,numeric,93.0
73,numeric,73.0
Low,categorical_risk,
Low,categorical_risk,
107,numeric,107.0
35,numeric,35.0
95,numeric,95.0
,missing,
96,numeric,96.0
medium,categorical_risk,
59/100,numeric_fraction,59.0
79,numeric,79.0
46,numeric,46.0
,missing,
55,numeric,55.0
21/100,numeric_fraction,21.0
242,numeric,242.0
66,numeric,66.0
28/100,numeric_fraction,28.0
79,numeric,79.0
50,numeric,50.0
42,numeric,42.0
79,numeric,79.0
60,numeric,60.0
Medium,categorical_risk,
68,numeric,68.0
,missing,
88,numeric,88.0
37,numeric,37.0
8,numeric,8.0
27,numeric,27.0
69,numeric,69.0
12,numeric,12.0
14,numeric,14.0
62,numeric,62.0
24,numeric,24.0
47,numeric,47.0
82,numeric,82.0
14,numeric,14.0
89,numeric,89.0
89,numeric,89.0
11,numeric,11.0
9,numeric,9.0
94,numeric,94.0
59,numeric,59.0
15,numeric,15.0
Medium,categorical_risk,
-7,numeric,-7.0
-8,numeric,-8.0
91,numeric,91.0
37,numeric,37.0
11,numeric,11.0
8/100,numeric_fraction,8.0
Low,categorical_risk,
88,numeric,88.0
,missing,
40/100,numeric_fraction,40.0
27,numeric,27.0
17/100,numeric_fraction,17.0
2,numeric,2.0
-7,numeric,-7.0
187,numeric,187.0
34/100,numeric_fraction,34.0
Low,categorical_risk,
67,numeric,67.0
63,numeric,63.0
18,numeric,18.0
High,categorical_risk,
62,numeric,62.0
75,numeric,75.0
91,numeric,91.0
,missing,
48,numeric,48.0
99,numeric,99.0
23,numeric,23.0
64,numeric,64.0
132,numeric,132.0
,missing,
62,numeric,62.0
54/100,numeric_fraction,54.0
Low,categorical_risk,
84,numeric,84.0
30,numeric,30.0
27,numeric,27.0
HIGH,categorical_risk,
34/100,numeric_fraction,34.0
36/100,numeric_fraction,36.0
97,numeric,97.0
-1,numeric,-1.0
medium,categorical_risk,
-1,numeric,-1.0
-5,numeric,-5.0
72/100,numeric_fraction,72.0
