alert_id,detected_timestamp,resolved_timestamp,user_id,hostname,severity,status,detected_parsed,resolved_parsed,duration_hours
EPA00002763,08-31-2026 12:51:40 AM,04/09/2026,EMP12685,LPT-12685,H,Not Malicious,2026-08-31 00:51:40,2026-04-09 00:00:00,-3456.8611111111113
EPA00002552,12/08/2026,08-16-2026 04:59:50 AM,emp11890,LPT-11890,Major,False Positive,2026-12-08 00:00:00,2026-08-16 04:59:50,-2731.0027777777777
EPA00003813,2026-08-29T11:29:27,08-29-2026 02:29:27 AM,EMP12268,LPT-12268,H,Investigating,2026-08-29 11:29:27,2026-08-29 02:29:27,-9.0
EPA00000233,28/08/2026,02/09/2026 01:25,emp_10498,vdr-10498,P4,New,2026-08-28 00:00:00,2026-02-09 01:25:00,-4798.583333333333
EPA00006507,03-Sep-2026 15:59:14,06/09/2026 14:59,emp10094,LPT_10094,Major,New,2026-09-03 15:59:14,2026-06-09 14:59:00,-2065.003888888889
EPA00004570,14-Aug-2026 16:04:57,2026/08/13,emp10118,VDR-10118,MEDIUM,RESOLVED,2026-08-14 16:04:57,2026-08-13 00:00:00,-40.0825
EPA00002056,08-29-2026 07:27:19 PM,02/09/2026 02:27,EMP-11640,,H,R,2026-08-29 19:27:19,2026-02-09 02:27:00,-4841.005277777777
EPA00004157,12/08/2026,08-17-2026 03:00:06 AM,EMP10270,VDR-10270,L,Closed,2026-12-08 00:00:00,2026-08-17 03:00:06,-2708.9983333333334
EPA00000667,2026-09-01 01:07:13,04/09/2026 08:07,emp_11807,LPT-11807,LOW,Active,2026-09-01 01:07:13,2026-04-09 08:07:00,-3473.0036111111112
EPA00003032,2026-08-05T03:01:45,06/08/2026,EMP-12950,WS_12950,Severe,Not Malicious,2026-08-05 03:01:45,2026-06-08 00:00:00,-1395.0291666666667
EPA00005450,08-28-2026 09:05:55 PM,02/09/2026 20:05,EMP10870,WS-10870,MEDIUM,N,2026-08-28 21:05:55,2026-02-09 20:05:00,-4801.015277777778
EPA00007003,2026-08-25 08:50:30,2026-08-23 12:50:30,EMP12674,WS-12674,Medium,R,2026-08-25 08:50:30,2026-08-23 12:50:30,-44.0
EPA00004531,2026/08/03,03/08/2026,EMP11025,LPT-11025,Moderate,O,2026-08-03 00:00:00,2026-03-08 00:00:00,-3552.0
EPA00003982,2026-09-06 12:33:39,07/09/2026,EMP12602,VDR-12602,LOW,R,2026-09-06 12:33:39,2026-07-09 00:00:00,-1428.5608333333332
EPA00001985,2026-08-17T06:31:05,16-Aug-2026 23:31:05,EMP12238,VDR-12238,P2,Active,2026-08-17 06:31:05,2026-08-16 23:31:05,-7.0
EPA00000771,01-Sep-2026 21:42:15,03/09/2026,11056,VDR-11056,LOW,NEW,2026-09-01 21:42:15,2026-03-09 00:00:00,-4245.704166666666
EPA00001575,09/08/2026 16:16,13-Aug-2026 01:16:28,EMP11175,LPT-11175,P1,OPEN,2026-09-08 16:16:00,2026-08-13 01:16:28,-638.9922222222223
EPA00004572,13-Aug-2026 06:58:54,2026-08-11T22:58:54,EMP-12180,VDR-12180,H,NEW,2026-08-13 06:58:54,2026-08-11 22:58:54,-32.0
EPA00002153,2026-08-06T00:03:54,2026-08-05 08:03:54,EMP 10414,LPT-10414,MEDIUM,FALSE_POSITIVE,2026-08-06 00:03:54,2026-08-05 08:03:54,-16.0
EPA00002194,08-20-2026 05:23:40 AM,18/08/2026,EMP10482,VDR-10482,Moderate,O,2026-08-20 05:23:40,2026-08-18 00:00:00,-53.394444444444446
EPA00007609,05-Sep-2026 12:18:44,08/09/2026 04:18,emp11934,vdr-11934,P2,Not Malicious,2026-09-05 12:18:44,2026-08-09 04:18:00,-656.0122222222222
EPA00001582,08-03-2026 02:27:53 AM,05/08/2026,EMP11115,LPT-11115,Low,R,2026-08-03 02:27:53,2026-05-08 00:00:00,-2090.464722222222
EPA00004137,2026-08-28 22:41:55,02/09/2026,EMP10368,WS-10368,LOW,N,2026-08-28 22:41:55,2026-02-09 00:00:00,-4822.698611111111
EPA00003020,12/08/2026,2026-08-15 14:30:26,EMP-11225,vdr-11225,CRIT,N,2026-12-08 00:00:00,2026-08-15 14:30:26,-2745.492777777778
EPA00003638,08-05-2026 12:03:34 AM,07/08/2026,EMP-11679,LPT-11679,Major,IN_PROGRESS,2026-08-05 00:03:34,2026-07-08 00:00:00,-672.0594444444445
EPA00005646,12/08/2026,13/08/2026 20:35,emp10314,VDR-10314,Severe,O,2026-12-08 00:00:00,2026-08-13 20:35:00,-2787.4166666666665
EPA00003513,2026-08-06T03:08:32,06/08/2026,EMP10651,LPT-10651,Minor,O,2026-08-06 03:08:32,2026-06-08 00:00:00,-1419.1422222222222
EPA00001251,2026-08-05T18:53:53,06/08/2026,EMP12051,WS-12051,Medium,WIP,2026-08-05 18:53:53,2026-06-08 00:00:00,-1410.8980555555556
EPA00003073,2026-08-02 22:53:06,08-01-2026 04:53:06 PM,EMP10779,LPT_10779,High,Unassigned,2026-08-02 22:53:06,2026-08-01 16:53:06,-30.0
EPA00000895,13-Aug-2026 08:25:49,13/08/2026,EMP11441,ws-11441,L,WIP,2026-08-13 08:25:49,2026-08-13 00:00:00,-8.430277777777778
EPA00004925,28/08/2026 16:04,2026/08/27,10219,WS-10219,P3,O,2026-08-28 16:04:00,2026-08-27 00:00:00,-40.06666666666667
EPA00007643,12/08/2026 02:52,13-Aug-2026 16:52:38,EMP12007,LPT-12007,P4,O,2026-12-08 02:52:00,2026-08-13 16:52:38,-2793.9894444444444
EPA00004187,2026-08-04T00:30:46,08-02-2026 05:30:46 AM,EMP12333,,P4,OPEN,2026-08-04 00:30:46,2026-08-02 05:30:46,-43.0
EPA00005542,08-08-2026 09:49:50 AM,08-07-2026 01:49:50 PM,EMP 11583,vdr-11583,MEDIUM,IN_PROGRESS,2026-08-08 09:49:50,2026-08-07 13:49:50,-20.0
EPA00003223,2026-09-02 09:42:55,03/09/2026 14:42,EMP11125,LPT-11125.corp.local,Medium,N,2026-09-02 09:42:55,2026-03-09 14:42:00,-4243.015277777778
EPA00002083,08-10-2026 05:49:13 AM,08-Aug-2026 12:49:13,emp12352,VDR-12352,Severe,IN_PROGRESS,2026-08-10 05:49:13,2026-08-08 12:49:13,-41.0
EPA00004453,09-05-2026 01:45:54 PM,06/09/2026,EMP12844,vdr-12844,L,WIP,2026-09-05 13:45:54,2026-06-09 00:00:00,-2125.765
EPA00002745,2026-08-30 21:20:34,04/09/2026,EMP 11294,LPT-11294,L,In Progress,2026-08-30 21:20:34,2026-04-09 00:00:00,-3453.342777777778
EPA00004778,09-04-2026 05:15:31 AM,08/09/2026 09:15,emp10117,WS-10117,H,N,2026-09-04 05:15:31,2026-08-09 09:15:00,-620.0086111111111
EPA00001149,11/08/2026 14:16,08-14-2026 08:16:50 PM,EMP11005,LPT-11005,High,New,2026-11-08 14:16:00,2026-08-14 20:16:50,-2057.9861111111113
EPA00002807,08-03-2026 03:44:39 AM,2026-08-02 13:44:39,EMP12282,VDR-12282,High,Not Malicious,2026-08-03 03:44:39,2026-08-02 13:44:39,-14.0
EPA00007344,08-05-2026 08:44:23 PM,07/08/2026 11:44,EMP10599,vdr-10599,H,OPEN,2026-08-05 20:44:23,2026-07-08 11:44:00,-681.0063888888889
EPA00003176,2026-08-04T23:10:53,05/08/2026 21:10,EMP12035,WS-12035,P3,New,2026-08-04 23:10:53,2026-05-08 21:10:00,-2114.014722222222
EPA00004722,08-02-2026 02:43:00 PM,06/08/2026 17:43,EMP11301,,P3,Active,2026-08-02 14:43:00,2026-06-08 17:43:00,-1317.0
EPA00000128,2026/08/05,08-04-2026 06:25:41 AM,EMP11577,LPT-11577,L,WIP,2026-08-05 00:00:00,2026-08-04 06:25:41,-17.571944444444444
EPA00005089,09/08/2026 00:11,2026-08-12 12:11:29,EMP12470,LPT-12470,High,Not Malicious,2026-09-08 00:11:00,2026-08-12 12:11:29,-635.9919444444445
EPA00004277,2026-08-21 03:32:49,2026/08/21,EMP11995,LPT-11995,M,WIP,2026-08-21 03:32:49,2026-08-21 00:00:00,-3.5469444444444442
EPA00003121,2026-08-03T04:35:24,05/08/2026 16:35,EMP10208,VDR-10208,Medium,In Progress,2026-08-03 04:35:24,2026-05-08 16:35:00,-2076.0066666666667
EPA00004566,2026-08-27 10:28:02,2026/08/27,EMP10315,VDR-10315,High,NEW,2026-08-27 10:28:02,2026-08-27 00:00:00,-10.467222222222222
EPA00007973,12/08/2026,13/08/2026 10:36,EMP-10911,WS-10911,P4,WIP,2026-12-08 00:00:00,2026-08-13 10:36:00,-2797.4
EPA00001219,14/08/2026 12:19,2026-08-13T03:19:33,12105,LPT-12105,P4,CLOSED,2026-08-14 12:19:00,2026-08-13 03:19:33,-32.990833333333335
EPA00006596,2026-08-04 16:51:46,07/08/2026 17:51,EMP10022,VDR-10022,M,O,2026-08-04 16:51:46,2026-07-08 17:51:00,-647.0127777777777
EPA00003184,2026-09-01 09:54:21,05/09/2026,EMP 11444,ws-11444,Minor,N,2026-09-01 09:54:21,2026-05-09 00:00:00,-2769.9058333333332
EPA00000254,2026-09-04 02:32:58,07/09/2026 02:32,emp_11419,VDR-11419,L,O,2026-09-04 02:32:58,2026-07-09 02:32:00,-1368.016111111111
EPA00006960,08-04-2026 09:02:34 PM,05/08/2026 12:02,emp_11724,WS-11724,LOW,IN_PROGRESS,2026-08-04 21:02:34,2026-05-08 12:02:00,-2121.0094444444444
EPA00005424,02-Aug-2026 21:35:10,01-Aug-2026 04:35:10,emp10843,VDR-10843,P1,Active,2026-08-02 21:35:10,2026-08-01 04:35:10,-41.0
EPA00004977,11/08/2026,08-16-2026 05:05:19 AM,emp_10077,vdr-10077,H,Closed,2026-11-08 00:00:00,2026-08-16 05:05:19,-2010.911388888889
EPA00001803,09/08/2026 17:11,2026-08-13T09:11:32,EMP-11410,WS-11410,Severe,WIP,2026-09-08 17:11:00,2026-08-13 09:11:32,-631.9911111111111
EPA00003220,2026-09-03 20:27:27,06/09/2026,emp_10083,LPT-10083.corp.local,Moderate,RESOLVED,2026-09-03 20:27:27,2026-06-09 00:00:00,-2084.4575
EPA00003398,08-02-2026 09:49:42 AM,06/08/2026 02:49,EMP10029,VDR-10029,CRIT,N,2026-08-02 09:49:42,2026-06-08 02:49:00,-1327.0116666666668
EPA00006288,10/08/2026,08-12-2026 07:29:25 AM,EMP-10977,VDR-10977,HIGH,Active,2026-10-08 00:00:00,2026-08-12 07:29:25,-1360.5097222222223
EPA00000855,09/08/2026 17:11,14-Aug-2026 14:11:23,EMP11269,WS-11269,P3,Closed,2026-09-08 17:11:00,2026-08-14 14:11:23,-602.9936111111111
EPA00003000,2026-08-01T09:55:33,04/08/2026 17:55,EMP-10635,ws-10635,H,Not Malicious,2026-08-01 09:55:33,2026-04-08 17:55:00,-2752.0091666666667
EPA00004660,10/08/2026,13/08/2026,EMP12225,VDR-12225,HIGH,N,2026-10-08 00:00:00,2026-08-13 00:00:00,-1344.0
EPA00004030,2026/08/30,02/09/2026 07:12,EMP12792,LPT-12792,L,R,2026-08-30 00:00:00,2026-02-09 07:12:00,-4840.8
EPA00004892,10/08/2026 16:39,2026-08-12 07:39:58,10691,LPT-10691,P3,Not Malicious,2026-10-08 16:39:00,2026-08-12 07:39:58,-1376.983888888889
EPA00001598,01-Aug-2026 21:00:53,06/08/2026 00:00,EMP-10206,VDR_10206,P3,CLOSED,2026-08-01 21:00:53,2026-06-08 00:00:00,-1317.0147222222222
EPA00003158,09-04-2026 01:41:43 AM,06/09/2026 02:41,emp_10653,LPT-10653,HIGH,N,2026-09-04 01:41:43,2026-06-09 02:41:00,-2087.0119444444445
EPA00006375,08-01-2026 03:57:55 AM,02/08/2026,EMP11851,WS-11851,Medium,NEW,2026-08-01 03:57:55,2026-02-08 00:00:00,-4179.965277777777
EPA00007386,2026-09-03 08:07:23,04/09/2026,EMP12242,WS-12242,P3,R,2026-09-03 08:07:23,2026-04-09 00:00:00,-3536.1230555555558
EPA00001571,2026-08-31 15:33:54,02/09/2026 07:33,EMP10719,LPT-10719,P2,OPEN,2026-08-31 15:33:54,2026-02-09 07:33:00,-4880.015
EPA00000493,2026-08-01T06:19:33,04/08/2026 18:19,EMP11062,LPT-11062,Medium,R,2026-08-01 06:19:33,2026-04-08 18:19:00,-2748.0091666666667
EPA00000380,12/08/2026 05:11,16/08/2026,EMP11991,VDR-11991,Low,False Positive,2026-12-08 05:11:00,2026-08-16 00:00:00,-2741.1833333333334
EPA00004888,12/08/2026,15/08/2026,EMP10613,vdr-10613,LOW,New,2026-12-08 00:00:00,2026-08-15 00:00:00,-2760.0
EPA00000879,2026-08-01T01:07:10,30/07/2026,EMP10629,WS-10629,Major,Closed,2026-08-01 01:07:10,2026-07-30 00:00:00,-49.11944444444445
EPA00001982,2026/09/07,05-Sep-2026 08:48:48,EMP12030,VDR-12030,CRIT,FP,2026-09-07 00:00:00,2026-09-05 08:48:48,-39.18666666666667
EPA00002434,28-Aug-2026 10:09:09,01/09/2026 23:09,10003,LPT-10003.corp.local,Moderate,Closed,2026-08-28 10:09:09,2026-01-09 23:09:00,-5531.0025
EPA00001686,2026/08/16,2026-08-15T20:50:55,EMP12732,VDR-12732,Critical,Closed,2026-08-16 00:00:00,2026-08-15 20:50:55,-3.151388888888889
