hostname,firewall_event_count,firewall_deny_count,threat_flag_count,unique_source_ip_count,unique_destination_ip_count,bytes_sent,bytes_received,session_count,endpoint_alert_count,critical_endpoint_alert_count,is_managed,firewall_deny_ratio,evidence_count,feature_confidence,observation_count,valid_timestamp_count,distinct_active_days,distinct_active_hours,min_ts,max_ts,unknown_timestamp_count,historical_span_days,timestamp_quality_score,eligibility_status,baseline_confidence,baseline_method,baseline_window,population_deny_ratio_median,population_deny_ratio_mad,population_endpoint_alert_median,population_endpoint_alert_mad
LPT_11561,1.0,1.0,0.0,0.0,0.0,44050677.76,2324778.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-11402.corp.local,1.0,0.0,0.0,1.0,1.0,47297393.0,2461233.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-10774,7.0,1.0,1.0,4.0,3.0,150713195.18,244024703.64,7.0,2.0,0.0,True,0.1428571428571428,9.0,EXACT,13,5,4,5,2026-08-09 00:00:00,2026-09-06 20:44:00,8,28.86,0.3846,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10734,4.0,0.0,0.0,2.0,3.0,100395543.44,79534489.6,4.0,3.0,0.0,True,0.0,7.0,EXACT,11,7,7,5,2026-05-08 00:00:00,2026-09-09 04:32:00,4,124.19,0.6364,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12289,2.0,0.0,0.0,1.0,1.0,68419750.74000001,66467283.92,2.0,1.0,0.0,True,0.0,3.0,EXACT,7,5,4,5,2026-08-06 08:03:38,2026-09-03 10:25:47,2,28.1,0.7143,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-11824,1.0,1.0,0.0,1.0,0.0,5116147.0,39814430.72,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10311.corp.local,1.0,1.0,0.0,0.0,1.0,24819643.22,37630351.36,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12503,5.0,0.0,0.0,3.0,1.0,117946094.0,142384110.24,4.0,3.0,0.0,True,0.0,8.0,EXACT,9,4,4,4,2026-08-01 02:26:13,2026-09-05 08:14:16,5,35.24,0.4444,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12178,7.0,4.0,0.0,3.0,4.0,163210840.66,191665671.92,7.0,5.0,0.0,False,0.5714285714285714,12.0,PROBABLE,16,9,9,7,2026-08-01 00:00:00,2026-09-09 17:20:16,7,39.72,0.5625,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12211.corp.local,2.0,0.0,0.0,2.0,0.0,66935253.22,65486242.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-12876,2.0,1.0,0.0,0.0,2.0,62368350.0,71863644.16,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12053,5.0,2.0,0.0,3.0,0.0,146249405.46,82982076.48,3.0,2.0,1.0,False,0.4,7.0,PROBABLE,11,5,5,5,2026-01-08 06:22:00,2026-08-23 10:47:39,6,227.18,0.4545,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10860.corp.local,1.0,0.0,0.0,0.0,1.0,21512111.0,15225323.52,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10157,6.0,1.0,0.0,5.0,4.0,135595923.44,108500866.24,4.0,2.0,0.0,True,0.1666666666666666,8.0,EXACT,10,4,4,3,2026-08-20 00:00:00,2026-09-04 01:19:32,6,15.06,0.4,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT_12840,1.0,1.0,0.0,1.0,0.0,48518096.0,24526192.64,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10222,7.0,3.0,0.0,5.0,3.0,223549270.2,168486655.64,6.0,5.0,0.0,True,0.4285714285714285,12.0,EXACT,20,13,12,10,2026-06-08 17:03:00,2026-09-08 05:16:59,7,91.51,0.65,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12552,7.0,0.0,0.0,4.0,4.0,173179268.04,177904245.24,6.0,3.0,0.0,True,0.0,10.0,EXACT,15,7,7,5,2026-06-08 00:00:00,2026-09-01 03:19:23,8,85.14,0.4667,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-10996,5.0,0.0,1.0,2.0,3.0,137932216.72,82153317.56,4.0,2.0,0.0,False,0.0,7.0,PROBABLE,10,5,5,5,2026-05-08 04:00:00,2026-08-27 08:49:00,5,111.2,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-11987,12.0,2.0,1.0,8.0,5.0,265822175.1,242376869.4,11.0,1.0,0.0,True,0.1666666666666666,13.0,EXACT,18,6,6,5,2026-08-06 14:57:15,2026-09-09 07:46:00,12,33.7,0.3333,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12758.corp.local,1.0,0.0,0.0,0.0,1.0,48037415.0,15327453.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_10578,1.0,0.0,0.0,1.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-10445,4.0,0.0,2.0,3.0,4.0,37763825.22,146364433.0,3.0,4.0,1.0,True,0.0,8.0,EXACT,16,10,9,6,2026-04-08 14:08:00,2026-09-09 00:00:00,6,153.41,0.625,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-11382.corp.local,2.0,1.0,0.0,1.0,2.0,51324346.0,59277756.0,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-11719.corp.local,2.0,0.0,0.0,0.0,1.0,59404428.22,51333180.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12053.corp.local,3.0,1.0,0.0,1.0,2.0,83579784.0,91243762.0,2.0,0.0,0.0,False,0.3333333333333333,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_12882,1.0,0.0,0.0,1.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-11497,1.0,0.0,1.0,0.0,0.0,4489054.0,20258488.32,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-12895.corp.local,1.0,0.0,0.0,1.0,0.0,23776712.0,31510820.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-12175,6.0,1.0,0.0,2.0,3.0,121605165.12,170004104.72,5.0,2.0,0.0,True,0.1666666666666666,8.0,EXACT,14,8,8,4,2026-08-04 08:56:32,2026-09-09 00:00:00,6,35.63,0.5714,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_10110,3.0,0.0,1.0,0.0,1.0,130811753.6,88887208.64,2.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-12964,2.0,0.0,0.0,1.0,1.0,69414868.0,54600944.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-11493,3.0,0.0,1.0,2.0,3.0,64083323.0,43651415.0,1.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_11523,1.0,0.0,0.0,0.0,0.0,24819643.22,11236076.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_12028,1.0,0.0,0.0,1.0,1.0,31049748.0,19487037.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-11301,12.0,2.0,0.0,7.0,5.0,354979830.52,282375662.4,10.0,2.0,0.0,True,0.1666666666666666,14.0,EXACT,18,6,6,5,2026-02-09 18:07:00,2026-09-05 06:00:54,12,207.5,0.3333,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT_11156,2.0,0.0,0.0,1.0,0.0,70171106.22,52811826.36,1.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12130.corp.local,1.0,0.0,0.0,1.0,1.0,33286277.0,15935223.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-10064,1.0,0.0,0.0,0.0,0.0,24819643.22,49933189.12,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12627.corp.local,2.0,1.0,0.0,1.0,0.0,49639286.44,65828106.24,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-10233,3.0,2.0,0.0,1.0,2.0,74458929.66,91664200.0,3.0,0.0,0.0,False,0.6666666666666666,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-12449,2.0,0.0,0.0,0.0,0.0,24611459.0,44243315.0,1.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-11790.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10403.corp.local,2.0,0.0,0.0,1.0,2.0,36458394.22,44650377.12,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-11854,1.0,0.0,0.0,1.0,1.0,28488257.0,43945820.16,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10779.corp.local,1.0,0.0,0.0,1.0,1.0,12759342.0,22889714.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-11713,2.0,2.0,0.0,1.0,0.0,74071257.94,30613649.64,2.0,0.0,0.0,False,1.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-11370,8.0,0.0,1.0,3.0,3.0,212391760.22,236403199.48,8.0,1.0,0.0,True,0.0,9.0,EXACT,12,3,3,2,2026-01-08 00:00:00,2026-08-23 01:07:37,9,227.05,0.25,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-12632.corp.local,1.0,1.0,0.0,1.0,0.0,6047248.0,41326771.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-10003,1.0,0.0,0.0,0.0,1.0,49534730.24,24526192.64,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-11547,6.0,2.0,0.0,4.0,2.0,154474590.0,154091874.32,5.0,2.0,0.0,True,0.3333333333333333,8.0,EXACT,73,58,28,21,2026-06-09 13:19:00,2026-11-08 08:52:00,15,151.81,0.7945,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-12728,11.0,4.0,0.0,6.0,8.0,251586931.32,331608304.52,10.0,2.0,0.0,True,0.3636363636363636,13.0,EXACT,14,3,3,3,2026-08-09 15:28:41,2026-09-01 14:55:04,11,22.98,0.2143,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_10315,1.0,0.0,0.0,0.0,1.0,24819643.22,34582036.48,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-10165,1.0,1.0,0.0,0.0,0.0,47950260.0,37661224.96,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-11547,1.0,0.0,0.0,0.0,1.0,40260539.0,30141451.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_11854,1.0,0.0,0.0,1.0,0.0,24819643.22,16437130.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT_11786,1.0,0.0,0.0,0.0,1.0,15911895.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
ws-11461,2.0,0.0,0.0,1.0,2.0,73644358.22,37124833.28,1.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_12040,1.0,1.0,0.0,1.0,1.0,24726794.24,9563013.12,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10922,5.0,0.0,1.0,3.0,5.0,126894736.44,115901939.88,5.0,1.0,0.0,True,0.0,6.0,EXACT,11,6,6,6,2026-08-09 19:30:00,2026-09-07 00:00:00,5,28.19,0.5455,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10936,6.0,2.0,0.0,3.0,6.0,181227040.16,162873416.0,5.0,1.0,0.0,True,0.3333333333333333,7.0,EXACT,14,8,8,6,2026-08-04 07:03:27,2026-10-08 13:36:00,6,65.27,0.5714,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12209.corp.local,1.0,0.0,0.0,0.0,0.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-11177,5.0,0.0,0.0,3.0,2.0,101540370.66,120745909.04,5.0,3.0,0.0,True,0.0,8.0,EXACT,13,7,5,6,2026-08-03 05:33:14,2026-09-08 23:11:14,6,36.73,0.5385,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-10477,2.0,0.0,0.0,0.0,2.0,27963836.22,23505439.0,1.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12243,4.0,1.0,0.0,3.0,3.0,76358413.58,72091057.28,4.0,3.0,0.0,False,0.25,7.0,PROBABLE,13,8,7,8,2026-08-06 21:39:26,2026-09-07 14:57:35,5,31.72,0.6154,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-12038,1.0,0.0,0.0,1.0,0.0,37249202.0,36532387.84,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12582,6.0,2.0,0.0,3.0,2.0,176293100.2,115043073.4,6.0,2.0,0.0,True,0.3333333333333333,8.0,EXACT,13,7,7,6,2026-08-15 02:39:20,2026-09-07 18:57:00,6,23.68,0.5385,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-11965,1.0,0.0,0.0,1.0,1.0,39940259.84,6447872.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_11629,1.0,1.0,0.0,0.0,1.0,4247736.0,20541000.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10410,4.0,1.0,0.0,1.0,3.0,137534360.44,91886747.32,2.0,4.0,0.0,True,0.25,8.0,EXACT,10,5,5,4,2026-08-06 09:40:35,2026-09-09 06:28:28,5,33.87,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12807,3.0,0.0,0.0,1.0,1.0,78496430.22,62896789.64,2.0,2.0,0.0,True,0.0,5.0,EXACT,12,8,7,6,2026-08-06 00:37:08,2026-09-09 00:55:00,4,34.01,0.6667,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-11099,1.0,0.0,0.0,0.0,0.0,44175593.0,34817728.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-12768,2.0,0.0,1.0,2.0,1.0,62884442.16,54447994.88,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10481,4.0,0.0,0.0,1.0,3.0,99278572.88,124036531.32,3.0,3.0,1.0,True,0.0,7.0,EXACT,11,5,5,4,2026-05-09 00:00:00,2026-12-08 20:59:00,6,213.87,0.4545,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-10448,5.0,2.0,0.0,2.0,4.0,99529300.44,112077987.4,5.0,1.0,0.0,True,0.4,6.0,EXACT,10,5,4,5,2026-03-08 08:27:00,2026-08-19 15:10:00,5,164.28,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_11699,1.0,0.0,0.0,0.0,0.0,29436404.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-12848.corp.local,1.0,0.0,0.0,1.0,0.0,24819643.22,8470399.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-12838.corp.local,3.0,0.0,0.0,2.0,1.0,76486629.84,11690251.44,2.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-10468,8.0,2.0,0.0,3.0,5.0,223364505.46,169092842.84,8.0,4.0,1.0,False,0.25,12.0,PROBABLE,18,9,8,7,2026-03-09 02:44:00,2026-11-08 17:08:00,9,244.6,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_12164,1.0,0.0,0.0,0.0,1.0,43016878.08,6210636.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-10385,8.0,2.0,0.0,3.0,5.0,232769346.98,159708301.08,4.0,4.0,0.0,True,0.25,12.0,EXACT,17,8,8,5,2026-08-01 08:05:50,2026-09-07 02:03:25,9,36.75,0.4706,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-12785,2.0,0.0,1.0,1.0,1.0,49639286.44,50206614.0,2.0,3.0,1.0,True,0.0,5.0,EXACT,15,10,8,8,2026-01-08 06:47:00,2026-08-22 14:03:31,5,226.3,0.6667,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS_12128,1.0,0.0,0.0,1.0,0.0,42975610.0,18513235.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR-10314,4.0,1.0,0.0,1.0,2.0,105344026.78,46487791.88,4.0,4.0,1.0,True,0.25,8.0,EXACT,9,4,4,4,2026-08-12 00:00:00,2026-09-04 04:04:01,5,23.17,0.4444,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
WS-11542.corp.local,2.0,0.0,0.0,1.0,0.0,49639286.44,42492117.64,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-11244,12.0,1.0,1.0,6.0,7.0,299625670.56,272254593.24,10.0,1.0,1.0,True,0.0833333333333333,13.0,EXACT,18,6,5,5,2026-08-05 07:43:38,2026-09-01 20:17:00,12,27.52,0.3333,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
LPT-10055.corp.local,1.0,0.0,0.0,0.0,1.0,252904.0,30425958.4,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
VDR_11758,1.0,0.0,0.0,1.0,0.0,25866876.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-10659,2.0,1.0,0.0,1.0,1.0,49639286.44,44718924.64,1.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
vdr-10504,1.0,1.0,0.0,0.0,0.0,12246487.04,38731606.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
lpt-12375,1.0,0.0,0.0,1.0,0.0,4501540.0,24526192.64,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0
