entity_id,entity_type,traceone_risk_score,auth_contribution,network_contribution,endpoint_contribution,operational_contribution,multi_signal_boost
vdr-11531,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT_11484,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11652.corp.local,HOST,7.92,0.0,0.0,0.0,7.92,0.0
WS_11104,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12981.corp.local,HOST,16.66,0.0,16.66,0.0,0.0,0.0
WS-11952,HOST,97.63,0.0,35.13,20.83,41.68,19.53
vdr-12122,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11968,HOST,93.75,0.0,31.25,20.83,41.68,18.75
LPT-11793,HOST,37.94,0.0,0.0,25.0,12.94,0.0
vdr-11412,HOST,20.48,0.0,16.66,0.0,3.82,0.0
WS_10606,HOST,11.47,0.0,8.33,0.0,3.14,0.0
LPT-11250,HOST,92.81,0.0,28.1,41.66,23.04,18.56
VDR_12725,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11985,HOST,100.0,0.0,41.66,20.83,41.68,20.83
WS-10281,HOST,100.0,0.0,21.08,41.66,37.8,20.11
LPT-11841,HOST,94.55,0.0,21.08,41.66,31.81,18.91
WS_10845,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS_11835,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10143,HOST,81.4,0.0,31.25,20.83,29.32,16.28
lpt-11504,HOST,6.32,0.0,5.62,0.0,0.7,0.0
vdr-11566,HOST,20.75,0.0,11.24,0.0,9.51,0.0
VDR-11338,HOST,100.0,0.0,42.15,49.99,50.01,47.39
VDR_10005,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11232,HOST,72.92,0.0,31.25,0.0,41.68,14.58
LPT-10709.corp.local,HOST,0.51,0.0,0.0,0.0,0.51,0.0
LPT-10200,HOST,72.92,0.0,31.25,0.0,41.68,14.58
VDR-11405.corp.local,HOST,9.04,0.0,5.62,0.0,3.42,0.0
VDR_10443,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-12599,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_12141,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS_11761,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11730,HOST,68.44,0.0,16.66,33.33,18.45,0.0
ws-10618,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR-12153,HOST,100.0,0.0,37.5,37.5,46.6,40.53
vdr-11082,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-10025,HOST,20.5,0.0,11.24,0.0,9.26,0.0
LPT-11626.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11695.corp.local,HOST,9.33,0.0,8.33,0.0,1.0,0.0
VDR-11345,HOST,51.63,0.0,11.24,16.66,23.72,0.0
LPT-10769,HOST,88.04,0.0,20.83,31.25,35.96,17.61
lpt-11941,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11019,HOST,21.86,0.0,0.0,8.33,13.53,0.0
LPT-10321,HOST,66.67,0.0,16.66,16.66,33.34,0.0
ws-11624,HOST,1.07,0.0,0.0,0.0,1.07,0.0
WS-10625,HOST,41.17,0.0,11.24,25.0,4.93,0.0
LPT-11133,HOST,35.91,0.0,16.86,0.0,19.05,0.0
vdr-12191,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS_12633,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-10817,HOST,8.33,0.0,8.33,0.0,0.0,0.0
lpt-11310,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-11532,HOST,5.62,0.0,5.62,0.0,0.0,0.0
VDR_12012,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10858.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR-12012.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-12814.corp.local,HOST,25.38,0.0,11.24,0.0,14.14,0.0
VDR-10778,HOST,94.15,0.0,14.05,41.66,38.43,18.83
VDR-11494,HOST,91.57,0.0,41.66,10.42,39.5,18.31
WS-11384,HOST,14.97,0.0,0.0,8.33,6.63,0.0
ws-10893,HOST,8.33,0.0,8.33,0.0,0.0,0.0
vdr-11599,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10527,HOST,100.0,0.0,42.15,49.99,46.15,46.1
LPT-10563,HOST,39.75,0.0,5.62,16.66,17.47,0.0
LPT_10210,HOST,2.63,0.0,0.0,0.0,2.63,0.0
LPT-11271.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-11472,HOST,99.98,0.0,41.66,20.83,37.49,20.0
ws-10996,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-12981,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT_11030,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-11573,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10132.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12589,HOST,100.0,0.0,37.5,49.99,33.01,40.17
vdr-12777,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12984,HOST,66.56,0.0,16.66,33.33,16.57,0.0
WS-11601,HOST,71.98,0.0,14.05,31.25,26.68,14.4
LPT-12703.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-10091,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-11153,HOST,38.48,0.0,8.33,8.33,21.82,0.0
ws-10417,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-12541,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_12129,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT_12538,HOST,8.45,0.0,8.33,0.0,0.11,0.0
VDR-12832.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-11291.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11093.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10682,HOST,27.83,0.0,8.33,8.33,11.17,0.0
LPT-12329.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-11997,HOST,86.57,0.0,14.05,31.25,41.27,17.31
VDR-10353.corp.local,HOST,7.95,0.0,0.0,0.0,7.95,0.0
WS_12913,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-10370,HOST,97.63,0.0,35.13,20.83,41.68,19.53
LPT-12231.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
lpt-11522,HOST,2.17,0.0,0.0,0.0,2.17,0.0
ws-11223,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10759.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR-11256,HOST,94.0,0.0,21.08,31.25,41.68,18.8
WS_10643,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10341,HOST,51.69,0.0,16.66,25.0,10.03,0.0
LPT-12597.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11007,HOST,100.0,0.0,49.99,37.5,50.01,45.83
WS_10946,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS_10181,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR-12373.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10316,HOST,100.0,0.0,33.72,49.99,33.26,38.99
WS-10243,HOST,100.0,0.0,33.72,49.99,40.99,41.57
LPT_12004,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10974,HOST,35.26,0.0,0.0,25.0,10.26,0.0
VDR_10326,HOST,4.39,0.0,0.0,0.0,4.39,0.0
vdr-11344,HOST,10.27,0.0,0.0,0.0,10.27,0.0
ws-12206,HOST,14.97,0.0,8.33,0.0,6.64,0.0
WS_12619,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10208,HOST,25.0,0.0,0.0,25.0,0.0,0.0
LPT-10797,HOST,79.67,0.0,14.05,31.25,34.37,15.93
vdr-12184,HOST,3.8,0.0,0.0,0.0,3.8,0.0
LPT-10227.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11354,HOST,89.77,0.0,41.66,10.42,37.69,17.95
WS-11473.corp.local,HOST,20.59,0.0,8.33,0.0,12.25,0.0
VDR-11206.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10835.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-12444,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT-12202,HOST,100.0,0.0,42.15,49.99,50.01,47.39
VDR_12610,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12223,HOST,44.02,0.0,25.0,8.33,10.69,0.0
LPT-12029,HOST,83.34,0.0,41.66,0.0,41.68,16.67
LPT-12973,HOST,90.36,0.0,7.03,41.66,41.68,18.07
LPT-11512.corp.local,HOST,8.91,0.0,0.0,0.0,8.91,0.0
VDR-12254.corp.local,HOST,11.29,0.0,8.33,0.0,2.96,0.0
WS-10397,HOST,81.6,0.0,10.42,31.25,39.94,16.32
WS_12319,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-12999,HOST,100.0,0.0,42.15,49.99,50.01,47.39
VDR_11237,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10423,HOST,79.26,0.0,31.25,10.42,37.6,15.85
LPT_11294,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-12820.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-10850,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS_11957,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11878.corp.local,HOST,11.58,0.0,5.62,0.0,5.96,0.0
VDR_10462,HOST,8.33,0.0,8.33,0.0,0.0,0.0
ws-10749,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12047,HOST,80.19,0.0,28.1,10.42,41.68,16.04
WS-10397.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-11116.corp.local,HOST,5.9,0.0,5.62,0.0,0.28,0.0
lpt-12372,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-12813,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10554,HOST,57.84,0.0,16.86,16.66,24.31,0.0
ws-11261,HOST,13.18,0.0,8.33,0.0,4.85,0.0
VDR_12148,HOST,8.33,0.0,8.33,0.0,0.0,0.0
lpt-10935,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-10365,HOST,51.29,0.0,8.33,33.33,9.63,0.0
vdr-10231,HOST,49.43,0.0,33.33,0.0,16.1,0.0
LPT-12829,HOST,83.34,0.0,41.66,0.0,41.68,16.67
LPT_12993,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-12037,HOST,8.34,0.0,0.0,0.0,8.34,0.0
LPT_11511,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10724.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-12403,HOST,100.0,0.0,49.99,49.99,50.01,50.0
ws-10979,HOST,5.46,0.0,0.0,0.0,5.46,0.0
LPT-11060,HOST,26.18,0.0,16.86,0.0,9.32,0.0
lpt-12323,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12855.corp.local,HOST,17.07,0.0,8.33,0.0,8.74,0.0
vdr-12017,HOST,27.71,0.0,16.66,0.0,11.05,0.0
vdr-11718,HOST,8.33,0.0,8.33,0.0,0.0,0.0
ws-12853,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12509.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-11378,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_11375,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11986,HOST,87.22,0.0,35.13,10.42,41.68,17.44
WS-11154.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11443,HOST,100.0,0.0,21.08,41.66,41.68,20.88
VDR-11935,HOST,100.0,0.0,42.15,49.99,38.61,43.58
WS_10610,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-11079,HOST,10.96,0.0,8.33,0.0,2.63,0.0
WS_12790,HOST,6.75,0.0,0.0,0.0,6.75,0.0
WS_11516,HOST,1.0,0.0,0.0,0.0,1.0,0.0
lpt-10104,HOST,8.33,0.0,8.33,0.0,0.0,0.0
ws-10845,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-10355,HOST,60.67,0.0,11.24,33.33,16.1,0.0
lpt-11679,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12715,HOST,76.8,0.0,35.13,0.0,41.68,15.36
ws-11437,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-11041.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
vdr-11266,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12162.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11273.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10312,HOST,87.22,0.0,35.13,10.42,41.68,17.44
vdr-10838,HOST,10.16,0.0,5.62,0.0,4.54,0.0
LPT-11792,HOST,75.06,0.0,41.66,0.0,33.4,15.01
vdr-11095,HOST,1.02,0.0,0.0,0.0,1.02,0.0
vdr-11345,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-10184,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-10091.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10842.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
lpt-10752,HOST,0.98,0.0,0.0,0.0,0.98,0.0
LPT_10719,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_12896,HOST,6.15,0.0,0.0,0.0,6.15,0.0
VDR-12279.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12097.corp.local,HOST,13.76,0.0,8.33,0.0,5.43,0.0
ws-12988,HOST,9.46,0.0,8.33,0.0,1.13,0.0
WS-10610.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-11128,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS_10213,HOST,8.68,0.0,8.33,0.0,0.35,0.0
LPT-11015.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
ws-12518,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT-10560,HOST,100.0,0.0,42.15,49.99,34.12,42.09
LPT-12616.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10290,HOST,51.21,0.0,5.62,33.33,12.26,0.0
LPT-10956,HOST,66.64,0.0,28.1,0.0,38.54,13.33
LPT_11373,HOST,0.07,0.0,0.0,0.0,0.07,0.0
LPT-11870.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT-11476.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10686.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10944,HOST,100.0,0.0,37.5,49.99,44.74,44.08
WS-10184,HOST,53.08,0.0,16.66,16.66,19.75,0.0
ws-10865,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT_10909,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-11800,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12051,HOST,100.0,0.0,49.99,49.99,50.01,50.0
VDR-12781,HOST,100.0,0.0,33.72,37.5,40.83,37.35
VDR_11225,HOST,3.8,0.0,0.0,0.0,3.8,0.0
WS-12092,HOST,50.36,0.0,25.0,8.33,17.03,0.0
VDR_10917,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11694,HOST,65.39,0.0,16.66,33.33,15.4,0.0
VDR_10673,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12009,HOST,51.53,0.0,11.24,16.66,23.62,0.0
WS-10436,HOST,72.05,0.0,10.42,31.25,30.38,14.41
LPT-10985,HOST,100.0,0.0,42.15,37.5,50.01,43.22
WS-10574,HOST,98.09,0.0,20.83,41.66,35.6,19.62
vdr-10869,HOST,0.03,0.0,0.0,0.0,0.03,0.0
ws-10982,HOST,14.23,0.0,5.62,0.0,8.61,0.0
WS-10155,HOST,83.34,0.0,41.66,0.0,41.68,16.67
WS-10202.corp.local,HOST,5.62,0.0,5.62,0.0,0.0,0.0
LPT-10565,HOST,100.0,0.0,33.72,49.99,50.01,44.58
ws-11317,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10301.corp.local,HOST,13.64,0.0,8.33,0.0,5.31,0.0
LPT_11423,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10183,HOST,33.4,0.0,16.66,0.0,16.73,0.0
VDR-12038,HOST,76.8,0.0,35.13,0.0,41.68,15.36
LPT_11704,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT_11250,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-12538,HOST,8.12,0.0,0.0,0.0,8.12,0.0
LPT-10822,HOST,66.87,0.0,16.86,16.66,33.34,0.0
VDR_12875,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT_12467,HOST,8.33,0.0,8.33,0.0,0.0,0.0
vdr-10340,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-12468.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10812,HOST,93.75,0.0,41.66,10.42,41.68,18.75
VDR-12025.corp.local,HOST,9.71,0.0,5.62,0.0,4.08,0.0
VDR_10346,HOST,8.09,0.0,5.62,0.0,2.47,0.0
lpt-11902,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-11178,HOST,13.95,0.0,8.33,0.0,5.62,0.0
VDR-10672,HOST,92.59,0.0,20.83,31.25,40.52,18.52
ws-11738,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-10737,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12635,HOST,100.0,0.0,37.5,49.99,50.01,45.83
ws-11064,HOST,6.31,0.0,0.0,0.0,6.31,0.0
WS_10683,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_11083,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-12991,HOST,11.22,0.0,8.33,0.0,2.89,0.0
LPT-12066,HOST,90.65,0.0,20.83,41.66,28.16,18.13
LPT-12427,HOST,91.69,0.0,31.25,20.83,39.61,18.34
lpt-12993,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-10517,HOST,11.55,0.0,8.33,0.0,3.22,0.0
LPT-10782.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT-11163,HOST,97.39,0.0,14.05,41.66,41.68,19.48
ws-12878,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT_10021,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10919.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11186,HOST,98.44,0.0,21.08,41.66,35.7,19.69
WS-11108.corp.local,HOST,15.27,0.0,11.24,0.0,4.03,0.0
LPT-12432,HOST,100.0,0.0,33.72,49.99,50.01,44.58
lpt-11789,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT_10842,HOST,4.38,0.0,0.0,0.0,4.38,0.0
WS-10509,HOST,61.25,0.0,11.24,16.66,33.34,0.0
WS-12396,HOST,22.7,0.0,11.24,8.33,3.13,0.0
LPT-12305,HOST,51.55,0.0,11.24,8.33,31.98,0.0
ws-10933,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10248,HOST,100.0,0.0,42.15,37.5,50.01,43.22
WS-10264,HOST,100.0,0.0,37.5,49.99,43.54,43.68
lpt-12182,HOST,6.02,0.0,0.0,0.0,6.02,0.0
LPT_11178,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-11721,HOST,58.06,0.0,5.62,33.33,19.11,0.0
WS-12050.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-11281,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-10155,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11406,HOST,51.31,0.0,16.86,16.66,17.78,0.0
VDR-12284,HOST,66.76,0.0,16.86,16.66,33.23,0.0
WS_11865,HOST,3.26,0.0,0.0,0.0,3.26,0.0
WS_11809,HOST,1.2,0.0,0.0,0.0,1.2,0.0
LPT-10366,HOST,82.87,0.0,35.13,20.83,26.91,16.57
LPT_11903,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-12322,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12110,HOST,92.79,0.0,21.08,41.66,30.05,18.56
WS-12266.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-11101,HOST,55.07,0.0,16.86,16.66,21.54,0.0
LPT-12459.corp.local,HOST,6.05,0.0,0.0,0.0,6.05,0.0
LPT-11438.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
ws-12361,HOST,23.95,0.0,16.66,0.0,7.28,0.0
vdr-12732,HOST,8.33,0.0,8.33,0.0,0.0,0.0
VDR_10743,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-10182,HOST,8.33,0.0,8.33,0.0,0.0,0.0
ws-11329,HOST,4.09,0.0,0.0,0.0,4.09,0.0
VDR_12131,HOST,13.19,0.0,8.33,0.0,4.86,0.0
WS-10632,HOST,41.67,0.0,11.24,8.33,22.09,0.0
LPT-10976.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-11693,HOST,100.0,0.0,49.99,37.5,44.36,43.95
VDR_11729,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12768.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-10885,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-12040,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-12741,HOST,20.91,0.0,8.33,0.0,12.58,0.0
VDR-11157,HOST,90.61,0.0,28.1,20.83,41.68,18.12
LPT_12652,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_10329,HOST,0.0,0.0,0.0,0.0,0.0,0.0
ws-11985,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12685,HOST,44.63,0.0,8.33,8.33,27.96,0.0
lpt-12612,HOST,0.0,0.0,0.0,0.0,0.0,0.0
lpt-10008,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_12972,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-11333,HOST,90.61,0.0,28.1,20.83,41.68,18.12
LPT-12321,HOST,37.45,0.0,11.24,8.33,17.88,0.0
WS-12261,HOST,93.75,0.0,31.25,20.83,41.68,18.75
LPT-12528.corp.local,HOST,22.15,0.0,16.66,0.0,5.48,0.0
VDR-11090.corp.local,HOST,23.08,0.0,16.66,0.0,6.41,0.0
LPT-10199.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11445.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-10562.corp.local,HOST,9.64,0.0,8.33,0.0,1.3,0.0
VDR-12602,HOST,88.64,0.0,14.05,41.66,32.93,17.73
WS-12742,HOST,80.19,0.0,28.1,10.42,41.68,16.04
LPT_11476,HOST,15.45,0.0,8.33,0.0,7.12,0.0
ws-10918,HOST,5.62,0.0,5.62,0.0,0.0,0.0
WS-11481,HOST,16.66,0.0,8.33,8.33,0.0,0.0
VDR-11404,HOST,81.55,0.0,20.83,31.25,29.47,16.31
LPT-12424,HOST,91.78,0.0,20.83,41.66,29.28,18.36
WS-10890,HOST,62.97,0.0,16.66,16.66,29.64,0.0
WS-12456,HOST,49.54,0.0,11.24,25.0,13.3,0.0
ws-10505,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS-11424.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11580.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12687.corp.local,HOST,6.0,0.0,5.62,0.0,0.38,0.0
ws-11073,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS_11430,HOST,10.3,0.0,5.62,0.0,4.68,0.0
VDR-10879,HOST,47.21,0.0,5.62,8.33,33.26,0.0
ws-10151,HOST,1.26,0.0,0.0,0.0,1.26,0.0
WS_12226,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-10861,HOST,8.98,0.0,0.0,0.0,8.98,0.0
LPT-10596,HOST,100.0,0.0,49.99,37.5,48.25,45.25
LPT-11678.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10115.corp.local,HOST,3.71,0.0,0.0,0.0,3.71,0.0
WS-10419,HOST,37.57,0.0,16.86,8.33,12.38,0.0
vdr-10230,HOST,8.4,0.0,0.0,0.0,8.4,0.0
ws-12682,HOST,11.83,0.0,8.33,0.0,3.5,0.0
LPT-12800,HOST,48.56,0.0,25.0,16.66,6.9,0.0
VDR-10132,HOST,25.92,0.0,0.0,8.33,17.58,0.0
ws-10442,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-12142.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR_12436,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10897,HOST,100.0,0.0,37.5,37.5,50.01,41.67
WS-10417.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10178,HOST,100.0,0.0,42.15,49.99,43.8,45.32
WS-10393,HOST,96.89,0.0,41.66,20.83,34.4,19.38
WS-12446.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-11534,HOST,89.01,0.0,28.1,20.83,40.08,17.8
LPT-11685.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11201,HOST,100.0,0.0,37.5,37.5,50.01,41.67
lpt-12399,HOST,0.0,0.0,0.0,0.0,0.0,0.0
VDR-11747,HOST,45.32,0.0,16.86,0.0,28.46,0.0
vdr-11980,HOST,12.27,0.0,8.33,0.0,3.94,0.0
LPT-12351,HOST,21.82,0.0,8.33,8.33,5.16,0.0
LPT-12700.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-11558.corp.local,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-11444,HOST,100.0,0.0,37.5,37.5,50.01,41.67
WS-11923.corp.local,HOST,11.01,0.0,5.62,0.0,5.39,0.0
VDR-12071,HOST,93.75,0.0,10.42,41.66,41.68,18.75
VDR-10421,HOST,56.96,0.0,11.24,33.33,12.39,0.0
VDR_11091,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS-10579.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
WS_10252,HOST,10.02,0.0,5.62,0.0,4.4,0.0
LPT-10160.corp.local,HOST,8.33,0.0,8.33,0.0,0.0,0.0
vdr-10503,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12907,HOST,87.51,0.0,21.08,31.25,35.19,17.5
LPT_11238,HOST,0.0,0.0,0.0,0.0,0.0,0.0
vdr-10458,HOST,0.46,0.0,0.0,0.0,0.46,0.0
VDR-12400,HOST,28.99,0.0,16.66,0.0,12.32,0.0
lpt-11115,HOST,8.33,0.0,8.33,0.0,0.0,0.0
LPT-11881,HOST,22.34,0.0,5.62,0.0,16.72,0.0
vdr-11338,HOST,8.33,0.0,8.33,0.0,0.0,0.0
WS_12449,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-12231.,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10114,HOST,83.34,0.0,10.42,31.25,41.68,16.67
lpt-12985,HOST,0.0,0.0,0.0,0.0,0.0,0.0
LPT-10802,HOST,51.04,0.0,16.66,25.0,9.38,0.0
VDR-11094,HOST,58.43,0.0,16.86,25.0,16.57,0.0
