hostname,total_firewall_logs,firewall_denies,threat_flags,endpoint_alerts,is_managed
WS-11515.,0.0,0.0,0.0,0.0,True
VDR-12835,4.0,0.0,0.0,5.0,False
LPT-11875.corp.local,1.0,0.0,0.0,0.0,False
LPT-12611.,0.0,0.0,0.0,0.0,True
vdr-11344,4.0,0.0,0.0,0.0,False
ws-11876,5.0,1.0,0.0,0.0,False
LPT-11191,4.0,1.0,0.0,2.0,True
VDR-11681.corp.local,2.0,0.0,1.0,0.0,False
LPT-12389,4.0,1.0,0.0,0.0,True
WS-12891,6.0,3.0,1.0,3.0,True
ws-12555,2.0,0.0,0.0,0.0,False
vdr-11747,3.0,2.0,0.0,0.0,False
LPT-12134,5.0,2.0,0.0,2.0,True
lpt-12504,1.0,0.0,0.0,0.0,False
LPT-12425,6.0,3.0,0.0,2.0,True
LPT_10212,1.0,0.0,0.0,0.0,False
WS-12230,9.0,5.0,2.0,1.0,True
WS-10034,11.0,1.0,0.0,4.0,True
WS-10376,7.0,2.0,0.0,1.0,True
WS-10513.corp.local,3.0,0.0,0.0,0.0,False
VDR-12484,2.0,0.0,0.0,2.0,True
LPT-10538,5.0,0.0,0.0,4.0,True
lpt-12444,2.0,1.0,2.0,0.0,False
VDR_12119,3.0,1.0,0.0,0.0,False
WS-11221.corp.local,1.0,0.0,0.0,0.0,False
LPT_12565,1.0,0.0,1.0,0.0,False
WS-12720,8.0,0.0,0.0,2.0,True
lpt-12303,1.0,1.0,0.0,0.0,False
LPT-12382,6.0,1.0,0.0,1.0,True
VDR-10165,12.0,3.0,0.0,4.0,True
lpt-11290,1.0,0.0,0.0,0.0,False
LPT-11335,5.0,3.0,0.0,6.0,True
LPT-12146,7.0,1.0,1.0,1.0,False
LPT-11431,3.0,1.0,0.0,5.0,True
WS_11127,1.0,0.0,0.0,0.0,False
LPT-12752,6.0,1.0,1.0,0.0,True
WS_11073,1.0,0.0,0.0,0.0,False
VDR-12676,4.0,2.0,0.0,3.0,True
VDR-11602.corp.local,1.0,0.0,0.0,0.0,False
LPT-11133.corp.local,1.0,0.0,0.0,0.0,False
VDR-12781,8.0,1.0,0.0,3.0,True
WS-10969,2.0,0.0,0.0,2.0,False
VDR-11647.corp.local,3.0,0.0,0.0,0.0,False
WS-10884.corp.local,2.0,0.0,0.0,0.0,False
WS_11308,1.0,0.0,0.0,0.0,False
vdr-10846,1.0,0.0,0.0,0.0,False
LPT-12377.corp.local,1.0,0.0,0.0,0.0,False
VDR-10501,7.0,3.0,0.0,2.0,True
VDR-10601.corp.local,2.0,1.0,0.0,0.0,False
VDR-10667.corp.local,1.0,0.0,0.0,0.0,False
VDR-12277,6.0,0.0,0.0,5.0,False
WS-12614,4.0,0.0,0.0,3.0,False
VDR-11537,2.0,0.0,0.0,4.0,True
LPT-11197,4.0,0.0,1.0,5.0,True
LPT-11288.corp.local,1.0,0.0,0.0,0.0,False
LPT-11638.,0.0,0.0,0.0,0.0,True
VDR-10404,8.0,2.0,1.0,2.0,True
WS-10301.corp.local,4.0,1.0,0.0,0.0,False
ws-10032,1.0,1.0,0.0,0.0,False
ws-11460,1.0,0.0,0.0,0.0,False
VDR_10072,1.0,1.0,0.0,0.0,False
VDR-10477,5.0,2.0,0.0,1.0,True
ws-12605,1.0,0.0,0.0,0.0,False
WS-10115,9.0,1.0,2.0,2.0,True
ws-12368,1.0,0.0,0.0,0.0,False
LPT-11148.corp.local,1.0,1.0,0.0,0.0,False
VDR_10659,1.0,1.0,0.0,0.0,False
LPT-10127.corp.local,1.0,0.0,0.0,0.0,False
LPT-12911,8.0,0.0,0.0,5.0,True
LPT_12457,2.0,0.0,0.0,0.0,False
LPT-11175.corp.local,2.0,2.0,0.0,0.0,False
lpt-12305,1.0,1.0,0.0,0.0,False
lpt-10731,1.0,0.0,0.0,0.0,False
VDR_11405,1.0,0.0,0.0,0.0,False
VDR-11199.corp.local,2.0,0.0,1.0,0.0,False
WS-12514,7.0,2.0,0.0,3.0,False
lpt-11554,2.0,0.0,0.0,0.0,False
lpt-10198,4.0,0.0,0.0,0.0,False
LPT-12737,4.0,1.0,0.0,3.0,True
LPT-10734,4.0,0.0,0.0,3.0,True
WS-12828,7.0,2.0,1.0,1.0,True
VDR-11877.corp.local,1.0,0.0,0.0,0.0,False
vdr-11205,2.0,0.0,0.0,0.0,False
lpt-11786,2.0,0.0,0.0,0.0,False
WS-12515.corp.local,1.0,0.0,0.0,0.0,False
LPT-10904.corp.local,1.0,0.0,0.0,0.0,False
WS_12287,1.0,1.0,0.0,0.0,False
VDR-12342,7.0,1.0,0.0,1.0,True
vdr-10350,3.0,0.0,0.0,0.0,False
VDR_11576,1.0,1.0,0.0,0.0,False
LPT-10122,11.0,2.0,2.0,2.0,True
WS-10524,10.0,2.0,2.0,0.0,True
WS_11041,2.0,1.0,0.0,0.0,False
WS_11348,1.0,0.0,0.0,0.0,False
ws-12232,3.0,0.0,1.0,0.0,False
LPT_12653,1.0,0.0,0.0,0.0,False
WS-12830,12.0,3.0,1.0,2.0,True
LPT-11031.,0.0,0.0,0.0,0.0,True
VDR-10170,5.0,1.0,0.0,1.0,True
LPT-12275.corp.local,1.0,1.0,1.0,0.0,False
vdr-11046,2.0,0.0,0.0,0.0,False
vdr-12362,1.0,0.0,0.0,0.0,False
VDR-10640,1.0,0.0,0.0,0.0,True
WS-10946,7.0,1.0,1.0,2.0,True
vdr-12732,2.0,1.0,1.0,0.0,False
lpt-11978,1.0,1.0,0.0,0.0,False
LPT-11489,10.0,1.0,1.0,4.0,True
WS-11819,6.0,1.0,1.0,2.0,True
lpt-10653,1.0,0.0,0.0,0.0,False
VDR-12972.corp.local,2.0,0.0,0.0,0.0,False
lpt-12015,3.0,1.0,1.0,0.0,False
LPT-11299,7.0,0.0,1.0,3.0,True
LPT-10366.corp.local,1.0,0.0,0.0,0.0,False
WS_10997,1.0,0.0,0.0,0.0,False
lpt-12061,1.0,0.0,1.0,0.0,False
LPT-11902,5.0,0.0,0.0,2.0,True
LPT_12792,2.0,0.0,0.0,0.0,False
ws-10155,1.0,0.0,0.0,0.0,False
vdr-11479,1.0,0.0,0.0,0.0,False
VDR-11449.,0.0,0.0,0.0,0.0,True
VDR-10296,11.0,3.0,1.0,4.0,True
VDR_12836,3.0,0.0,1.0,0.0,False
vdr-11940,1.0,0.0,0.0,0.0,False
LPT-12408.corp.local,1.0,0.0,0.0,0.0,False
lpt-12636,3.0,0.0,0.0,0.0,False
lpt-12916,1.0,0.0,0.0,0.0,False
VDR-10109,5.0,1.0,0.0,6.0,True
lpt-11254,2.0,1.0,1.0,0.0,False
VDR-11231,6.0,2.0,0.0,0.0,True
ws-12931,2.0,0.0,0.0,0.0,False
WS_12136,2.0,0.0,0.0,0.0,False
lpt-11116,1.0,0.0,0.0,0.0,False
WS-11370.corp.local,1.0,0.0,0.0,0.0,False
VDR-12897.corp.local,1.0,0.0,0.0,0.0,False
LPT-10583,8.0,0.0,0.0,3.0,True
vdr-12278,2.0,1.0,0.0,0.0,False
VDR-11298,3.0,0.0,0.0,2.0,True
LPT-12634.corp.local,2.0,1.0,0.0,0.0,False
ws-11502,2.0,0.0,0.0,0.0,False
VDR-11338.corp.local,2.0,0.0,0.0,0.0,False
VDR-11061,7.0,1.0,0.0,6.0,True
LPT-12377,9.0,3.0,1.0,2.0,True
WS_11469,2.0,0.0,0.0,0.0,False
WS-12931.,0.0,0.0,0.0,0.0,True
LPT-11881,5.0,0.0,0.0,0.0,True
VDR-12324,11.0,2.0,0.0,3.0,False
WS-10181,6.0,3.0,0.0,3.0,True
ws-10652,2.0,1.0,0.0,0.0,False
LPT-10364.corp.local,2.0,0.0,1.0,0.0,False
lpt-11185,2.0,0.0,0.0,0.0,False
WS-10448,5.0,2.0,0.0,1.0,True
LPT_10054,2.0,1.0,1.0,0.0,False
ws-10228,3.0,0.0,0.0,0.0,False
LPT-10679.corp.local,1.0,0.0,0.0,0.0,False
WS-11621.corp.local,2.0,2.0,0.0,0.0,False
LPT-10682.corp.local,3.0,1.0,1.0,0.0,False
lpt-11109,1.0,0.0,0.0,0.0,False
vdr-12270,2.0,0.0,0.0,0.0,False
LPT_11960,1.0,0.0,0.0,0.0,False
LPT-11088,6.0,4.0,0.0,1.0,True
WS_12317,1.0,0.0,0.0,0.0,False
LPT-11825,8.0,4.0,1.0,4.0,False
VDR-10457.corp.local,1.0,0.0,0.0,0.0,False
VDR-12554.corp.local,1.0,1.0,0.0,0.0,False
WS-12851,3.0,1.0,0.0,8.0,False
LPT-11107,6.0,1.0,0.0,3.0,True
ws-11686,1.0,1.0,0.0,0.0,False
VDR-10146,8.0,0.0,3.0,3.0,True
VDR-12725.corp.local,2.0,0.0,0.0,0.0,False
VDR_12958,2.0,0.0,1.0,0.0,False
vdr-11400,1.0,0.0,1.0,0.0,False
VDR-11215,8.0,2.0,0.0,0.0,True
ws-10979,3.0,0.0,0.0,0.0,False
LPT-12414,8.0,2.0,0.0,2.0,False
VDR-12865,6.0,0.0,2.0,4.0,True
VDR-11932.,0.0,0.0,0.0,0.0,True
VDR-10310,12.0,4.0,1.0,1.0,True
ws-10272,1.0,0.0,0.0,0.0,False
WS-10660,4.0,0.0,0.0,2.0,True
VDR-11946,7.0,2.0,0.0,1.0,False
LPT_12510,1.0,1.0,0.0,0.0,False
VDR-10765,4.0,1.0,0.0,3.0,True
WS-12217.corp.local,1.0,0.0,0.0,0.0,False
LPT_10217,1.0,0.0,0.0,0.0,False
VDR_12113,1.0,0.0,0.0,0.0,False
lpt-10463,4.0,0.0,0.0,0.0,False
lpt-12583,2.0,1.0,0.0,0.0,False
lpt-10898,1.0,0.0,0.0,0.0,False
WS-10974,3.0,0.0,1.0,3.0,False
WS-11911,5.0,1.0,0.0,1.0,True
WS_11358,1.0,0.0,0.0,0.0,False
LPT-10290,4.0,0.0,3.0,5.0,False
LPT-11649,3.0,0.0,0.0,5.0,False
WS-12246,10.0,1.0,1.0,2.0,True
LPT-10810,9.0,1.0,1.0,0.0,True
VDR-11314,10.0,3.0,0.0,1.0,False
VDR-12958.corp.local,2.0,1.0,0.0,0.0,False
vdr-11746,2.0,0.0,1.0,0.0,False
LPT_11640,1.0,0.0,0.0,0.0,False
lpt-12470,2.0,1.0,0.0,0.0,False
vdr-12579,2.0,0.0,0.0,0.0,False
LPT_10439,1.0,0.0,0.0,0.0,False
WS-11620,6.0,2.0,2.0,0.0,True
vdr-12251,1.0,0.0,1.0,0.0,False
WS_11538,3.0,0.0,1.0,0.0,False
VDR-10466,8.0,2.0,0.0,1.0,True
VDR-11933,7.0,0.0,0.0,1.0,True
ws-11352,2.0,1.0,0.0,0.0,False
lpt-10286,3.0,0.0,0.0,0.0,False
LPT-10717,9.0,1.0,1.0,2.0,True
ws-10417,1.0,0.0,0.0,0.0,False
lpt-10081,1.0,0.0,0.0,0.0,False
WS_10048,1.0,0.0,0.0,0.0,False
LPT-12061,6.0,0.0,1.0,3.0,True
WS-11972,4.0,1.0,0.0,6.0,True
VDR-12638,9.0,4.0,0.0,2.0,True
LPT-11941.corp.local,1.0,0.0,0.0,0.0,False
VDR-10007,7.0,1.0,3.0,3.0,True
vdr-11628,1.0,0.0,0.0,0.0,False
VDR-10942,4.0,0.0,0.0,0.0,True
LPT-12402.corp.local,2.0,0.0,0.0,0.0,False
ws-11295,3.0,0.0,1.0,0.0,False
WS-11360,5.0,1.0,1.0,2.0,True
ws-10953,4.0,1.0,2.0,0.0,False
WS-11761,9.0,2.0,0.0,4.0,False
VDR-10715.,0.0,0.0,0.0,0.0,True
WS_10697,1.0,0.0,0.0,0.0,False
lpt-12852,1.0,0.0,0.0,0.0,False
LPT_12704,2.0,0.0,0.0,0.0,False
VDR-10086,6.0,1.0,0.0,4.0,True
LPT-10580,6.0,1.0,0.0,3.0,True
LPT-10738.corp.local,1.0,1.0,0.0,0.0,False
WS-11836,3.0,0.0,0.0,2.0,True
WS-10256,9.0,2.0,1.0,3.0,True
WS-12267,6.0,2.0,0.0,5.0,True
lpt-12296,2.0,1.0,0.0,0.0,False
WS_10500,1.0,0.0,0.0,0.0,False
vdr-10255,2.0,0.0,0.0,0.0,False
VDR_12458,1.0,0.0,0.0,0.0,False
VDR-11179,7.0,1.0,0.0,3.0,True
lpt-12297,1.0,0.0,0.0,0.0,False
WS-12356,11.0,3.0,1.0,5.0,True
WS_12115,1.0,1.0,0.0,0.0,False
lpt-12584,2.0,2.0,1.0,0.0,False
WS_10415,1.0,0.0,0.0,0.0,False
WS-11595.corp.local,1.0,0.0,0.0,0.0,False
LPT-10541.corp.local,1.0,1.0,0.0,0.0,False
LPT-11425,3.0,0.0,0.0,1.0,True
lpt-10103,1.0,0.0,0.0,0.0,False
WS-10970,4.0,1.0,1.0,3.0,True
ws-10946,2.0,0.0,0.0,0.0,False
LPT-10197,8.0,0.0,0.0,3.0,True
WS-12390.corp.local,1.0,0.0,0.0,0.0,False
LPT_10863,2.0,0.0,0.0,0.0,False
LPT-10047,7.0,0.0,0.0,2.0,True
LPT-10755,9.0,2.0,1.0,2.0,True
VDR-10503,9.0,2.0,2.0,2.0,True
VDR-10086.corp.local,3.0,2.0,0.0,0.0,False
VDR-11343,10.0,1.0,1.0,0.0,True
VDR-10208,2.0,0.0,0.0,3.0,True
LPT-11728.corp.local,1.0,0.0,0.0,0.0,False
VDR-10949,4.0,0.0,0.0,4.0,True
LPT-11004,5.0,1.0,0.0,3.0,True
ws-11854,1.0,0.0,0.0,0.0,False
VDR-11681,5.0,1.0,0.0,6.0,True
WS-10048.corp.local,1.0,0.0,0.0,0.0,False
VDR-12932.corp.local,1.0,0.0,0.0,0.0,False
ws-10774,1.0,1.0,0.0,0.0,False
VDR-12857,10.0,2.0,0.0,3.0,True
VDR-10608,0.0,0.0,0.0,2.0,False
VDR_11874,1.0,0.0,0.0,0.0,False
WS-12266.corp.local,1.0,0.0,0.0,0.0,False
WS_12512,2.0,1.0,0.0,0.0,False
VDR-11912.corp.local,2.0,1.0,0.0,0.0,False
LPT-12639,13.0,1.0,3.0,3.0,False
VDR-11493,11.0,0.0,1.0,4.0,False
LPT-10920.,0.0,0.0,0.0,0.0,True
VDR-10906.,0.0,0.0,0.0,0.0,True
WS-11391.corp.local,1.0,0.0,0.0,0.0,False
VDR-10166.corp.local,1.0,0.0,0.0,0.0,False
VDR-11439.corp.local,4.0,0.0,1.0,0.0,False
ws-11463,1.0,0.0,1.0,0.0,False
VDR-11527,8.0,0.0,0.0,1.0,True
lpt-11162,1.0,0.0,0.0,0.0,False
WS-11739,9.0,3.0,1.0,5.0,True
lpt-12691,2.0,1.0,0.0,0.0,False
LPT_12813,2.0,0.0,0.0,0.0,False
lpt-11219,1.0,0.0,1.0,0.0,False
WS-10191,9.0,2.0,0.0,1.0,True
LPT_11202,2.0,0.0,1.0,0.0,False
LPT_10985,1.0,0.0,0.0,0.0,False
vdr-12040,1.0,0.0,0.0,0.0,False
LPT-10106,2.0,1.0,0.0,5.0,True
ws-12194,3.0,0.0,0.0,0.0,False
VDR-11591.corp.local,2.0,0.0,0.0,0.0,False
ws-10610,1.0,0.0,0.0,0.0,False
ws-11743,1.0,0.0,0.0,0.0,False
WS_10145,1.0,1.0,0.0,0.0,False
ws-11563,1.0,1.0,0.0,0.0,False
LPT-12961,7.0,1.0,0.0,3.0,True
WS_11968,1.0,0.0,0.0,0.0,False
LPT-11870.,0.0,0.0,0.0,0.0,True
LPT-12086.corp.local,3.0,3.0,0.0,0.0,False
lpt-11029,3.0,0.0,0.0,0.0,False
WS_12523,2.0,1.0,0.0,0.0,False
WS-12774,8.0,1.0,1.0,8.0,False
VDR-10444.corp.local,1.0,0.0,0.0,0.0,False
LPT_11115,1.0,0.0,0.0,0.0,False
LPT-10294,5.0,2.0,1.0,0.0,True
LPT-12900,7.0,2.0,0.0,2.0,True
vdr-12184,2.0,0.0,1.0,0.0,False
ws-12036,1.0,0.0,0.0,0.0,False
ws-10984,2.0,0.0,0.0,0.0,False
ws-10737,1.0,0.0,0.0,0.0,False
vdr-11653,1.0,0.0,0.0,0.0,False
vdr-12336,3.0,2.0,0.0,0.0,False
WS-11565,12.0,0.0,0.0,1.0,True
WS-11381.corp.local,1.0,0.0,0.0,0.0,False
WS-11374,6.0,3.0,0.0,7.0,False
LPT_11398,1.0,0.0,0.0,0.0,False
VDR-11047.,0.0,0.0,0.0,0.0,True
WS-12161,7.0,2.0,1.0,2.0,True
VDR-10693.corp.local,2.0,1.0,0.0,0.0,False
WS_11737,1.0,0.0,1.0,0.0,False
WS-12723,5.0,2.0,2.0,2.0,True
vdr-11976,1.0,0.0,0.0,0.0,False
LPT-12730,6.0,2.0,0.0,1.0,True
WS-12818,10.0,2.0,1.0,2.0,True
VDR-12558.corp.local,2.0,0.0,0.0,0.0,False
WS_10844,1.0,1.0,0.0,0.0,False
VDR-10666,7.0,3.0,0.0,3.0,True
LPT-11833,7.0,1.0,0.0,2.0,True
WS-11782,4.0,0.0,0.0,1.0,True
vdr-12052,3.0,1.0,0.0,0.0,False
VDR_12875,1.0,0.0,0.0,0.0,False
WS-11997,8.0,0.0,0.0,3.0,True
LPT-12954,10.0,2.0,1.0,1.0,True
VDR-10740,6.0,1.0,0.0,4.0,True
VDR_11145,1.0,1.0,1.0,0.0,False
LPT-11674,13.0,2.0,1.0,3.0,True
VDR-12157,10.0,1.0,1.0,3.0,True
LPT-11983.corp.local,1.0,0.0,0.0,0.0,False
lpt-11837,1.0,0.0,0.0,0.0,False
VDR-12090.corp.local,3.0,1.0,0.0,0.0,False
WS-12950,7.0,2.0,1.0,6.0,True
VDR-12663,7.0,1.0,0.0,6.0,False
vdr-11091,1.0,0.0,0.0,0.0,False
WS_10121,1.0,0.0,0.0,0.0,False
LPT-12381,9.0,0.0,2.0,1.0,False
lpt-10041,2.0,0.0,0.0,0.0,False
LPT-10356.corp.local,1.0,0.0,0.0,0.0,False
LPT_11705,2.0,1.0,0.0,0.0,False
vdr-11811,2.0,1.0,0.0,0.0,False
lpt-12993,1.0,0.0,0.0,0.0,False
WS-11986,14.0,0.0,1.0,1.0,True
lpt-11884,3.0,0.0,0.0,0.0,False
ws-10189,1.0,0.0,1.0,0.0,False
VDR-11272.corp.local,1.0,0.0,0.0,0.0,False
vdr-12820,2.0,0.0,0.0,0.0,False
LPT-11960,9.0,2.0,0.0,2.0,False
lpt-11181,3.0,2.0,0.0,0.0,False
vdr-11861,1.0,0.0,0.0,0.0,False
lpt-12078,1.0,0.0,0.0,0.0,False
VDR-10380.corp.local,4.0,0.0,0.0,0.0,False
LPT_10410,2.0,0.0,0.0,0.0,False
ws-12345,1.0,1.0,0.0,0.0,False
VDR-10529.,0.0,0.0,0.0,0.0,True
vdr-10138,1.0,0.0,1.0,0.0,False
LPT-11834.corp.local,1.0,0.0,0.0,0.0,False
WS-11245.,0.0,0.0,0.0,0.0,True
VDR_10019,1.0,0.0,1.0,0.0,False
vdr-12832,1.0,0.0,0.0,0.0,False
WS-11523,8.0,2.0,1.0,3.0,True
WS_11384,1.0,0.0,0.0,0.0,False
LPT_12659,1.0,1.0,0.0,0.0,False
vdr-12856,1.0,0.0,1.0,0.0,False
VDR_11499,2.0,1.0,0.0,0.0,False
VDR_11038,1.0,0.0,0.0,0.0,False
vdr-12021,1.0,0.0,0.0,0.0,False
VDR-10577,4.0,3.0,0.0,5.0,True
LPT-10779,5.0,2.0,0.0,3.0,True
LPT-12229,12.0,3.0,0.0,3.0,True
LPT-10851.corp.local,1.0,0.0,0.0,0.0,False
LPT-11984,5.0,1.0,0.0,1.0,True
WS-10534,7.0,4.0,1.0,4.0,True
ws-11006,1.0,0.0,0.0,0.0,False
LPT-11180,6.0,3.0,0.0,0.0,True
WS-10591,6.0,2.0,1.0,1.0,True
LPT-12114,8.0,2.0,1.0,2.0,True
ws-10453,1.0,0.0,0.0,0.0,False
WS-10696.corp.local,2.0,0.0,0.0,0.0,False
WS_12406,1.0,0.0,0.0,0.0,False
WS_12344,2.0,0.0,0.0,0.0,False
LPT-11790,7.0,1.0,1.0,2.0,False
WS-10128.corp.local,2.0,2.0,0.0,0.0,False
WS-10369,6.0,0.0,2.0,1.0,True
LPT-10452,5.0,0.0,0.0,1.0,True
VDR-10495,6.0,1.0,0.0,5.0,True
vdr-12313,3.0,1.0,0.0,0.0,False
LPT-12347,3.0,0.0,1.0,1.0,False
VDR-10835.,0.0,0.0,0.0,0.0,True
ws-11443,1.0,0.0,0.0,0.0,False
VDR-12705,7.0,3.0,0.0,0.0,True
lpt-10560,2.0,1.0,1.0,0.0,False
LPT-12607,3.0,1.0,0.0,3.0,False
VDR_12254,1.0,0.0,0.0,0.0,False
WS_10884,1.0,0.0,0.0,0.0,False
WS-10695.corp.local,3.0,1.0,0.0,0.0,False
vdr-10608,2.0,2.0,0.0,0.0,False
WS-10832.corp.local,2.0,1.0,0.0,0.0,False
lpt-10609,2.0,0.0,0.0,0.0,False
VDR-11426,5.0,1.0,0.0,1.0,True
LPT-11512,3.0,2.0,0.0,2.0,True
LPT_11028,2.0,1.0,0.0,0.0,False
lpt-12183,1.0,0.0,0.0,0.0,False
WS-12067,9.0,2.0,1.0,6.0,True
VDR-10482,10.0,1.0,1.0,4.0,True
vdr-10247,2.0,0.0,0.0,0.0,False
LPT-12027,8.0,1.0,1.0,1.0,False
LPT_10898,2.0,0.0,0.0,0.0,False
ws-10433,1.0,1.0,0.0,0.0,False
ws-12485,1.0,0.0,0.0,0.0,False
LPT-11285.corp.local,1.0,0.0,0.0,0.0,False
LPT-11116,14.0,3.0,1.0,5.0,True
vdr-12978,2.0,0.0,0.0,0.0,False
VDR-12803,8.0,2.0,0.0,3.0,True
VDR-12976.,0.0,0.0,0.0,0.0,True
LPT_10381,2.0,1.0,0.0,0.0,False
WS-10695,3.0,0.0,0.0,3.0,True
ws-11461,2.0,0.0,0.0,0.0,False
WS-11211.corp.local,2.0,0.0,0.0,0.0,False
WS-12667,12.0,2.0,0.0,2.0,True
VDR-11316,9.0,2.0,0.0,4.0,True
WS-10301.,0.0,0.0,0.0,0.0,True
LPT-12587,2.0,0.0,0.0,2.0,False
VDR_11201,1.0,0.0,0.0,0.0,False
VDR-12063,6.0,1.0,0.0,0.0,True
LPT-11472,9.0,1.0,0.0,2.0,True
ws-10982,3.0,0.0,0.0,0.0,False
LPT-11183,6.0,2.0,2.0,0.0,False
LPT-10811,13.0,3.0,3.0,4.0,True
WS-10531,3.0,1.0,0.0,3.0,True
LPT-10563,5.0,0.0,0.0,2.0,True
WS_10737,1.0,1.0,0.0,0.0,False
lpt-11085,1.0,0.0,1.0,0.0,False
VDR-12190,6.0,1.0,0.0,0.0,True
LPT-11656,5.0,1.0,1.0,2.0,True
VDR-12148,9.0,4.0,0.0,3.0,True
LPT-10065,13.0,5.0,1.0,4.0,True
vdr-10019,2.0,0.0,0.0,0.0,False
lpt-11138,5.0,2.0,1.0,0.0,False
VDR-10396.corp.local,1.0,0.0,1.0,0.0,False
VDR-11008.corp.local,2.0,0.0,0.0,0.0,False
WS-10725,8.0,3.0,0.0,1.0,True
VDR_11327,1.0,0.0,0.0,0.0,False
VDR_12776,1.0,1.0,0.0,0.0,False
LPT-12697,9.0,1.0,3.0,2.0,True
LPT-10525,4.0,0.0,1.0,1.0,True
VDR-10147,10.0,2.0,1.0,1.0,False
vdr-12384,2.0,0.0,0.0,0.0,False
VDR-11846,7.0,3.0,1.0,4.0,True
VDR-10528,10.0,1.0,0.0,5.0,False
LPT-11181.corp.local,2.0,0.0,1.0,0.0,False
WS-10313.corp.local,3.0,0.0,0.0,0.0,False
LPT-10671.corp.local,1.0,0.0,0.0,0.0,False
WS_12368,1.0,1.0,0.0,0.0,False
vdr-10012,2.0,0.0,0.0,0.0,False
vdr-12543,1.0,0.0,1.0,0.0,False
VDR_12979,1.0,0.0,0.0,0.0,False
VDR-11610.,0.0,0.0,0.0,0.0,True
WS-10288,11.0,2.0,2.0,3.0,True
VDR-10795.corp.local,2.0,0.0,0.0,0.0,False
VDR-10299.corp.local,1.0,1.0,0.0,0.0,False
lpt-11950,4.0,0.0,0.0,0.0,False
LPT_11184,1.0,0.0,0.0,0.0,False
WS-11309.corp.local,2.0,0.0,0.0,0.0,False
WS-12728.corp.local,2.0,1.0,0.0,0.0,False
LPT-12383,6.0,1.0,1.0,2.0,True
VDR-10585,6.0,1.0,1.0,4.0,True
WS-10938.corp.local,1.0,0.0,0.0,0.0,False
WS-11839.corp.local,1.0,0.0,1.0,0.0,False
VDR-10342,9.0,2.0,1.0,2.0,True
LPT-12635,9.0,3.0,1.0,5.0,True
VDR-10031,12.0,1.0,1.0,4.0,True
VDR-10799.corp.local,1.0,0.0,0.0,0.0,False
lpt-11131,2.0,0.0,0.0,0.0,False
lpt-12507,3.0,1.0,1.0,0.0,False
ws-10178,2.0,0.0,1.0,0.0,False
WS-11975,3.0,0.0,0.0,2.0,True
VDR_11388,1.0,0.0,0.0,0.0,False
WS-10979,8.0,2.0,1.0,1.0,True
LPT-11736,5.0,1.0,2.0,3.0,True
VDR-12757.corp.local,1.0,0.0,0.0,0.0,False
WS-10241,0.0,0.0,0.0,1.0,True
WS_12913,1.0,1.0,1.0,0.0,False
ws-11994,1.0,1.0,0.0,0.0,False
lpt-12990,1.0,0.0,1.0,0.0,False
WS-10868,4.0,1.0,0.0,4.0,False
LPT_11745,1.0,0.0,0.0,0.0,False
LPT-11484.corp.local,2.0,0.0,0.0,0.0,False
vdr-11969,3.0,1.0,0.0,0.0,False
WS-12661,5.0,0.0,0.0,0.0,True
LPT-10106.corp.local,1.0,0.0,0.0,0.0,False
ws-10201,2.0,1.0,0.0,0.0,False
LPT-12951,7.0,0.0,0.0,2.0,True
WS-10412,6.0,1.0,0.0,1.0,True
VDR-12956.,0.0,0.0,0.0,0.0,True
LPT-11981,6.0,3.0,0.0,1.0,True
VDR-10038.corp.local,1.0,0.0,0.0,0.0,False
WS-10137,5.0,0.0,0.0,4.0,True
WS-11172,9.0,3.0,0.0,5.0,True
VDR_12480,1.0,1.0,0.0,0.0,False
VDR-10519.corp.local,1.0,0.0,0.0,0.0,False
WS_12401,1.0,0.0,0.0,0.0,False
WS-10806,7.0,1.0,0.0,5.0,True
LPT-10112,5.0,1.0,0.0,6.0,True
LPT-12741,5.0,2.0,0.0,1.0,True
LPT_10250,2.0,0.0,0.0,0.0,False
WS_12671,1.0,0.0,0.0,0.0,False
VDR_10688,1.0,0.0,0.0,0.0,False
LPT-11270,8.0,3.0,1.0,1.0,True
VDR-11771.corp.local,4.0,1.0,0.0,0.0,False
LPT_11489,1.0,0.0,0.0,0.0,False
ws-10043,2.0,0.0,1.0,0.0,False
VDR-10299,2.0,0.0,0.0,2.0,True
LPT-11452.corp.local,1.0,0.0,1.0,0.0,False
LPT-11432,4.0,1.0,1.0,4.0,True
LPT-12612,11.0,1.0,2.0,1.0,True
VDR-12384.corp.local,1.0,0.0,0.0,0.0,False
VDR_12332,1.0,1.0,0.0,0.0,False
vdr-10203,2.0,0.0,0.0,0.0,False
LPT-12641,11.0,1.0,2.0,2.0,True
VDR-11892,5.0,2.0,0.0,2.0,True
LPT-11726.corp.local,1.0,1.0,0.0,0.0,False
vdr-12490,3.0,0.0,0.0,0.0,False
vdr-12567,3.0,1.0,0.0,0.0,False
vdr-12857,1.0,0.0,1.0,0.0,False
WS_11141,2.0,0.0,0.0,0.0,False
LPT_10821,1.0,1.0,0.0,0.0,False
WS_12246,1.0,0.0,0.0,0.0,False
VDR-11729.corp.local,1.0,0.0,0.0,0.0,False
WS_11924,1.0,1.0,0.0,0.0,False
VDR-10362,6.0,1.0,0.0,1.0,True
vdr-10267,2.0,2.0,0.0,0.0,False
LPT-10229.corp.local,2.0,0.0,0.0,0.0,False
