entity_id,entity_type,hypothesis,traceone_risk_score,confidence_score,supporting_signals,counter_evidence,limitations
VDR_11237,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-10423,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,79.26,0.725,"Net:31.25, Ep:10.42, Vol:37.6",NONE_OBSERVED,"Observed events: 16, Managed: True"
LPT_11294,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-12820.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-10850,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS_11957,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-11878.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,11.58,0.12,"Net:5.62, Ep:0.0, Vol:5.96",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
VDR_10462,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
ws-10749,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-12047,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,80.19,0.545,"Net:28.1, Ep:10.42, Vol:41.68",LOW_TIMESTAMP_QUALITY,"Observed events: 16, Managed: True"
WS-10397.,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.03,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY,"Observed events: 0, Managed: True"
LPT-11116.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,5.9,0.09,"Net:5.62, Ep:0.0, Vol:0.28",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
lpt-12372,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-12813,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-10554,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,57.84,0.5867,"Net:16.86, Ep:16.66, Vol:24.31",LOW_TIMESTAMP_QUALITY; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 12, Managed: True"
ws-11261,HOST,NO_ACTIONABLE_HYPOTHESIS,13.18,0.12,"Net:8.33, Ep:0.0, Vol:4.85",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
VDR_12148,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-10935,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-10365,HOST,NO_ACTIONABLE_HYPOTHESIS,51.29,0.7536,"Net:8.33, Ep:33.33, Vol:9.63",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 14, Managed: True"
vdr-10231,HOST,NO_ACTIONABLE_HYPOTHESIS,49.43,0.21,"Net:33.33, Ep:0.0, Vol:16.1",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 6, Managed: False"
LPT-12829,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,83.34,0.33,"Net:41.66, Ep:0.0, Vol:41.68",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY,"Observed events: 14, Managed: True"
LPT_12993,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
ws-12037,HOST,NO_ACTIONABLE_HYPOTHESIS,8.34,0.12,"Net:0.0, Ep:0.0, Vol:8.34",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
LPT_11511,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-10724.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-12403,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.5533,"Net:49.99, Ep:49.99, Vol:50.01",LOW_TIMESTAMP_QUALITY; UNMANAGED_HOST_CONTEXT,"Observed events: 18, Managed: False"
ws-10979,HOST,NO_ACTIONABLE_HYPOTHESIS,5.46,0.12,"Net:0.0, Ep:0.0, Vol:5.46",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
LPT-11060,HOST,NO_ACTIONABLE_HYPOTHESIS,26.18,0.7432,"Net:16.86, Ep:0.0, Vol:9.32",NONE_OBSERVED,"Observed events: 11, Managed: True"
lpt-12323,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-12855.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,17.07,0.12,"Net:8.33, Ep:0.0, Vol:8.74",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
vdr-12017,HOST,NO_ACTIONABLE_HYPOTHESIS,27.71,0.15,"Net:16.66, Ep:0.0, Vol:11.05",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 4, Managed: False"
vdr-11718,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
ws-12853,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-12509.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
vdr-11378,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.09,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
VDR_11375,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-11986,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,87.22,0.5291,"Net:35.13, Ep:10.42, Vol:41.68",LOW_TIMESTAMP_QUALITY,"Observed events: 22, Managed: True"
WS-11154.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-11443,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.5836,"Net:21.08, Ep:41.66, Vol:41.68",LOW_TIMESTAMP_QUALITY,"Observed events: 22, Managed: True"
VDR-11935,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.775,"Net:42.15, Ep:49.99, Vol:38.61",NONE_OBSERVED,"Observed events: 16, Managed: True"
WS_10610,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
ws-11079,HOST,NO_ACTIONABLE_HYPOTHESIS,10.96,0.09,"Net:8.33, Ep:0.0, Vol:2.63",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
WS_12790,HOST,NO_ACTIONABLE_HYPOTHESIS,6.75,0.12,"Net:0.0, Ep:0.0, Vol:6.75",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
WS_11516,HOST,NO_ACTIONABLE_HYPOTHESIS,1.0,0.09,"Net:0.0, Ep:0.0, Vol:1.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
lpt-10104,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
ws-10845,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-10355,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY,60.67,0.8,"Net:11.24, Ep:33.33, Vol:16.1",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 16, Managed: True"
lpt-11679,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-12715,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,76.8,0.4815,"Net:35.13, Ep:0.0, Vol:41.68",LOW_TIMESTAMP_QUALITY; UNMANAGED_HOST_CONTEXT,"Observed events: 13, Managed: False"
ws-11437,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-11041.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
vdr-11266,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-12162.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-11273.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-10312,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,87.22,0.58,"Net:35.13, Ep:10.42, Vol:41.68",LOW_TIMESTAMP_QUALITY,"Observed events: 15, Managed: True"
vdr-10838,HOST,NO_ACTIONABLE_HYPOTHESIS,10.16,0.09,"Net:5.62, Ep:0.0, Vol:4.54",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
LPT-11792,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,75.06,0.58,"Net:41.66, Ep:0.0, Vol:33.4",LOW_TIMESTAMP_QUALITY,"Observed events: 15, Managed: True"
vdr-11095,HOST,NO_ACTIONABLE_HYPOTHESIS,1.02,0.09,"Net:0.0, Ep:0.0, Vol:1.02",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
vdr-11345,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
ws-10184,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-10091.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-10842.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-10752,HOST,NO_ACTIONABLE_HYPOTHESIS,0.98,0.09,"Net:0.0, Ep:0.0, Vol:0.98",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
LPT_10719,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR_12896,HOST,NO_ACTIONABLE_HYPOTHESIS,6.15,0.09,"Net:0.0, Ep:0.0, Vol:6.15",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
VDR-12279.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-12097.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,13.76,0.12,"Net:8.33, Ep:0.0, Vol:5.43",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
ws-12988,HOST,NO_ACTIONABLE_HYPOTHESIS,9.46,0.09,"Net:8.33, Ep:0.0, Vol:1.13",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
WS-10610.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
vdr-11128,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS_10213,HOST,NO_ACTIONABLE_HYPOTHESIS,8.68,0.09,"Net:8.33, Ep:0.0, Vol:0.35",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
LPT-11015.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.06,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
ws-12518,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.09,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
LPT-10560,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.5867,"Net:42.15, Ep:49.99, Vol:34.12",LOW_TIMESTAMP_QUALITY,"Observed events: 12, Managed: True"
LPT-12616.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-10290,HOST,NO_ACTIONABLE_HYPOTHESIS,51.21,0.8019,"Net:5.62, Ep:33.33, Vol:12.26",UNMANAGED_HOST_CONTEXT; UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 13, Managed: False"
LPT-10956,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,66.64,0.5867,"Net:28.1, Ep:0.0, Vol:38.54",LOW_TIMESTAMP_QUALITY,"Observed events: 12, Managed: True"
LPT_11373,HOST,NO_ACTIONABLE_HYPOTHESIS,0.07,0.06,"Net:0.0, Ep:0.0, Vol:0.07",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-11870.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,8.33,0.09,"Net:8.33, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
LPT-11476.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-10686.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT-10944,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.7566,"Net:37.5, Ep:49.99, Vol:44.74",NONE_OBSERVED,"Observed events: 19, Managed: True"
WS-10184,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,53.08,0.7822,"Net:16.66, Ep:16.66, Vol:19.75",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 14, Managed: True"
ws-10865,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
LPT_10909,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
lpt-11800,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-12051,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.6113,"Net:49.99, Ep:49.99, Vol:50.01",LOW_TIMESTAMP_QUALITY,"Observed events: 23, Managed: True"
VDR-12781,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.7614,"Net:33.72, Ep:37.5, Vol:40.83",NONE_OBSERVED,"Observed events: 22, Managed: True"
VDR_11225,HOST,NO_ACTIONABLE_HYPOTHESIS,3.8,0.09,"Net:0.0, Ep:0.0, Vol:3.8",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 2, Managed: False"
WS-12092,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,50.36,0.7712,"Net:25.0, Ep:8.33, Vol:17.03",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 13, Managed: True"
VDR_10917,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
VDR-11694,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,65.39,0.725,"Net:16.66, Ep:33.33, Vol:15.4",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 18, Managed: True"
VDR_10673,HOST,NO_ACTIONABLE_HYPOTHESIS,0.0,0.06,"Net:0.0, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
WS-12009,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY,51.53,0.7383,"Net:11.24, Ep:16.66, Vol:23.62",UNCORROBORATED_SINGLE_DIMENSION,"Observed events: 15, Managed: True"
WS-10436,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY,72.05,0.8,"Net:10.42, Ep:31.25, Vol:30.38",NONE_OBSERVED,"Observed events: 16, Managed: True"
LPT-10985,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,100.0,0.5892,"Net:42.15, Ep:37.5, Vol:50.01",LOW_TIMESTAMP_QUALITY,"Observed events: 26, Managed: True"
WS-10574,HOST,POSSIBLE_SUSPICIOUS_ENDPOINT_ACTIVITY; POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,98.09,0.7404,"Net:20.83, Ep:41.66, Vol:35.6",NONE_OBSERVED,"Observed events: 13, Managed: True"
vdr-10869,HOST,NO_ACTIONABLE_HYPOTHESIS,0.03,0.06,"Net:0.0, Ep:0.0, Vol:0.03",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 1, Managed: False"
ws-10982,HOST,NO_ACTIONABLE_HYPOTHESIS,14.23,0.12,"Net:5.62, Ep:0.0, Vol:8.61",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
WS-10155,HOST,POSSIBLE_ANOMALOUS_NETWORK_TRAFFIC,83.34,0.5042,"Net:41.66, Ep:0.0, Vol:41.68",LOW_TIMESTAMP_QUALITY,"Observed events: 19, Managed: True"
WS-10202.corp.local,HOST,NO_ACTIONABLE_HYPOTHESIS,5.62,0.12,"Net:5.62, Ep:0.0, Vol:0.0",LOW_TIMESTAMP_QUALITY; INSUFFICIENT_BASELINE_HISTORY; UNMANAGED_HOST_CONTEXT,"Observed events: 3, Managed: False"
