sequence_id,entity_id,entity_type,sequence_type,start_time,end_time,duration_seconds,event_count,event_ids,source_datasets,temporal_window_minutes,sequence_confidence,sequence_strength,counter_evidence
SEQ-HST-1493,WS-10063,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-25 23:51:37+00:00,2026-08-26 00:00:00+00:00,503,2,IAM00006227; IAM00003770,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1494,WS-10085,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,0,2,IAM00013110; IAM00013700,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY; IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1495,WS-10119,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-31 23:25:39+00:00,2026-08-31 23:59:27+00:00,2028,2,IAM00005108; IAM00019620,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1496,WS-10134,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-09 00:00:00+00:00,2026-08-09 00:24:29+00:00,1469,2,FW000021765; FW000006926,Firewall,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1497,WS-10190,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-24 00:00:00+00:00,2026-08-24 00:00:00+00:00,0,2,EPA00006706; IAM00017539,IAM; Endpoint,60,0.88,100.0,IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1498,WS-10195,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-24 23:28:54+00:00,2026-08-25 00:00:00+00:00,1866,2,IAM00017662; IAM00012557,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1499,WS-10202,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-08 03:45:35+00:00,2026-08-08 04:43:15+00:00,3460,2,IAM00002280; IAM00002548,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1500,WS-10243,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-08-07 23:10:01+00:00,2026-08-08 00:00:00+00:00,2999,3,IAM00004077; EPA00004996; FW000024020,IAM; Firewall; Endpoint,60,0.92,100.0,NONE_OBSERVED
SEQ-HST-1501,WS-10265,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-09-03 23:47:22+00:00,2026-09-04 00:03:30+00:00,968,2,FW000013764; EPA00005647,Firewall; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1502,WS-10276,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-08-26 23:44:22+00:00,2026-08-27 00:00:00+00:00,938,2,FW000002404; EPA00001940,Firewall; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1503,WS-10281,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-27 00:00:00+00:00,2026-08-27 00:00:00+00:00,0,2,FW000013036; IAM00010313,IAM; Firewall,60,0.88,100.0,IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1504,WS-10288,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-08 01:11:00+00:00,2026-08-08 01:26:09+00:00,909,2,FW000017996; FW000007942,Firewall,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1505,WS-10292,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-20 13:15:01+00:00,2026-08-20 14:07:20+00:00,3139,2,IAM00010640; EPA00007963,IAM; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1506,WS-10301,HOST,CROSS_SOURCE_HOST_CHAIN,2026-09-08 23:32:19+00:00,2026-09-09 00:00:00+00:00,1661,2,IAM00019111; FW000014001,IAM; Firewall,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1507,WS-10305,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-10 19:13:12+00:00,2026-08-10 19:21:51+00:00,519,2,FW000028898; FW000029086,Firewall,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1508,WS-10307,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-08-09 00:00:00+00:00,2026-08-09 00:00:00+00:00,0,2,EPA00002933; FW000016158,Firewall; Endpoint,60,0.88,100.0,IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1509,WS-10317,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-08-07 04:58:09+00:00,2026-08-07 05:04:51+00:00,402,2,FW000024872; EPA00007220,Firewall; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1510,WS-10317,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-23 23:22:44+00:00,2026-08-24 00:00:00+00:00,2236,2,IAM00007519; FW000021399,IAM; Firewall,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1511,WS-10352,HOST,CROSS_SOURCE_HOST_CHAIN,2026-09-09 22:26:21+00:00,2026-09-09 22:32:43+00:00,382,2,IAM00010946; FW000028903,IAM; Firewall,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1512,WS-10367,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-08 00:00:00+00:00,2026-08-08 00:00:00+00:00,0,2,FW000007661; FW000008771,Firewall,60,0.73,75.0,SINGLE_SOURCE_ONLY; IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1513,WS-10370,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-04 00:00:00+00:00,2026-08-04 00:29:06+00:00,1746,2,IAM00009324; FW000018649,IAM; Firewall,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1514,WS-10393,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-14 00:00:00+00:00,2026-08-14 00:00:00+00:00,0,2,IAM00005541; IAM00008505,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY; IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1515,WS-10393,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-25 17:45:26+00:00,2026-08-25 17:57:04+00:00,698,2,IAM00012105; IAM00008032,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1516,WS-10408,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-04 00:00:00+00:00,2026-08-04 00:11:29+00:00,689,2,IAM00001768; IAM00001252,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1517,WS-10408,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,0,2,IAM00007900; IAM00018828,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY; IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1518,WS-10408,HOST,CROSS_SOURCE_HOST_CHAIN,2026-09-03 01:27:31+00:00,2026-09-03 01:53:06+00:00,1535,2,IAM00008992; FW000004522,IAM; Firewall,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1519,WS-10408,HOST,HOST_ACTIVITY_SEQUENCE,2026-09-04 12:10:45+00:00,2026-09-04 12:33:15+00:00,1350,2,IAM00010575; IAM00004553,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1520,WS-10411,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-04 13:07:04+00:00,2026-08-04 13:41:52+00:00,2088,2,IAM00011984; FW000018449,IAM; Firewall,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1521,WS-10413,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-07 23:13:56+00:00,2026-08-08 00:00:00+00:00,2764,2,FW000007985; FW000029742,Firewall,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1522,WS-10432,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-20 14:08:23+00:00,2026-08-20 15:01:00+00:00,3157,2,IAM00001587; EPA00003474,IAM; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1523,WS-10450,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-28 00:00:00+00:00,2026-08-28 01:00:00+00:00,3600,2,FW000010148; IAM00017146,IAM; Firewall,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1524,WS-10467,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-31 23:35:47+00:00,2026-09-01 00:00:00+00:00,1453,2,IAM00001961; FW000003824,IAM; Firewall,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1525,WS-10472,HOST,HOST_ACTIVITY_SEQUENCE,2026-01-09 00:00:00+00:00,2026-01-09 00:00:00+00:00,0,2,IAM00000981; IAM00011897,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY; IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1526,WS-10472,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-02 20:52:03+00:00,2026-08-02 20:52:26+00:00,23,2,IAM00014238; IAM00013796,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1527,WS-10472,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-03 00:00:00+00:00,2026-08-03 00:00:00+00:00,0,2,IAM00013278; IAM00015176,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY; IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1528,WS-10472,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-04 07:06:46+00:00,2026-08-04 08:01:34+00:00,3288,2,IAM00003589; IAM00003883,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1529,WS-10472,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-31 06:34:00+00:00,2026-08-31 07:30:41+00:00,3401,2,IAM00019503; IAM00014040,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1530,WS-10486,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-25 02:51:27+00:00,2026-08-25 02:57:26+00:00,359,2,EPA00000400; EPA00003704,Endpoint,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1531,WS-10500,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-08-15 00:00:00+00:00,2026-08-15 00:00:00+00:00,0,2,EPA00005768; FW000005112,Firewall; Endpoint,60,0.88,100.0,IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1532,WS-10512,HOST,HOST_ACTIVITY_SEQUENCE,2026-09-03 15:43:09+00:00,2026-09-03 16:33:04+00:00,2995,2,FW000000881; FW000006305,Firewall,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1533,WS-10513,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-18 07:20:42+00:00,2026-08-18 08:14:36+00:00,3234,2,EPA00001807; IAM00007194,IAM; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1534,WS-10544,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-08-04 03:15:38+00:00,2026-08-04 03:28:52+00:00,794,2,EPA00001637; FW000014306,Firewall; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1535,WS-10546,HOST,CROSS_SOURCE_HOST_CHAIN,2026-09-02 00:00:00+00:00,2026-09-02 00:00:00+00:00,0,2,EPA00005385; IAM00008132,IAM; Endpoint,60,0.88,100.0,IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1536,WS-10604,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,0,2,EPA00005432; IAM00016586,IAM; Endpoint,60,0.88,100.0,IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1537,WS-10604,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-24 18:37:00+00:00,2026-08-24 19:34:02+00:00,3422,2,FW000005073; FW000000071,Firewall,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1538,WS-10632,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-18 00:00:16+00:00,2026-08-18 00:59:01+00:00,3525,2,IAM00001308; FW000010869,IAM; Firewall,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1539,WS-10632,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-09-04 17:17:56+00:00,2026-09-04 18:16:30+00:00,3514,2,FW000002419; EPA00004149,Firewall; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1540,WS-10695,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-20 00:00:00+00:00,2026-08-20 00:00:00+00:00,0,2,EPA00003035; EPA00003851,Endpoint,60,0.73,75.0,SINGLE_SOURCE_ONLY; IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1541,WS-10696,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-09-09 01:02:06+00:00,2026-09-09 01:31:36+00:00,1770,2,FW000020963; EPA00003922,Firewall; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1542,WS-10699,HOST,CROSS_SOURCE_HOST_CHAIN,2026-09-08 22:10:21+00:00,2026-09-08 23:06:14+00:00,3353,2,IAM00014839; EPA00000224,IAM; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1543,WS-10725,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-08-02 03:46:28+00:00,2026-08-02 04:04:49+00:00,1101,2,FW000026844; EPA00000137,Firewall; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1544,WS-10727,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-14 00:44:33+00:00,2026-08-14 01:18:30+00:00,2037,2,IAM00016013; FW000001744,IAM; Firewall,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1545,WS-10727,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-21 14:05:39+00:00,2026-08-21 15:00:17+00:00,3278,2,EPA00002334; IAM00019321,IAM; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1546,WS-10727,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,0,2,IAM00000350; IAM00004710,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY; IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1547,WS-10727,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-31 00:00:00+00:00,2026-08-31 00:19:49+00:00,1189,2,IAM00010034; IAM00004515,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1548,WS-10727,HOST,HOST_ACTIVITY_SEQUENCE,2026-09-07 23:40:52+00:00,2026-09-08 00:32:23+00:00,3091,2,IAM00011421; IAM00005327,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1549,WS-10746,HOST,HOST_ACTIVITY_SEQUENCE,2026-03-09 00:00:00+00:00,2026-03-09 00:00:00+00:00,0,2,IAM00004357; IAM00009956,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY; IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1550,WS-10746,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-04 09:31:34+00:00,2026-08-04 10:13:29+00:00,2515,2,IAM00000550; IAM00018125,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1551,WS-10746,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-04 23:19:28+00:00,2026-08-05 00:00:00+00:00,2432,2,IAM00013545; IAM00010013,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1552,WS-10746,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-14 23:26:05+00:00,2026-08-15 00:00:00+00:00,2035,2,FW000020655; IAM00003036,IAM; Firewall,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1553,WS-10746,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-17 00:00:00+00:00,2026-08-17 00:00:00+00:00,0,2,IAM00004365; IAM00006770,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY; IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1554,WS-10746,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-21 12:23:37+00:00,2026-08-21 12:56:34+00:00,1977,2,IAM00016129; IAM00018260,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1555,WS-10781,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-16 23:58:00+00:00,2026-08-17 00:00:00+00:00,120,2,FW000001477; IAM00000397,IAM; Firewall,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1556,WS-10781,HOST,HOST_ACTIVITY_SEQUENCE,2026-09-02 04:18:50+00:00,2026-09-02 05:15:57+00:00,3427,2,IAM00003050; IAM00000527,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1557,WS-10784,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-14 00:32:28+00:00,2026-08-14 01:11:00+00:00,2312,2,EPA00004610; IAM00010685,IAM; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1558,WS-10786,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-02 03:30:43+00:00,2026-08-02 04:28:03+00:00,3440,2,FW000018846; IAM00013093,IAM; Firewall,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1559,WS-10803,HOST,CROSS_SOURCE_HOST_CHAIN,2026-11-08 00:00:00+00:00,2026-11-08 00:00:00+00:00,0,2,FW000021441; IAM00002529,IAM; Firewall,60,0.88,100.0,IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1560,WS-10806,HOST,HOST_ACTIVITY_SEQUENCE,2026-09-01 21:34:13+00:00,2026-09-01 21:37:53+00:00,220,2,FW000008880; FW000020749,Firewall,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1561,WS-10812,HOST,CROSS_SOURCE_HOST_CHAIN,2026-07-09 00:00:00+00:00,2026-07-09 00:00:00+00:00,0,2,FW000004489; IAM00018118,IAM; Firewall,60,0.88,100.0,IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1562,WS-10817,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-25 00:00:00+00:00,2026-08-25 00:00:00+00:00,0,2,FW000025353; IAM00010906,IAM; Firewall,60,0.88,100.0,IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1563,WS-10819,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-23 11:38:37+00:00,2026-08-23 11:42:01+00:00,204,2,IAM00003374; FW000004633,IAM; Firewall,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1564,WS-10820,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-08-18 00:00:00+00:00,2026-08-18 00:00:00+00:00,0,2,EPA00006104; FW000013501,Firewall; Endpoint,60,0.88,100.0,IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1565,WS-10824,HOST,HOST_ACTIVITY_SEQUENCE,2026-09-07 14:16:23+00:00,2026-09-07 15:02:27+00:00,2764,2,IAM00000685; IAM00016574,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1566,WS-10849,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-09 18:06:22+00:00,2026-08-09 18:49:22+00:00,2580,2,EPA00005594; IAM00006172,IAM; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1567,WS-10888,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-22 00:00:00+00:00,2026-08-22 00:00:00+00:00,0,2,IAM00014793; IAM00018226,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY; IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1568,WS-10893,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-08-10 05:25:19+00:00,2026-08-10 05:31:20+00:00,361,2,FW000006397; EPA00006246,Firewall; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1569,WS-10895,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-01 09:46:26+00:00,2026-08-01 09:47:19+00:00,53,2,FW000022401; FW000019646,Firewall,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1570,WS-10911,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-07 23:04:24+00:00,2026-08-08 00:00:00+00:00,3336,2,IAM00015888; IAM00011376,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1571,WS-10911,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-08-22 23:02:24+00:00,2026-08-23 00:00:00+00:00,3456,3,FW000017534; EPA00006776; FW000012553,Firewall; Endpoint,60,0.92,100.0,NONE_OBSERVED
SEQ-HST-1572,WS-10928,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-08 05:28:25+00:00,2026-08-08 05:59:44+00:00,1879,2,IAM00016489; FW000005892,IAM; Firewall,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1573,WS-10945,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-08-01 00:00:00+00:00,2026-08-01 00:47:59+00:00,2879,3,EPA00000626; FW000003876; FW000005061,Firewall; Endpoint,60,0.92,100.0,NONE_OBSERVED
SEQ-HST-1574,WS-10971,HOST,CROSS_SOURCE_HOST_CHAIN,2026-09-05 00:00:00+00:00,2026-09-05 00:00:00+00:00,0,2,FW000004827; IAM00010688,IAM; Firewall,60,0.88,100.0,IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1575,WS-10988,HOST,CROSS_SOURCE_HOST_CHAIN,2026-06-08 00:00:00+00:00,2026-06-08 00:49:00+00:00,2940,3,FW000005087; FW000014618; IAM00012688,IAM; Firewall,60,0.92,100.0,NONE_OBSERVED
SEQ-HST-1576,WS-10999,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-08-09 08:20:10+00:00,2026-08-09 09:07:00+00:00,2810,2,FW000018100; EPA00005843,Firewall; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1577,WS-11006,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-28 00:00:00+00:00,2026-08-28 00:00:00+00:00,0,2,EPA00001364; IAM00002327,IAM; Endpoint,60,0.88,100.0,IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1578,WS-11026,HOST,HOST_ACTIVITY_SEQUENCE,2026-03-09 00:00:00+00:00,2026-03-09 00:00:00+00:00,0,2,IAM00011167; IAM00019786,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY; IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1579,WS-11039,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-28 13:50:05+00:00,2026-08-28 14:16:00+00:00,1555,2,IAM00001517; IAM00016545,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1580,WS-11059,HOST,CROSS_SOURCE_HOST_CHAIN,2026-09-08 08:58:42+00:00,2026-09-08 09:26:00+00:00,1638,2,IAM00015785; EPA00000722,IAM; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1581,WS-11067,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-02 00:00:00+00:00,2026-08-02 00:00:00+00:00,0,2,EPA00003161; EPA00007784,Endpoint,60,0.73,75.0,SINGLE_SOURCE_ONLY; IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1582,WS-11069,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-28 11:16:52+00:00,2026-08-28 12:12:16+00:00,3324,2,FW000021061; FW000024284,Firewall,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1583,WS-11073,HOST,CROSS_SOURCE_HOST_CHAIN,2026-01-08 00:00:00+00:00,2026-01-08 00:00:00+00:00,0,2,FW000020740; IAM00003889,IAM; Firewall,60,0.88,100.0,IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1584,WS-11073,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-10 22:38:36+00:00,2026-08-10 23:22:46+00:00,2650,2,IAM00007606; IAM00012077,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1585,WS-11073,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-13 00:00:00+00:00,2026-08-13 00:38:55+00:00,2335,3,FW000028121; IAM00008015; IAM00001703,IAM; Firewall,60,0.92,100.0,NONE_OBSERVED
SEQ-HST-1586,WS-11073,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-19 00:07:01+00:00,2026-08-19 00:21:41+00:00,880,2,IAM00007795; IAM00011086,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1587,WS-11073,HOST,HOST_ACTIVITY_SEQUENCE,2026-09-01 09:47:29+00:00,2026-09-01 09:59:26+00:00,717,2,IAM00014963; IAM00009458,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1588,WS-11073,HOST,HOST_ACTIVITY_SEQUENCE,2026-09-03 09:20:11+00:00,2026-09-03 09:26:25+00:00,374,2,IAM00014349; IAM00009298,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1589,WS-11073,HOST,HOST_ACTIVITY_SEQUENCE,2026-09-09 06:50:00+00:00,2026-09-09 06:57:47+00:00,467,2,IAM00002660; IAM00012414,IAM,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1590,WS-11168,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-14 03:48:21+00:00,2026-08-14 04:48:17+00:00,3596,2,FW000024223; FW000017517,Firewall,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1591,WS-11192,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-14 08:27:21+00:00,2026-08-14 09:26:40+00:00,3559,2,FW000018113; FW000010112,Firewall,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1592,WS-11194,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-08-12 04:03:47+00:00,2026-08-12 04:47:23+00:00,2616,2,FW000013288; EPA00001365,Firewall; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1593,WS-11211,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-08-29 19:57:00+00:00,2026-08-29 20:35:10+00:00,2290,2,EPA00004435; FW000009449,Firewall; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1594,WS-11211,HOST,CROSS_SOURCE_HOST_CHAIN,2026-09-03 09:25:43+00:00,2026-09-03 09:54:15+00:00,1712,2,IAM00014102; EPA00001040,IAM; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1595,WS-11211,HOST,HOST_ACTIVITY_SEQUENCE,2026-10-08 00:00:00+00:00,2026-10-08 00:00:00+00:00,0,2,FW000003021; FW000017527,Firewall,60,0.73,75.0,SINGLE_SOURCE_ONLY; IDENTICAL_TIMESTAMP_WINDOW
SEQ-HST-1596,WS-11223,HOST,HOST_ACTIVITY_SEQUENCE,2026-08-09 05:55:16+00:00,2026-08-09 06:35:00+00:00,2384,2,FW000020159; FW000014149,Firewall,60,0.73,75.0,SINGLE_SOURCE_ONLY
SEQ-HST-1597,WS-11230,HOST,FIREWALL_DENY_TO_ENDPOINT_ALERT,2026-08-15 10:50:04+00:00,2026-08-15 11:42:57+00:00,3173,2,EPA00004028; FW000020305,Firewall; Endpoint,60,0.88,100.0,NONE_OBSERVED
SEQ-HST-1598,WS-11241,HOST,CROSS_SOURCE_HOST_CHAIN,2026-08-11 00:00:00+00:00,2026-08-11 00:00:00+00:00,0,2,EPA00006980; IAM00013914,IAM; Endpoint,60,0.88,100.0,IDENTICAL_TIMESTAMP_WINDOW
