event_id,event_timestamp,event_type,event_category,user_id,hostname,device_id,session_id,source_ip,destination_ip,department,severity,action,source_dataset,source_record_id,data_quality_status,resolution_confidence
FW000025179,2026-12-08 11:03:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-10109,Unknown,SID237872,Unknown,205.16.244.34,Unknown,Low,ALLOW,Firewall,FW000025179,VALID,PROBABLE
FW000006584,2026-08-16 11:06:34+00:00,TCP_DENY,NETWORK_FLOW,Unknown,LPT-12502,Unknown,sid876831,68.11.192.10,Unknown,Unknown,Low,DENY,Firewall,FW000006584,VALID,PROBABLE
FW000014777,2026-09-03 00:00:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT-11183,Unknown,SID876376,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000014777,VALID,UNMATCHED
FW000028305,2026-08-23 14:16:20+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT-11661,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000028305,VALID,PROBABLE
FW000008036,2026-08-08 00:00:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,lpt-12722,Unknown,SID-902282,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000008036,VALID,UNMATCHED
FW000026718,2026-02-08 00:49:00+00:00,ICMP_ALLOW,NETWORK_FLOW,Unknown,WS-10307.corp.local,Unknown,Unknown,Unknown,135.71.183.246,Unknown,Low,ALLOW,Firewall,FW000026718,VALID,UNMATCHED
FW000019768,2026-09-09 23:11:00+00:00,ICMP_ALLOW,NETWORK_FLOW,Unknown,WS-12987,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000019768,VALID,PROBABLE
FW000007751,2026-08-18 02:34:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT_12457,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000007751,VALID,UNMATCHED
FW000019337,Unknown,UDP_DENY,NETWORK_FLOW,Unknown,WS-12214,Unknown,SID304583,172.16.55.37,Unknown,Unknown,Low,DENY,Firewall,FW000019337,UNKNOWN,PROBABLE
FW000019747,Unknown,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-10919,Unknown,SID235081,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000019747,UNKNOWN,PROBABLE
FW000005350,2026-08-05 21:31:50+00:00,TCP_DENY,NETWORK_FLOW,Unknown,LPT-12743,Unknown,SID-740165,192.168.237.152,Unknown,Unknown,Low,DENY,Firewall,FW000005350,VALID,PROBABLE
FW000024734,2026-09-03 22:27:22+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-10367,Unknown,SID456535,Unknown,10.147.86.0,Unknown,Low,ALLOW,Firewall,FW000024734,VALID,PROBABLE
FW000003455,2026-08-26 00:00:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT-11057,Unknown,SID765746,Unknown,129.189.132.120,Unknown,Low,ALLOW,Firewall,FW000003455,VALID,PROBABLE
FW000028494,2026-08-16 00:00:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT-11027,Unknown,SID-256312,Unknown,40.167.94.176,Unknown,Low,ALLOW,Firewall,FW000028494,VALID,PROBABLE
FW000011064,2026-08-20 14:28:00+00:00,TCP_DENY,NETWORK_FLOW,Unknown,VDR-12330,Unknown,SID453502,Unknown,Unknown,Unknown,Low,DENY,Firewall,FW000011064,VALID,PROBABLE
FW000015143,Unknown,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-12918,Unknown,SID547744,192.168.14.75,Unknown,Unknown,Low,ALLOW,Firewall,FW000015143,UNKNOWN,PROBABLE
FW000029215,Unknown,UDP_ALLOW,NETWORK_FLOW,Unknown,LPT-11185,Unknown,sid648542,118.171.216.217,217.48.140.81,Unknown,Low,ALLOW,Firewall,FW000029215,UNKNOWN,PROBABLE
FW000010754,2026-09-09 17:03:20+00:00,UDP_ALLOW,NETWORK_FLOW,Unknown,Unknown,Unknown,SID939079,108.144.36.127,99.184.206.226,Unknown,Low,ALLOW,Firewall,FW000010754,VALID,PROBABLE
FW000013339,Unknown,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-10873,Unknown,SID815346,Unknown,140.162.44.105,Unknown,High,ALLOW,Firewall,FW000013339,UNKNOWN,PROBABLE
FW000009640,2026-08-27 15:56:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-10942,Unknown,sid417382,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000009640,VALID,PROBABLE
FW000002325,2026-09-03 17:33:12+00:00,ICMP_ALLOW,NETWORK_FLOW,Unknown,LPT-12229,Unknown,Unknown,27.190.20.122,66.63.24.8,Unknown,Low,ALLOW,Firewall,FW000002325,VALID,PROBABLE
FW000011168,2026-09-01 21:24:25+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-11444,Unknown,Unknown,Unknown,172.16.22.80,Unknown,Low,ALLOW,Firewall,FW000011168,VALID,PROBABLE
FW000022390,2026-08-09 01:54:05+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT-12805,Unknown,Unknown,192.168.229.208,11.92.95.127,Unknown,Low,ALLOW,Firewall,FW000022390,VALID,UNMATCHED
FW000003313,2026-08-01 00:00:00+00:00,UDP_DENY,NETWORK_FLOW,Unknown,LPT-12616,Unknown,sid575080,172.16.51.95,172.16.86.176,Unknown,Low,DENY,Firewall,FW000003313,VALID,UNMATCHED
FW000026597,2026-08-18 23:50:34+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-10864,Unknown,Unknown,Unknown,192.168.125.208,Unknown,Low,ALLOW,Firewall,FW000026597,VALID,PROBABLE
FW000007183,2026-08-08 20:36:27+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-11364,Unknown,SID902203,71.74.45.173,Unknown,Unknown,Low,ALLOW,Firewall,FW000007183,VALID,PROBABLE
FW000017712,2026-06-09 06:07:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-10885,Unknown,SID881279,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000017712,VALID,PROBABLE
FW000009809,2026-08-22 00:00:00+00:00,TCP_DENY,NETWORK_FLOW,Unknown,WS-12819,Unknown,SID366447,134.186.242.100,Unknown,Unknown,Low,DENY,Firewall,FW000009809,VALID,PROBABLE
FW000021085,2026-08-02 08:40:49+00:00,ICMP_ALLOW,NETWORK_FLOW,Unknown,VDR-11747,Unknown,Unknown,172.16.145.130,Unknown,Unknown,Low,ALLOW,Firewall,FW000021085,VALID,PROBABLE
FW000016162,2026-08-09 10:07:41+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT-10054,Unknown,Unknown,Unknown,192.168.188.61,Unknown,Low,ALLOW,Firewall,FW000016162,VALID,PROBABLE
FW000024840,2026-09-09 13:07:42+00:00,TCP_DENY,NETWORK_FLOW,Unknown,ws-12518,Unknown,SID334448,192.168.250.233,28.168.215.124,Unknown,Low,DENY,Firewall,FW000024840,VALID,UNMATCHED
FW000022879,2026-08-27 17:06:25+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-11003,Unknown,SID446751,145.196.1.63,192.168.167.142,Unknown,Low,ALLOW,Firewall,FW000022879,VALID,PROBABLE
FW000000023,2026-09-08 05:30:53+00:00,UDP_DENY,NETWORK_FLOW,Unknown,Unknown,Unknown,SID717744,192.168.165.230,Unknown,Unknown,Low,DENY,Firewall,FW000000023,VALID,PROBABLE
FW000020938,2026-08-21 23:55:56+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,ws-12128,Unknown,SID415180,Unknown,192.168.41.20,Unknown,Low,ALLOW,Firewall,FW000020938,VALID,UNMATCHED
FW000000495,Unknown,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-10628,Unknown,SID560406,Unknown,156.194.180.29,Unknown,Low,ALLOW,Firewall,FW000000495,UNKNOWN,PROBABLE
FW000003414,2026-08-29 00:00:00+00:00,UDP_ALLOW,NETWORK_FLOW,Unknown,VDR-11605,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000003414,VALID,UNMATCHED
FW000011577,2026-05-09 18:44:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-10061,Unknown,SID286950,172.16.77.10,118.230.151.187,Unknown,Low,ALLOW,Firewall,FW000011577,VALID,PROBABLE
FW000003981,2026-08-22 06:14:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-11525,Unknown,Unknown,Unknown,127.0.205.202,Unknown,Low,ALLOW,Firewall,FW000003981,VALID,PROBABLE
FW000009544,2026-04-08 19:17:00+00:00,UDP_ALLOW,NETWORK_FLOW,Unknown,LPT-12448,Unknown,SID110742,Unknown,48.22.172.99,Unknown,Low,ALLOW,Firewall,FW000009544,VALID,PROBABLE
FW000024677,2026-08-01 18:41:50+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-10285,Unknown,SID228625,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000024677,VALID,PROBABLE
FW000010775,Unknown,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT-12100,Unknown,sid192704,203.139.123.66,Unknown,Unknown,Low,ALLOW,Firewall,FW000010775,UNKNOWN,PROBABLE
FW000027414,Unknown,UDP_ALLOW,NETWORK_FLOW,Unknown,LPT_12955,Unknown,SID261795,172.16.86.206,Unknown,Unknown,High,ALLOW,Firewall,FW000027414,UNKNOWN,UNMATCHED
FW000020625,2026-09-01 05:20:24+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-12717,Unknown,SID577787,172.16.91.164,172.16.80.29,Unknown,High,ALLOW,Firewall,FW000020625,VALID,PROBABLE
FW000025555,2026-08-08 00:00:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-10514,Unknown,SID193905,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000025555,VALID,PROBABLE
FW000014516,2026-08-18 13:39:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT-12761,Unknown,SID730996,172.16.132.167,192.168.132.193,Unknown,Low,ALLOW,Firewall,FW000014516,VALID,UNMATCHED
FW000022893,2026-08-10 06:40:48+00:00,TCP_DENY,NETWORK_FLOW,Unknown,WS-12422,Unknown,SID706201,Unknown,Unknown,Unknown,Low,DENY,Firewall,FW000022893,VALID,PROBABLE
FW000020910,2026-08-14 00:00:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-12353,Unknown,SID858901,Unknown,192.168.136.1,Unknown,Low,ALLOW,Firewall,FW000020910,VALID,PROBABLE
FW000003196,Unknown,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-11436,Unknown,SID451689,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000003196,UNKNOWN,PROBABLE
FW000023895,2026-08-16 00:00:00+00:00,TCP_DENY,NETWORK_FLOW,Unknown,LPT-12088,Unknown,SID540449,Unknown,Unknown,Unknown,Low,DENY,Firewall,FW000023895,VALID,PROBABLE
FW000008116,2026-08-06 17:36:17+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-11090,Unknown,SID401297,Unknown,172.16.130.31,Unknown,Low,ALLOW,Firewall,FW000008116,VALID,PROBABLE
FW000028014,2026-08-16 03:13:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,lpt-12670,Unknown,SID291860,71.252.153.71,131.123.238.112,Unknown,Low,ALLOW,Firewall,FW000028014,VALID,UNMATCHED
FW000029249,2026-09-02 01:56:26+00:00,ICMP_DENY,NETWORK_FLOW,Unknown,VDR-12154,Unknown,SID986243,148.130.236.181,Unknown,Unknown,Low,DENY,Firewall,FW000029249,VALID,PROBABLE
FW000028815,2026-01-09 00:00:00+00:00,TCP_DENY,NETWORK_FLOW,Unknown,LPT-11259,Unknown,SID276254,117.103.209.239,Unknown,Unknown,Low,DENY,Firewall,FW000028815,VALID,UNMATCHED
FW000004370,2026-01-08 00:00:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,vdr-12282,Unknown,Unknown,192.168.232.133,192.168.150.138,Unknown,Low,ALLOW,Firewall,FW000004370,VALID,UNMATCHED
FW000007249,2026-08-30 00:00:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT-10702,Unknown,sid740115,Unknown,192.168.139.148,Unknown,Low,ALLOW,Firewall,FW000007249,VALID,UNMATCHED
FW000011214,2026-08-17 07:59:00+00:00,TCP_DENY,NETWORK_FLOW,Unknown,WS-12576,Unknown,sid462504,Unknown,108.85.33.165,Unknown,Low,DENY,Firewall,FW000011214,VALID,PROBABLE
FW000013190,2026-08-24 05:40:23+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-11087,Unknown,SID436842,Unknown,170.70.146.24,Unknown,High,ALLOW,Firewall,FW000013190,VALID,PROBABLE
FW000022826,2026-08-03 20:58:48+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT-10275,Unknown,SID681743,192.168.142.70,192.168.120.154,Unknown,Low,ALLOW,Firewall,FW000022826,VALID,UNMATCHED
FW000018675,2026-08-09 00:00:00+00:00,UDP_ALLOW,NETWORK_FLOW,Unknown,WS-12192,Unknown,sid339652,172.16.66.6,20.80.244.77,Unknown,Low,ALLOW,Firewall,FW000018675,VALID,PROBABLE
FW000005354,2026-04-08 00:00:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,vdr-10007,Unknown,SID102976,192.168.226.172,37.185.200.218,Unknown,Low,ALLOW,Firewall,FW000005354,VALID,UNMATCHED
FW000012546,2026-08-03 10:16:59+00:00,UDP_ALLOW,NETWORK_FLOW,Unknown,VDR-10314,Unknown,SID946191,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000012546,VALID,PROBABLE
FW000019488,2026-03-08 00:00:00+00:00,TCP_DENY,NETWORK_FLOW,Unknown,VDR-12480,Unknown,SID912628,Unknown,192.168.123.82,Unknown,Low,DENY,Firewall,FW000019488,VALID,UNMATCHED
FW000014599,2026-08-16 04:54:22+00:00,TCP_DENY,NETWORK_FLOW,Unknown,VDR-12777,Unknown,SID938260,Unknown,171.153.92.202,Unknown,Low,DENY,Firewall,FW000014599,VALID,PROBABLE
FW000000795,2026-08-09 19:09:33+00:00,TCP_DENY,NETWORK_FLOW,Unknown,VDR-12976,Unknown,SID353090,Unknown,Unknown,Unknown,Low,DENY,Firewall,FW000000795,VALID,UNMATCHED
FW000011938,Unknown,TCP_DENY,NETWORK_FLOW,Unknown,VDR-11328,Unknown,sid257758,Unknown,192.168.130.135,Unknown,Low,DENY,Firewall,FW000011938,UNKNOWN,PROBABLE
FW000029050,2026-08-07 12:30:40+00:00,TCP_DENY,NETWORK_FLOW,Unknown,LPT_12524,Unknown,sid359524,172.16.218.105,172.16.180.227,Unknown,Low,DENY,Firewall,FW000029050,VALID,UNMATCHED
FW000006662,2026-06-08 19:58:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-10783,Unknown,SID279275,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000006662,VALID,PROBABLE
FW000019326,2026-01-09 00:00:00+00:00,UDP_ALLOW,NETWORK_FLOW,Unknown,WS-10009,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000019326,VALID,PROBABLE
FW000021197,2026-08-09 13:14:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-12422,Unknown,Unknown,Unknown,Unknown,Unknown,High,ALLOW,Firewall,FW000021197,VALID,PROBABLE
FW000022089,2026-09-05 05:23:39+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,Unknown,Unknown,SID240370,Unknown,192.140.177.236,Unknown,Low,ALLOW,Firewall,FW000022089,VALID,PROBABLE
FW000003043,2026-08-09 00:26:36+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,Unknown,Unknown,SID848336,192.168.161.4,Unknown,Unknown,High,ALLOW,Firewall,FW000003043,VALID,PROBABLE
FW000014605,2026-08-03 21:33:59+00:00,ICMP_ALLOW,NETWORK_FLOW,Unknown,LPT-12024,Unknown,SID289029,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000014605,VALID,PROBABLE
FW000007636,2026-01-09 15:44:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT-11321,Unknown,Unknown,183.222.186.47,Unknown,Unknown,Low,ALLOW,Firewall,FW000007636,VALID,PROBABLE
FW000019753,2026-08-15 04:27:17+00:00,UDP_ALLOW,NETWORK_FLOW,Unknown,VDR_10571,Unknown,SID631047,Unknown,84.61.115.115,Unknown,Low,ALLOW,Firewall,FW000019753,VALID,UNMATCHED
FW000017658,2026-08-12 00:00:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,ws-12084,Unknown,sid278866,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000017658,VALID,UNMATCHED
FW000028402,2026-03-09 12:56:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT-10101,Unknown,SID563432,172.16.42.66,Unknown,Unknown,Low,ALLOW,Firewall,FW000028402,VALID,PROBABLE
FW000021350,Unknown,TCP_ALLOW,NETWORK_FLOW,Unknown,vdr-10492,Unknown,SID407153,38.116.90.27,44.181.134.2,Unknown,Low,ALLOW,Firewall,FW000021350,UNKNOWN,UNMATCHED
FW000007387,2026-08-29 00:32:19+00:00,UDP_ALLOW,NETWORK_FLOW,Unknown,lpt-12069,Unknown,SID141362,Unknown,172.16.93.224,Unknown,Low,ALLOW,Firewall,FW000007387,VALID,UNMATCHED
FW000028049,2026-08-12 10:50:39+00:00,UDP_DENY,NETWORK_FLOW,Unknown,VDR-11652,Unknown,SID536432,10.7.99.0,Unknown,Unknown,Low,DENY,Firewall,FW000028049,VALID,PROBABLE
FW000023522,2026-09-01 12:52:45+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-11203,Unknown,Unknown,172.16.148.68,70.50.224.109,Unknown,Low,ALLOW,Firewall,FW000023522,VALID,PROBABLE
FW000010073,2026-08-16 11:11:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-12952,Unknown,SID309411,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000010073,VALID,PROBABLE
FW000011574,2026-09-01 01:47:28+00:00,ICMP_ALLOW,NETWORK_FLOW,Unknown,ws-11120,Unknown,SID505719,192.168.206.229,Unknown,Unknown,Low,ALLOW,Firewall,FW000011574,VALID,UNMATCHED
FW000011554,2026-08-23 02:42:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-11940,Unknown,SID463094,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000011554,VALID,PROBABLE
FW000007332,2026-08-27 10:08:57+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,Unknown,Unknown,SID423348,Unknown,10.33.232.0,Unknown,Low,ALLOW,Firewall,FW000007332,VALID,PROBABLE
FW000005272,2026-08-02 13:10:48+00:00,TCP_DENY,NETWORK_FLOW,Unknown,WS-12385,Unknown,SID231217,172.16.88.20,172.16.91.236,Unknown,Low,DENY,Firewall,FW000005272,VALID,PROBABLE
FW000000276,2026-09-01 08:10:31+00:00,UDP_ALLOW,NETWORK_FLOW,Unknown,LPT-12621.corp.local,Unknown,SID370074,172.16.71.82,Unknown,Unknown,Low,ALLOW,Firewall,FW000000276,VALID,UNMATCHED
FW000014135,2026-08-17 11:03:50+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,Unknown,Unknown,SID935372,172.16.184.151,Unknown,Unknown,Low,ALLOW,Firewall,FW000014135,VALID,PROBABLE
FW000006612,2026-09-08 23:08:55+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,Unknown,Unknown,SID586638,192.168.37.92,137.172.85.237,Unknown,Low,ALLOW,Firewall,FW000006612,VALID,PROBABLE
FW000029866,2026-08-06 03:51:33+00:00,UDP_DENY,NETWORK_FLOW,Unknown,Unknown,Unknown,SID381030,Unknown,122.97.207.127,Unknown,Low,DENY,Firewall,FW000029866,VALID,PROBABLE
FW000003076,Unknown,TCP_ALLOW,NETWORK_FLOW,Unknown,lpt-10753,Unknown,SID674423,Unknown,65.67.150.101,Unknown,Low,ALLOW,Firewall,FW000003076,UNKNOWN,UNMATCHED
FW000017403,2026-08-01 17:13:24+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-10113,Unknown,SID854431,172.16.77.132,Unknown,Unknown,Low,ALLOW,Firewall,FW000017403,VALID,UNMATCHED
FW000007900,2026-08-09 15:35:43+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,ws-12371,Unknown,SID-196525,172.16.185.118,102.92.24.253,Unknown,Low,ALLOW,Firewall,FW000007900,VALID,UNMATCHED
FW000019069,2026-08-10 08:15:38+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-12020,Unknown,SID876073,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000019069,VALID,PROBABLE
FW000021654,2026-11-08 08:51:00+00:00,UDP_DENY,NETWORK_FLOW,Unknown,WS-11269,Unknown,SID251939,10.219.12.0,Unknown,Unknown,Low,DENY,Firewall,FW000021654,VALID,PROBABLE
FW000012590,2026-08-28 14:22:18+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-10848,Unknown,sid709991,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000012590,VALID,PROBABLE
FW000027896,2026-08-16 00:23:10+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,vdr-10792,Unknown,SID995596,172.16.32.54,Unknown,Unknown,Low,ALLOW,Firewall,FW000027896,VALID,UNMATCHED
FW000001887,Unknown,ICMP_DENY,NETWORK_FLOW,Unknown,LPT-11825,Unknown,SID710778,10.60.82.0,172.16.24.12,Unknown,Low,DENY,Firewall,FW000001887,UNKNOWN,UNMATCHED
FW000006830,2026-08-02 00:00:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-12623,Unknown,SID787907,Unknown,62.204.28.37,Unknown,Low,ALLOW,Firewall,FW000006830,VALID,PROBABLE
FW000022768,2026-05-09 00:00:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,lpt-11788,Unknown,SID298111,172.16.105.244,Unknown,Unknown,Low,ALLOW,Firewall,FW000022768,VALID,UNMATCHED
FW000004177,2026-08-15 00:00:00+00:00,UDP_ALLOW,NETWORK_FLOW,Unknown,LPT-11568.corp.local,Unknown,SID638366,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000004177,VALID,UNMATCHED
FW000002854,2026-08-02 10:07:49+00:00,UDP_DENY,NETWORK_FLOW,Unknown,WS-11352.corp.local,Unknown,SID634287,172.16.113.203,Unknown,Unknown,Low,DENY,Firewall,FW000002854,VALID,UNMATCHED
FW000016109,2026-08-22 15:42:08+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT-10331,Unknown,SID404875,Unknown,192.168.3.58,Unknown,Low,ALLOW,Firewall,FW000016109,VALID,PROBABLE
FW000014036,Unknown,TCP_ALLOW,NETWORK_FLOW,Unknown,vdr-11493,Unknown,Unknown,172.16.108.72,192.168.235.109,Unknown,Low,ALLOW,Firewall,FW000014036,UNKNOWN,UNMATCHED
FW000010347,Unknown,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-11406,Unknown,SID256815,Unknown,56.19.36.2,Unknown,High,ALLOW,Firewall,FW000010347,UNKNOWN,PROBABLE
FW000016562,2026-09-05 00:00:00+00:00,UDP_ALLOW,NETWORK_FLOW,Unknown,LPT-10682.corp.local,Unknown,SID192072,136.1.19.104,103.73.245.89,Unknown,High,ALLOW,Firewall,FW000016562,VALID,UNMATCHED
FW000016353,2026-08-04 06:09:05+00:00,TCP_DENY,NETWORK_FLOW,Unknown,WS-12581,Unknown,SID-116685,Unknown,Unknown,Unknown,Low,DENY,Firewall,FW000016353,VALID,PROBABLE
FW000011885,2026-09-06 16:31:38+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-10930,Unknown,SID787591,Unknown,172.16.77.44,Unknown,Low,ALLOW,Firewall,FW000011885,VALID,PROBABLE
FW000009024,Unknown,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT-10141,Unknown,SID865119,Unknown,Unknown,Unknown,High,ALLOW,Firewall,FW000009024,UNKNOWN,PROBABLE
FW000025556,2026-01-09 00:00:00+00:00,UDP_ALLOW,NETWORK_FLOW,Unknown,VDR-11642,Unknown,SID175998,212.90.52.171,Unknown,Unknown,Low,ALLOW,Firewall,FW000025556,VALID,PROBABLE
FW000010237,2026-08-11 07:25:30+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-12439,Unknown,Unknown,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000010237,VALID,PROBABLE
FW000018883,2026-08-16 00:00:00+00:00,TCP_DENY,NETWORK_FLOW,Unknown,WS-11715,Unknown,SID138735,Unknown,192.168.118.206,Unknown,Low,DENY,Firewall,FW000018883,VALID,PROBABLE
FW000002454,Unknown,UDP_ALLOW,NETWORK_FLOW,Unknown,VDR-11214,Unknown,SID194642,Unknown,110.232.80.191,Unknown,Low,ALLOW,Firewall,FW000002454,UNKNOWN,PROBABLE
FW000004315,2026-08-16 23:52:59+00:00,TCP_DENY,NETWORK_FLOW,Unknown,ws-11127,Unknown,SID677959,137.135.23.213,Unknown,Unknown,Low,DENY,Firewall,FW000004315,VALID,UNMATCHED
FW000025272,Unknown,UDP_ALLOW,NETWORK_FLOW,Unknown,VDR-12861,Unknown,SID599070,Unknown,74.204.160.72,Unknown,High,ALLOW,Firewall,FW000025272,UNKNOWN,PROBABLE
FW000008077,2026-08-23 11:33:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-10163,Unknown,SID-894057,172.16.206.58,Unknown,Unknown,High,ALLOW,Firewall,FW000008077,VALID,PROBABLE
FW000021625,2026-08-05 01:51:29+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-10774,Unknown,SID711313,172.16.138.74,Unknown,Unknown,High,ALLOW,Firewall,FW000021625,VALID,PROBABLE
FW000025348,Unknown,TCP_ALLOW,NETWORK_FLOW,Unknown,VDR-11032,Unknown,SID570808,Unknown,192.168.136.8,Unknown,Low,ALLOW,Firewall,FW000025348,UNKNOWN,PROBABLE
FW000003516,2026-08-31 07:21:33+00:00,UDP_DENY,NETWORK_FLOW,Unknown,VDR-12210,Unknown,SID778983,192.168.85.6,157.89.40.145,Unknown,Low,DENY,Firewall,FW000003516,VALID,PROBABLE
FW000023360,Unknown,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-11739,Unknown,SID485565,14.191.127.28,61.183.21.192,Unknown,High,ALLOW,Firewall,FW000023360,UNKNOWN,PROBABLE
FW000005768,2026-08-24 12:04:30+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,LPT-10098,Unknown,SID692900,Unknown,Unknown,Unknown,Low,ALLOW,Firewall,FW000005768,VALID,PROBABLE
FW000028547,2026-08-27 14:16:11+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-12363,Unknown,SID845373,Unknown,123.50.131.47,Unknown,Low,ALLOW,Firewall,FW000028547,VALID,PROBABLE
FW000025132,Unknown,TCP_DENY,NETWORK_FLOW,Unknown,VDR-11588,Unknown,SID-123145,Unknown,Unknown,Unknown,Low,DENY,Firewall,FW000025132,UNKNOWN,PROBABLE
FW000000021,2026-09-06 00:00:00+00:00,TCP_ALLOW,NETWORK_FLOW,Unknown,WS-12879,Unknown,SID500966,19.170.102.21,31.247.89.244,Unknown,Low,ALLOW,Firewall,FW000000021,VALID,PROBABLE
