sequence_id,entity_id,entity_type,event_id,source_dataset,source_record_id,event_timestamp,event_category,role_in_sequence
SEQ-USR-2647,Unknown,USER,FW000026143,Firewall,FW000026143,2026-12-08 00:00:00+00:00,NETWORK_FLOW,step_53
SEQ-USR-2647,Unknown,USER,FW000026363,Firewall,FW000026363,2026-12-08 00:00:00+00:00,NETWORK_FLOW,step_54
SEQ-USR-2647,Unknown,USER,FW000026467,Firewall,FW000026467,2026-12-08 00:00:00+00:00,NETWORK_FLOW,step_55
SEQ-USR-2647,Unknown,USER,FW000026637,Firewall,FW000026637,2026-12-08 00:00:00+00:00,NETWORK_FLOW,step_56
SEQ-USR-2647,Unknown,USER,FW000027541,Firewall,FW000027541,2026-12-08 00:00:00+00:00,NETWORK_FLOW,step_57
SEQ-USR-2647,Unknown,USER,FW000027894,Firewall,FW000027894,2026-12-08 00:00:00+00:00,NETWORK_FLOW,step_58
SEQ-USR-2647,Unknown,USER,FW000027911,Firewall,FW000027911,2026-12-08 00:00:00+00:00,NETWORK_FLOW,step_59
SEQ-USR-2647,Unknown,USER,FW000028409,Firewall,FW000028409,2026-12-08 00:00:00+00:00,NETWORK_FLOW,step_60
SEQ-USR-2647,Unknown,USER,FW000029074,Firewall,FW000029074,2026-12-08 00:00:00+00:00,NETWORK_FLOW,step_61
SEQ-USR-2647,Unknown,USER,FW000029907,Firewall,FW000029907,2026-12-08 00:00:00+00:00,NETWORK_FLOW,step_62
SEQ-USR-2647,Unknown,USER,FW000028292,Firewall,FW000028292,2026-12-08 00:02:00+00:00,NETWORK_FLOW,step_63
SEQ-USR-2647,Unknown,USER,FW000000579,Firewall,FW000000579,2026-12-08 00:03:00+00:00,NETWORK_FLOW,step_64
SEQ-USR-2647,Unknown,USER,FW000012964,Firewall,FW000012964,2026-12-08 00:08:00+00:00,NETWORK_FLOW,step_65
SEQ-USR-2647,Unknown,USER,FW000006314,Firewall,FW000006314,2026-12-08 00:38:00+00:00,NETWORK_FLOW,step_66
SEQ-USR-2648,Unknown,USER,FW000006022,Firewall,FW000006022,2026-12-08 01:18:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2648,Unknown,USER,FW000007242,Firewall,FW000007242,2026-12-08 01:36:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2648,Unknown,USER,FW000002033,Firewall,FW000002033,2026-12-08 02:05:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2649,Unknown,USER,FW000007894,Firewall,FW000007894,2026-12-08 02:57:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2649,Unknown,USER,FW000020967,Firewall,FW000020967,2026-12-08 02:58:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2649,Unknown,USER,FW000007845,Firewall,FW000007845,2026-12-08 03:38:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2650,Unknown,USER,FW000015039,Firewall,FW000015039,2026-12-08 04:09:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2650,Unknown,USER,FW000006026,Firewall,FW000006026,2026-12-08 04:30:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2650,Unknown,USER,FW000008052,Firewall,FW000008052,2026-12-08 04:30:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2650,Unknown,USER,FW000019665,Firewall,FW000019665,2026-12-08 04:32:00+00:00,NETWORK_FLOW,step_4
SEQ-USR-2650,Unknown,USER,FW000016179,Firewall,FW000016179,2026-12-08 04:40:00+00:00,NETWORK_FLOW,step_5
SEQ-USR-2651,Unknown,USER,FW000022474,Firewall,FW000022474,2026-12-08 05:42:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2651,Unknown,USER,FW000028549,Firewall,FW000028549,2026-12-08 05:58:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2651,Unknown,USER,FW000006011,Firewall,FW000006011,2026-12-08 06:00:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2652,Unknown,USER,FW000017657,Firewall,FW000017657,2026-12-08 06:59:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2652,Unknown,USER,FW000015929,Firewall,FW000015929,2026-12-08 07:02:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2652,Unknown,USER,FW000010858,Firewall,FW000010858,2026-12-08 07:05:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2653,Unknown,USER,FW000004778,Firewall,FW000004778,2026-12-08 08:16:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2653,Unknown,USER,FW000028628,Firewall,FW000028628,2026-12-08 08:43:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2653,Unknown,USER,FW000011872,Firewall,FW000011872,2026-12-08 09:12:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2654,Unknown,USER,FW000005052,Firewall,FW000005052,2026-12-08 09:19:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2654,Unknown,USER,FW000014487,Firewall,FW000014487,2026-12-08 09:29:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2654,Unknown,USER,FW000010245,Firewall,FW000010245,2026-12-08 09:30:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2654,Unknown,USER,FW000021121,Firewall,FW000021121,2026-12-08 09:30:00+00:00,NETWORK_FLOW,step_4
SEQ-USR-2654,Unknown,USER,FW000019812,Firewall,FW000019812,2026-12-08 09:33:00+00:00,NETWORK_FLOW,step_5
SEQ-USR-2654,Unknown,USER,FW000026845,Firewall,FW000026845,2026-12-08 09:45:00+00:00,NETWORK_FLOW,step_6
SEQ-USR-2654,Unknown,USER,FW000009079,Firewall,FW000009079,2026-12-08 10:04:00+00:00,NETWORK_FLOW,step_7
SEQ-USR-2654,Unknown,USER,FW000005604,Firewall,FW000005604,2026-12-08 10:13:00+00:00,NETWORK_FLOW,step_8
SEQ-USR-2655,Unknown,USER,FW000009164,Firewall,FW000009164,2026-12-08 10:30:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2655,Unknown,USER,FW000020236,Firewall,FW000020236,2026-12-08 10:48:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2655,Unknown,USER,FW000004157,Firewall,FW000004157,2026-12-08 10:51:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2655,Unknown,USER,FW000025179,Firewall,FW000025179,2026-12-08 11:03:00+00:00,NETWORK_FLOW,step_4
SEQ-USR-2655,Unknown,USER,FW000002847,Firewall,FW000002847,2026-12-08 11:05:00+00:00,NETWORK_FLOW,step_5
SEQ-USR-2655,Unknown,USER,FW000013345,Firewall,FW000013345,2026-12-08 11:18:00+00:00,NETWORK_FLOW,step_6
SEQ-USR-2655,Unknown,USER,FW000027871,Firewall,FW000027871,2026-12-08 11:19:00+00:00,NETWORK_FLOW,step_7
SEQ-USR-2656,Unknown,USER,FW000001040,Firewall,FW000001040,2026-12-08 11:44:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2656,Unknown,USER,FW000016311,Firewall,FW000016311,2026-12-08 11:47:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2656,Unknown,USER,FW000029361,Firewall,FW000029361,2026-12-08 11:51:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2656,Unknown,USER,FW000002309,Firewall,FW000002309,2026-12-08 12:00:00+00:00,NETWORK_FLOW,step_4
SEQ-USR-2656,Unknown,USER,FW000007557,Firewall,FW000007557,2026-12-08 12:23:00+00:00,NETWORK_FLOW,step_5
SEQ-USR-2656,Unknown,USER,FW000022744,Firewall,FW000022744,2026-12-08 12:26:00+00:00,NETWORK_FLOW,step_6
SEQ-USR-2656,Unknown,USER,FW000014056,Firewall,FW000014056,2026-12-08 12:33:00+00:00,NETWORK_FLOW,step_7
SEQ-USR-2657,Unknown,USER,FW000002165,Firewall,FW000002165,2026-12-08 12:54:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2657,Unknown,USER,FW000006187,Firewall,FW000006187,2026-12-08 12:57:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2657,Unknown,USER,FW000017961,Firewall,FW000017961,2026-12-08 13:01:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2657,Unknown,USER,FW000014278,Firewall,FW000014278,2026-12-08 13:16:00+00:00,NETWORK_FLOW,step_4
SEQ-USR-2657,Unknown,USER,FW000002175,Firewall,FW000002175,2026-12-08 13:21:00+00:00,NETWORK_FLOW,step_5
SEQ-USR-2657,Unknown,USER,FW000004309,Firewall,FW000004309,2026-12-08 13:26:00+00:00,NETWORK_FLOW,step_6
SEQ-USR-2657,Unknown,USER,FW000027115,Firewall,FW000027115,2026-12-08 13:32:00+00:00,NETWORK_FLOW,step_7
SEQ-USR-2657,Unknown,USER,FW000025223,Firewall,FW000025223,2026-12-08 13:33:00+00:00,NETWORK_FLOW,step_8
SEQ-USR-2657,Unknown,USER,FW000022210,Firewall,FW000022210,2026-12-08 13:37:00+00:00,NETWORK_FLOW,step_9
SEQ-USR-2657,Unknown,USER,FW000020868,Firewall,FW000020868,2026-12-08 13:45:00+00:00,NETWORK_FLOW,step_10
SEQ-USR-2658,Unknown,USER,FW000027167,Firewall,FW000027167,2026-12-08 14:09:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2658,Unknown,USER,FW000026661,Firewall,FW000026661,2026-12-08 14:13:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2658,Unknown,USER,FW000015168,Firewall,FW000015168,2026-12-08 14:15:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2658,Unknown,USER,FW000012606,Firewall,FW000012606,2026-12-08 14:33:00+00:00,NETWORK_FLOW,step_4
SEQ-USR-2658,Unknown,USER,FW000004843,Firewall,FW000004843,2026-12-08 14:40:00+00:00,NETWORK_FLOW,step_5
SEQ-USR-2658,Unknown,USER,FW000014196,Firewall,FW000014196,2026-12-08 14:43:00+00:00,NETWORK_FLOW,step_6
SEQ-USR-2658,Unknown,USER,FW000002641,Firewall,FW000002641,2026-12-08 14:44:00+00:00,NETWORK_FLOW,step_7
SEQ-USR-2658,Unknown,USER,FW000026968,Firewall,FW000026968,2026-12-08 14:56:00+00:00,NETWORK_FLOW,step_8
SEQ-USR-2658,Unknown,USER,FW000022362,Firewall,FW000022362,2026-12-08 15:07:00+00:00,NETWORK_FLOW,step_9
SEQ-USR-2659,Unknown,USER,FW000005008,Firewall,FW000005008,2026-12-08 15:37:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2659,Unknown,USER,FW000014564,Firewall,FW000014564,2026-12-08 15:41:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2659,Unknown,USER,FW000019709,Firewall,FW000019709,2026-12-08 15:45:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2659,Unknown,USER,FW000000862,Firewall,FW000000862,2026-12-08 15:57:00+00:00,NETWORK_FLOW,step_4
SEQ-USR-2659,Unknown,USER,FW000019531,Firewall,FW000019531,2026-12-08 16:02:00+00:00,NETWORK_FLOW,step_5
SEQ-USR-2659,Unknown,USER,FW000017407,Firewall,FW000017407,2026-12-08 16:17:00+00:00,NETWORK_FLOW,step_6
SEQ-USR-2660,Unknown,USER,FW000021800,Firewall,FW000021800,2026-12-08 16:39:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2660,Unknown,USER,FW000002697,Firewall,FW000002697,2026-12-08 16:42:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2660,Unknown,USER,FW000012074,Firewall,FW000012074,2026-12-08 16:48:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2660,Unknown,USER,FW000017801,Firewall,FW000017801,2026-12-08 16:57:00+00:00,NETWORK_FLOW,step_4
SEQ-USR-2660,Unknown,USER,FW000021220,Firewall,FW000021220,2026-12-08 16:57:00+00:00,NETWORK_FLOW,step_5
SEQ-USR-2660,Unknown,USER,FW000019389,Firewall,FW000019389,2026-12-08 17:23:00+00:00,NETWORK_FLOW,step_6
SEQ-USR-2661,Unknown,USER,FW000027516,Firewall,FW000027516,2026-12-08 17:51:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2661,Unknown,USER,FW000028048,Firewall,FW000028048,2026-12-08 17:57:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2661,Unknown,USER,FW000004834,Firewall,FW000004834,2026-12-08 17:59:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2661,Unknown,USER,FW000009292,Firewall,FW000009292,2026-12-08 18:36:00+00:00,NETWORK_FLOW,step_4
SEQ-USR-2662,Unknown,USER,FW000002189,Firewall,FW000002189,2026-12-08 18:53:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2662,Unknown,USER,FW000001279,Firewall,FW000001279,2026-12-08 19:04:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2662,Unknown,USER,FW000004433,Firewall,FW000004433,2026-12-08 19:07:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2662,Unknown,USER,FW000017776,Firewall,FW000017776,2026-12-08 19:16:00+00:00,NETWORK_FLOW,step_4
SEQ-USR-2662,Unknown,USER,FW000017402,Firewall,FW000017402,2026-12-08 19:18:00+00:00,NETWORK_FLOW,step_5
SEQ-USR-2662,Unknown,USER,FW000002872,Firewall,FW000002872,2026-12-08 19:20:00+00:00,NETWORK_FLOW,step_6
SEQ-USR-2662,Unknown,USER,FW000024614,Firewall,FW000024614,2026-12-08 19:30:00+00:00,NETWORK_FLOW,step_7
SEQ-USR-2662,Unknown,USER,FW000025337,Firewall,FW000025337,2026-12-08 19:45:00+00:00,NETWORK_FLOW,step_8
SEQ-USR-2662,Unknown,USER,FW000021334,Firewall,FW000021334,2026-12-08 19:49:00+00:00,NETWORK_FLOW,step_9
SEQ-USR-2663,Unknown,USER,FW000004338,Firewall,FW000004338,2026-12-08 19:54:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2663,Unknown,USER,FW000025252,Firewall,FW000025252,2026-12-08 20:13:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2663,Unknown,USER,FW000008688,Firewall,FW000008688,2026-12-08 20:25:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2663,Unknown,USER,FW000028676,Firewall,FW000028676,2026-12-08 20:32:00+00:00,NETWORK_FLOW,step_4
SEQ-USR-2663,Unknown,USER,FW000027793,Firewall,FW000027793,2026-12-08 20:41:00+00:00,NETWORK_FLOW,step_5
SEQ-USR-2664,Unknown,USER,FW000005246,Firewall,FW000005246,2026-12-08 21:19:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2664,Unknown,USER,FW000018261,Firewall,FW000018261,2026-12-08 21:21:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2664,Unknown,USER,FW000021730,Firewall,FW000021730,2026-12-08 21:21:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2664,Unknown,USER,FW000017809,Firewall,FW000017809,2026-12-08 21:26:00+00:00,NETWORK_FLOW,step_4
SEQ-USR-2664,Unknown,USER,FW000022111,Firewall,FW000022111,2026-12-08 21:30:00+00:00,NETWORK_FLOW,step_5
SEQ-USR-2664,Unknown,USER,FW000011149,Firewall,FW000011149,2026-12-08 21:43:00+00:00,NETWORK_FLOW,step_6
SEQ-USR-2664,Unknown,USER,FW000026158,Firewall,FW000026158,2026-12-08 21:59:00+00:00,NETWORK_FLOW,step_7
SEQ-USR-2664,Unknown,USER,FW000013543,Firewall,FW000013543,2026-12-08 22:02:00+00:00,NETWORK_FLOW,step_8
SEQ-USR-2664,Unknown,USER,FW000010080,Firewall,FW000010080,2026-12-08 22:04:00+00:00,NETWORK_FLOW,step_9
SEQ-USR-2664,Unknown,USER,FW000002709,Firewall,FW000002709,2026-12-08 22:05:00+00:00,NETWORK_FLOW,step_10
SEQ-USR-2664,Unknown,USER,FW000001938,Firewall,FW000001938,2026-12-08 22:14:00+00:00,NETWORK_FLOW,step_11
SEQ-USR-2665,Unknown,USER,FW000014154,Firewall,FW000014154,2026-12-08 22:29:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2665,Unknown,USER,FW000028410,Firewall,FW000028410,2026-12-08 22:30:00+00:00,NETWORK_FLOW,step_2
SEQ-USR-2665,Unknown,USER,FW000013757,Firewall,FW000013757,2026-12-08 22:31:00+00:00,NETWORK_FLOW,step_3
SEQ-USR-2665,Unknown,USER,FW000021506,Firewall,FW000021506,2026-12-08 23:10:00+00:00,NETWORK_FLOW,step_4
SEQ-USR-2665,Unknown,USER,FW000028838,Firewall,FW000028838,2026-12-08 23:11:00+00:00,NETWORK_FLOW,step_5
SEQ-USR-2665,Unknown,USER,FW000012417,Firewall,FW000012417,2026-12-08 23:15:00+00:00,NETWORK_FLOW,step_6
SEQ-USR-2665,Unknown,USER,FW000018784,Firewall,FW000018784,2026-12-08 23:21:00+00:00,NETWORK_FLOW,step_7
SEQ-USR-2665,Unknown,USER,FW000022874,Firewall,FW000022874,2026-12-08 23:26:00+00:00,NETWORK_FLOW,step_8
SEQ-USR-2666,Unknown,USER,FW000010508,Firewall,FW000010508,2026-12-08 23:45:00+00:00,NETWORK_FLOW,step_1
SEQ-USR-2666,Unknown,USER,FW000007719,Firewall,FW000007719,2026-12-08 23:47:00+00:00,NETWORK_FLOW,step_2
SEQ-HST-1000,LPT-10030,HOST,FW000010969,Firewall,FW000010969,2026-08-24 23:20:00+00:00,NETWORK_FLOW,step_1
SEQ-HST-1000,LPT-10030,HOST,FW000029973,Firewall,FW000029973,2026-08-25 00:00:00+00:00,NETWORK_FLOW,step_2
SEQ-HST-1001,LPT-10052,HOST,IAM00006237,IAM,IAM00006237,2026-01-08 00:00:00+00:00,AUTHENTICATION,step_1
SEQ-HST-1001,LPT-10052,HOST,IAM00013121,IAM,IAM00013121,2026-01-08 00:00:00+00:00,AUTHENTICATION,step_2
SEQ-HST-1002,LPT-10052,HOST,IAM00016034,IAM,IAM00016034,2026-08-06 19:21:11+00:00,AUTHENTICATION,step_1
SEQ-HST-1002,LPT-10052,HOST,IAM00013851,IAM,IAM00013851,2026-08-06 19:27:31+00:00,AUTHENTICATION,step_2
SEQ-HST-1003,LPT-10052,HOST,IAM00005723,IAM,IAM00005723,2026-08-08 22:56:00+00:00,AUTHENTICATION,step_1
SEQ-HST-1003,LPT-10052,HOST,IAM00017334,IAM,IAM00017334,2026-08-08 23:39:36+00:00,AUTHENTICATION,step_2
SEQ-HST-1004,LPT-10052,HOST,IAM00008242,IAM,IAM00008242,2026-08-15 00:00:00+00:00,AUTHENTICATION,step_1
SEQ-HST-1004,LPT-10052,HOST,IAM00018134,IAM,IAM00018134,2026-08-15 00:00:00+00:00,AUTHENTICATION,step_2
SEQ-HST-1005,LPT-10052,HOST,IAM00009990,IAM,IAM00009990,2026-08-27 08:11:10+00:00,AUTHENTICATION,step_1
SEQ-HST-1005,LPT-10052,HOST,IAM00010349,IAM,IAM00010349,2026-08-27 09:10:33+00:00,AUTHENTICATION,step_2
SEQ-HST-1006,LPT-10052,HOST,IAM00002178,IAM,IAM00002178,2026-08-31 00:00:00+00:00,AUTHENTICATION,step_1
SEQ-HST-1006,LPT-10052,HOST,IAM00019512,IAM,IAM00019512,2026-08-31 00:00:00+00:00,AUTHENTICATION,step_2
SEQ-HST-1007,LPT-10052,HOST,IAM00003453,IAM,IAM00003453,2026-09-08 15:01:00+00:00,AUTHENTICATION,step_1
SEQ-HST-1007,LPT-10052,HOST,IAM00014320,IAM,IAM00014320,2026-09-08 15:32:53+00:00,AUTHENTICATION,step_2
SEQ-HST-1008,LPT-10092,HOST,FW000026956,Firewall,FW000026956,2026-08-28 07:35:00+00:00,NETWORK_FLOW,step_1
SEQ-HST-1008,LPT-10092,HOST,FW000026361,Firewall,FW000026361,2026-08-28 07:45:59+00:00,NETWORK_FLOW,step_2
SEQ-HST-1009,LPT-10100,HOST,FW000001096,Firewall,FW000001096,2026-08-13 00:00:00+00:00,NETWORK_FLOW,step_1
SEQ-HST-1009,LPT-10100,HOST,IAM00018499,IAM,IAM00018499,2026-08-13 00:00:00+00:00,AUTHENTICATION,step_2
SEQ-HST-1010,LPT-10112,HOST,FW000026690,Firewall,FW000026690,2026-09-04 08:55:33+00:00,NETWORK_FLOW,step_1
SEQ-HST-1010,LPT-10112,HOST,IAM00004826,IAM,IAM00004826,2026-09-04 09:50:09+00:00,AUTHENTICATION,step_2
SEQ-HST-1011,LPT-10125,HOST,IAM00002713,IAM,IAM00002713,2026-08-14 00:00:00+00:00,AUTHENTICATION,step_1
SEQ-HST-1011,LPT-10125,HOST,IAM00000150,IAM,IAM00000150,2026-08-14 00:52:50+00:00,AUTHENTICATION,step_2
SEQ-HST-1012,LPT-10182,HOST,FW000006634,Firewall,FW000006634,2026-08-25 00:00:00+00:00,NETWORK_FLOW,step_1
SEQ-HST-1012,LPT-10182,HOST,FW000022407,Firewall,FW000022407,2026-08-25 00:00:00+00:00,NETWORK_FLOW,step_2
SEQ-HST-1013,LPT-10194,HOST,IAM00013328,IAM,IAM00013328,2026-08-13 23:37:27+00:00,AUTHENTICATION,step_1
SEQ-HST-1013,LPT-10194,HOST,IAM00004776,IAM,IAM00004776,2026-08-14 00:00:00+00:00,AUTHENTICATION,step_2
SEQ-HST-1014,LPT-10194,HOST,IAM00012625,IAM,IAM00012625,2026-08-14 06:33:07+00:00,AUTHENTICATION,step_1
SEQ-HST-1014,LPT-10194,HOST,IAM00009863,IAM,IAM00009863,2026-08-14 07:25:53+00:00,AUTHENTICATION,step_2
SEQ-HST-1015,LPT-10194,HOST,FW000019543,Firewall,FW000019543,2026-08-22 00:00:00+00:00,NETWORK_FLOW,step_1
SEQ-HST-1015,LPT-10194,HOST,IAM00011670,IAM,IAM00011670,2026-08-22 00:00:00+00:00,AUTHENTICATION,step_2
SEQ-HST-1015,LPT-10194,HOST,IAM00014760,IAM,IAM00014760,2026-08-22 00:00:00+00:00,AUTHENTICATION,step_3
SEQ-HST-1016,LPT-10194,HOST,IAM00014165,IAM,IAM00014165,2026-08-24 10:27:06+00:00,AUTHENTICATION,step_1
SEQ-HST-1016,LPT-10194,HOST,IAM00007159,IAM,IAM00007159,2026-08-24 10:28:42+00:00,AUTHENTICATION,step_2
SEQ-HST-1017,LPT-10197,HOST,EPA00003387,Endpoint,EPA00003387,2026-08-16 00:00:00+00:00,ENDPOINT_ALERT,step_1
SEQ-HST-1017,LPT-10197,HOST,FW000016329,Firewall,FW000016329,2026-08-16 00:00:00+00:00,NETWORK_FLOW,step_2
SEQ-HST-1018,LPT-10223,HOST,FW000008498,Firewall,FW000008498,2026-08-28 00:00:00+00:00,NETWORK_FLOW,step_1
SEQ-HST-1018,LPT-10223,HOST,FW000027511,Firewall,FW000027511,2026-08-28 00:16:37+00:00,NETWORK_FLOW,step_2
SEQ-HST-1019,LPT-10271,HOST,FW000005801,Firewall,FW000005801,2026-08-23 00:00:00+00:00,NETWORK_FLOW,step_1
SEQ-HST-1019,LPT-10271,HOST,FW000016757,Firewall,FW000016757,2026-08-23 00:00:00+00:00,NETWORK_FLOW,step_2
SEQ-HST-1020,LPT-10289,HOST,IAM00011864,IAM,IAM00011864,2026-05-08 16:20:00+00:00,AUTHENTICATION,step_1
SEQ-HST-1020,LPT-10289,HOST,IAM00002323,IAM,IAM00002323,2026-05-08 16:59:00+00:00,AUTHENTICATION,step_2
SEQ-HST-1021,LPT-10289,HOST,IAM00002081,IAM,IAM00002081,2026-08-16 00:00:00+00:00,AUTHENTICATION,step_1
SEQ-HST-1021,LPT-10289,HOST,IAM00012786,IAM,IAM00012786,2026-08-16 00:00:00+00:00,AUTHENTICATION,step_2
SEQ-HST-1022,LPT-10289,HOST,IAM00012088,IAM,IAM00012088,2026-08-18 16:05:42+00:00,AUTHENTICATION,step_1
SEQ-HST-1022,LPT-10289,HOST,IAM00009204,IAM,IAM00009204,2026-08-18 16:35:03+00:00,AUTHENTICATION,step_2
SEQ-HST-1023,LPT-10298,HOST,IAM00009776,IAM,IAM00009776,2026-07-08 05:31:00+00:00,AUTHENTICATION,step_1
SEQ-HST-1023,LPT-10298,HOST,IAM00005088,IAM,IAM00005088,2026-07-08 06:29:00+00:00,AUTHENTICATION,step_2
SEQ-HST-1024,LPT-10298,HOST,IAM00010029,IAM,IAM00010029,2026-08-12 00:00:00+00:00,AUTHENTICATION,step_1
SEQ-HST-1024,LPT-10298,HOST,IAM00013316,IAM,IAM00013316,2026-08-12 00:19:01+00:00,AUTHENTICATION,step_2
SEQ-HST-1025,LPT-10298,HOST,IAM00006744,IAM,IAM00006744,2026-08-17 02:42:56+00:00,AUTHENTICATION,step_1
SEQ-HST-1025,LPT-10298,HOST,IAM00004505,IAM,IAM00004505,2026-08-17 03:31:12+00:00,AUTHENTICATION,step_2
SEQ-HST-1026,LPT-10298,HOST,IAM00000523,IAM,IAM00000523,2026-08-27 00:00:00+00:00,AUTHENTICATION,step_1
SEQ-HST-1026,LPT-10298,HOST,IAM00005727,IAM,IAM00005727,2026-08-27 00:00:00+00:00,AUTHENTICATION,step_2
SEQ-HST-1027,LPT-10298,HOST,FW000018960,Firewall,FW000018960,2026-08-31 00:00:00+00:00,NETWORK_FLOW,step_1
SEQ-HST-1027,LPT-10298,HOST,IAM00008303,IAM,IAM00008303,2026-08-31 00:00:00+00:00,AUTHENTICATION,step_2
SEQ-HST-1027,LPT-10298,HOST,IAM00009942,IAM,IAM00009942,2026-08-31 00:00:00+00:00,AUTHENTICATION,step_3
SEQ-HST-1028,LPT-10298,HOST,IAM00001301,IAM,IAM00001301,2026-09-08 20:01:30+00:00,AUTHENTICATION,step_1
SEQ-HST-1028,LPT-10298,HOST,IAM00000932,IAM,IAM00000932,2026-09-08 20:31:00+00:00,AUTHENTICATION,step_2
SEQ-HST-1029,LPT-10304,HOST,FW000008720,Firewall,FW000008720,2026-08-28 00:00:00+00:00,NETWORK_FLOW,step_1
SEQ-HST-1029,LPT-10304,HOST,FW000008814,Firewall,FW000008814,2026-08-28 00:00:00+00:00,NETWORK_FLOW,step_2
SEQ-HST-1030,LPT-10321,HOST,IAM00002841,IAM,IAM00002841,2026-08-15 04:05:31+00:00,AUTHENTICATION,step_1
SEQ-HST-1030,LPT-10321,HOST,IAM00015674,IAM,IAM00015674,2026-08-15 04:11:02+00:00,AUTHENTICATION,step_2
SEQ-HST-1031,LPT-10374,HOST,EPA00002574,Endpoint,EPA00002574,2026-08-09 23:13:48+00:00,ENDPOINT_ALERT,step_1
SEQ-HST-1031,LPT-10374,HOST,FW000017760,Firewall,FW000017760,2026-08-10 00:00:00+00:00,NETWORK_FLOW,step_2
SEQ-HST-1032,LPT-10401,HOST,IAM00009287,IAM,IAM00009287,2026-09-05 19:50:28+00:00,AUTHENTICATION,step_1
SEQ-HST-1032,LPT-10401,HOST,FW000002121,Firewall,FW000002121,2026-09-05 20:27:25+00:00,NETWORK_FLOW,step_2
SEQ-HST-1033,LPT-10426,HOST,IAM00017608,IAM,IAM00017608,2026-08-24 00:10:28+00:00,AUTHENTICATION,step_1
SEQ-HST-1033,LPT-10426,HOST,IAM00003746,IAM,IAM00003746,2026-08-24 01:04:50+00:00,AUTHENTICATION,step_2
SEQ-HST-1034,LPT-10452.corp.local,HOST,FW000014041,Firewall,FW000014041,2026-08-10 23:07:23+00:00,NETWORK_FLOW,step_1
SEQ-HST-1034,LPT-10452.corp.local,HOST,FW000027641,Firewall,FW000027641,2026-08-10 23:52:19+00:00,NETWORK_FLOW,step_2
SEQ-HST-1035,LPT-10459,HOST,IAM00010370,IAM,IAM00010370,2026-08-23 17:36:00+00:00,AUTHENTICATION,step_1
SEQ-HST-1035,LPT-10459,HOST,IAM00015607,IAM,IAM00015607,2026-08-23 18:08:43+00:00,AUTHENTICATION,step_2
SEQ-HST-1036,LPT-10464,HOST,FW000001212,Firewall,FW000001212,2026-08-09 00:00:00+00:00,NETWORK_FLOW,step_1
