entity_id,entity_type,event_id,source_dataset,source_record_id,event_category,event_timestamp,severity,action,data_quality_status,resolution_confidence
LPT-10650,HOST,IAM00011814,IAM,IAM00011814,AUTHENTICATION,2026-09-07 23:51:06,High,OTHER,UNKNOWN,EXACT
VDR-11189,HOST,IAM00016388,IAM,IAM00016388,AUTHENTICATION,2026-08-07 11:08:48,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12119,HOST,IAM00002160,IAM,IAM00002160,AUTHENTICATION,2026-08-16 18:33:00,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10079,HOST,IAM00012373,IAM,IAM00012373,AUTHENTICATION,2026-06-08 00:00:00,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10961,HOST,IAM00012571,IAM,IAM00012571,AUTHENTICATION,2026-08-04 00:00:00,Low,LOGIN_SUCCESS,VALID,EXACT
EMP11992,USER,IAM00008784,IAM,IAM00008784,AUTHENTICATION,2026-08-17 08:14:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP12523,USER,IAM00009341,IAM,IAM00009341,AUTHENTICATION,2026-08-02 23:06:36,Medium,LOGIN_FAILED,VALID,EXACT
WS-10888,HOST,IAM00009758,IAM,IAM00009758,AUTHENTICATION,2026-08-06 15:38:47,High,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP12425,USER,IAM00008530,IAM,IAM00008530,AUTHENTICATION,2026-08-06 06:13:36,Medium,LOGIN_FAILED,VALID,EXACT
WS-10471,HOST,IAM00017268,IAM,IAM00017268,AUTHENTICATION,2026-08-10 09:37:17,Low,LOGIN_FAILED,UNKNOWN,EXACT
WS-10720,HOST,IAM00004917,IAM,IAM00004917,AUTHENTICATION,2026-08-02 23:02:49,High,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11298,USER,IAM00013861,IAM,IAM00013861,AUTHENTICATION,2026-08-22 06:50:08,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12052,HOST,IAM00017775,IAM,IAM00017775,AUTHENTICATION,2026-08-09 17:56:47,Low,LOGIN_FAILED,REPAIRED,EXACT
VDR-10012,HOST,IAM00010968,IAM,IAM00010968,AUTHENTICATION,2026-08-11 13:49:06,Low,LOGIN_FAILED,VALID,EXACT
WS-10722,HOST,IAM00001063,IAM,IAM00001063,AUTHENTICATION,Unknown,Low,LOGIN_FAILED,UNKNOWN,EXACT
LPT-10323,HOST,IAM00005717,IAM,IAM00005717,AUTHENTICATION,2026-08-23 19:50:05,High,LOGIN_FAILED,UNKNOWN,EXACT
LPT-12993,HOST,IAM00019984,IAM,IAM00019984,AUTHENTICATION,2026-08-25 04:40:20,High,OTHER,REPAIRED,EXACT
EMP10598,USER,IAM00011890,IAM,IAM00011890,AUTHENTICATION,2026-08-30 18:16:21,High,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10595,HOST,IAM00005545,IAM,IAM00005545,AUTHENTICATION,Unknown,Medium,OTHER,UNKNOWN,EXACT
EMP10322,USER,IAM00019717,IAM,IAM00019717,AUTHENTICATION,2026-10-08 00:00:00,Medium,LOGIN_FAILED,REPAIRED,EXACT
EMP12546,USER,IAM00006836,IAM,IAM00006836,AUTHENTICATION,2026-09-02 00:08:14,Medium,LOGIN_FAILED,REPAIRED,EXACT
LPT-10375,HOST,IAM00013364,IAM,IAM00013364,AUTHENTICATION,2026-08-17 12:52:34,High,LOGIN_SUCCESS,REPAIRED,EXACT
LPT-10651,HOST,IAM00007258,IAM,IAM00007258,AUTHENTICATION,2026-08-26 11:00:12,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11159,USER,IAM00000988,IAM,IAM00000988,AUTHENTICATION,2026-08-10 18:39:26,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-11305,HOST,IAM00009074,IAM,IAM00009074,AUTHENTICATION,Unknown,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-12516,HOST,IAM00005290,IAM,IAM00005290,AUTHENTICATION,2026-09-02 00:35:09,High,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10795,HOST,IAM00015434,IAM,IAM00015434,AUTHENTICATION,2026-04-09 02:49:00,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10590,HOST,IAM00013502,IAM,IAM00013502,AUTHENTICATION,Unknown,Medium,LOGIN_FAILED,UNKNOWN,EXACT
WS-11336,HOST,IAM00002015,IAM,IAM00002015,AUTHENTICATION,2026-08-27 21:29:24,Low,LOGIN_FAILED,UNKNOWN,EXACT
LPT-11818,HOST,IAM00016485,IAM,IAM00016485,AUTHENTICATION,2026-09-02 15:48:13,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12905,HOST,IAM00008898,IAM,IAM00008898,AUTHENTICATION,2026-08-30 01:30:45,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-11013,HOST,IAM00004522,IAM,IAM00004522,AUTHENTICATION,2026-08-07 01:41:10,Low,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-10576,HOST,IAM00001553,IAM,IAM00001553,AUTHENTICATION,2026-08-31 05:57:20,High,LOGIN_FAILED,UNKNOWN,EXACT
VDR-12692,HOST,IAM00016327,IAM,IAM00016327,AUTHENTICATION,2026-08-25 09:36:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11763,USER,IAM00008477,IAM,IAM00008477,AUTHENTICATION,2026-08-19 08:01:07,High,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10072,HOST,IAM00004415,IAM,IAM00004415,AUTHENTICATION,2026-09-09 01:36:59,Info,LOGIN_FAILED,REPAIRED,EXACT
LPT-10008,HOST,IAM00000570,IAM,IAM00000570,AUTHENTICATION,2026-09-09 00:00:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP12258,USER,IAM00009614,IAM,IAM00009614,AUTHENTICATION,2026-08-24 12:57:06,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11024,USER,IAM00003942,IAM,IAM00003942,AUTHENTICATION,2026-08-29 00:00:00,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
LPT-12471,HOST,IAM00008266,IAM,IAM00008266,AUTHENTICATION,2026-08-09 17:03:00,Info,LOGIN_SUCCESS,IMPUTED,EXACT
EMP10052,USER,IAM00009990,IAM,IAM00009990,AUTHENTICATION,2026-08-27 08:11:10,High,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP12776,USER,IAM00017762,IAM,IAM00017762,AUTHENTICATION,2026-08-20 00:00:00,Low,LOGIN_FAILED,UNKNOWN,EXACT
LPT-10381,HOST,IAM00001053,IAM,IAM00001053,AUTHENTICATION,2026-08-01 18:04:04,Low,LOGIN_FAILED,UNKNOWN,EXACT
EMP12603,USER,IAM00011765,IAM,IAM00011765,AUTHENTICATION,2026-08-14 21:09:20,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-10591,HOST,IAM00011689,IAM,IAM00011689,AUTHENTICATION,Unknown,Low,LOGIN_FAILED,UNKNOWN,EXACT
LPT-11668,HOST,IAM00009233,IAM,IAM00009233,AUTHENTICATION,2026-08-16 09:51:00,Medium,LOGIN_FAILED,REPAIRED,EXACT
VDR-12150,HOST,IAM00010589,IAM,IAM00010589,AUTHENTICATION,2026-05-08 04:13:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12598,HOST,IAM00003076,IAM,IAM00003076,AUTHENTICATION,2026-08-29 05:19:12,High,LOGIN_SUCCESS,IMPUTED,EXACT
EMP10662,USER,IAM00018332,IAM,IAM00018332,AUTHENTICATION,2026-08-15 23:20:00,High,LOGIN_FAILED,UNKNOWN,EXACT
VDR-12526,HOST,IAM00019235,IAM,IAM00019235,AUTHENTICATION,2026-09-02 08:50:36,Low,OTHER,VALID,EXACT
EMP10781,USER,IAM00007296,IAM,IAM00007296,AUTHENTICATION,Unknown,High,OTHER,UNKNOWN,EXACT
EMP12254,USER,IAM00008927,IAM,IAM00008927,AUTHENTICATION,2026-08-01 03:48:22,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11965,HOST,IAM00014763,IAM,IAM00014763,AUTHENTICATION,2026-03-09 01:49:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-12047,HOST,IAM00014399,IAM,IAM00014399,AUTHENTICATION,2026-05-09 02:13:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-12601,HOST,IAM00019922,IAM,IAM00019922,AUTHENTICATION,2026-08-18 00:33:32,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-11419,HOST,IAM00002240,IAM,IAM00002240,AUTHENTICATION,2026-08-21 16:26:30,Medium,LOGIN_FAILED,REPAIRED,EXACT
EMP10517,USER,IAM00019432,IAM,IAM00019432,AUTHENTICATION,Unknown,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-10341,HOST,IAM00005231,IAM,IAM00005231,AUTHENTICATION,2026-08-18 17:11:44,Low,LOGIN_SUCCESS,REPAIRED,EXACT
EMP12851,USER,IAM00002241,IAM,IAM00002241,AUTHENTICATION,2026-09-03 11:42:45,Info,LOGIN_FAILED,IMPUTED,EXACT
VDR-10362,HOST,IAM00018708,IAM,IAM00018708,AUTHENTICATION,Unknown,High,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-12055,HOST,IAM00004481,IAM,IAM00004481,AUTHENTICATION,2026-08-20 00:00:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11329,HOST,IAM00007765,IAM,IAM00007765,AUTHENTICATION,2026-08-18 12:35:01,Medium,OTHER,IMPUTED,EXACT
WS-12830,HOST,IAM00001381,IAM,IAM00001381,AUTHENTICATION,2026-08-08 16:24:00,High,LOGIN_FAILED,VALID,EXACT
WS-11362,HOST,IAM00011088,IAM,IAM00011088,AUTHENTICATION,2026-08-10 19:42:15,Low,LOGIN_FAILED,VALID,EXACT
LPT-12029,HOST,IAM00019527,IAM,IAM00019527,AUTHENTICATION,2026-09-03 05:13:18,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10912,USER,IAM00006508,IAM,IAM00006508,AUTHENTICATION,2026-02-09 20:58:00,High,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-11392,HOST,IAM00010561,IAM,IAM00010561,AUTHENTICATION,2026-08-08 00:09:00,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11062,HOST,IAM00008232,IAM,IAM00008232,AUTHENTICATION,2026-03-09 23:00:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10154,HOST,IAM00011496,IAM,IAM00011496,AUTHENTICATION,2026-08-19 17:33:48,Medium,LOGIN_FAILED,VALID,EXACT
LPT-12475,HOST,IAM00008385,IAM,IAM00008385,AUTHENTICATION,2026-08-04 02:01:13,High,LOGIN_SUCCESS,REPAIRED,EXACT
EMP12096,USER,IAM00019657,IAM,IAM00019657,AUTHENTICATION,2026-08-28 19:48:00,High,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-12552,HOST,IAM00013457,IAM,IAM00013457,AUTHENTICATION,2026-09-01 03:19:23,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10583,HOST,IAM00018197,IAM,IAM00018197,AUTHENTICATION,2026-08-12 08:13:35,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
WS-11987,HOST,IAM00007671,IAM,IAM00007671,AUTHENTICATION,2026-08-25 00:00:00,Medium,LOGIN_FAILED,UNKNOWN,EXACT
LPT-11048,HOST,IAM00003568,IAM,IAM00003568,AUTHENTICATION,2026-08-10 05:44:45,Low,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-12465,HOST,IAM00006979,IAM,IAM00006979,AUTHENTICATION,2026-08-02 20:35:59,Info,LOGIN_FAILED,UNKNOWN,EXACT
LPT-11574,HOST,IAM00011642,IAM,IAM00011642,AUTHENTICATION,2026-08-01 08:06:33,Medium,LOGIN_FAILED,VALID,EXACT
LPT-11158,HOST,IAM00018611,IAM,IAM00018611,AUTHENTICATION,2026-08-20 00:00:00,High,LOGIN_FAILED,UNKNOWN,EXACT
VDR-12126,HOST,IAM00004035,IAM,IAM00004035,AUTHENTICATION,2026-08-15 22:55:16,Low,LOGIN_FAILED,UNKNOWN,EXACT
WS-11952,HOST,IAM00007413,IAM,IAM00007413,AUTHENTICATION,2026-09-03 10:14:19,High,OTHER,UNKNOWN,EXACT
WS-11018,HOST,IAM00013143,IAM,IAM00013143,AUTHENTICATION,2026-07-09 00:00:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10684,HOST,IAM00019951,IAM,IAM00019951,AUTHENTICATION,2026-08-28 02:23:00,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
EMP11360,USER,IAM00011987,IAM,IAM00011987,AUTHENTICATION,Unknown,Medium,LOGIN_FAILED,UNKNOWN,EXACT
EMP11822,USER,IAM00017243,IAM,IAM00017243,AUTHENTICATION,2026-09-03 17:58:44,High,LOGIN_FAILED,VALID,EXACT
EMP10162,USER,IAM00006354,IAM,IAM00006354,AUTHENTICATION,2026-08-29 00:00:00,Medium,LOGIN_FAILED,UNKNOWN,EXACT
LPT-10728,HOST,IAM00002151,IAM,IAM00002151,AUTHENTICATION,2026-06-09 16:06:00,Low,LOGIN_FAILED,UNKNOWN,EXACT
LPT-10842,HOST,IAM00002447,IAM,IAM00002447,AUTHENTICATION,Unknown,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11600,USER,IAM00009573,IAM,IAM00009573,AUTHENTICATION,Unknown,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11965,HOST,IAM00008376,IAM,IAM00008376,AUTHENTICATION,2026-08-14 06:18:34,High,LOGIN_FAILED,UNKNOWN,EXACT
LPT-10705,HOST,IAM00015918,IAM,IAM00015918,AUTHENTICATION,2026-08-11 04:53:41,Low,LOGIN_SUCCESS,VALID,EXACT
EMP11626,USER,IAM00010814,IAM,IAM00010814,AUTHENTICATION,2026-08-13 00:00:00,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
EMP10746,USER,IAM00017232,IAM,IAM00017232,AUTHENTICATION,2026-08-23 01:06:58,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-11932,HOST,IAM00014518,IAM,IAM00014518,AUTHENTICATION,2026-09-08 22:23:06,Medium,LOGIN_SUCCESS,VALID,EXACT
WS-12576,HOST,IAM00015171,IAM,IAM00015171,AUTHENTICATION,2026-02-08 00:00:00,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-12458,HOST,IAM00007548,IAM,IAM00007548,AUTHENTICATION,2026-08-30 04:29:17,Low,LOGIN_FAILED,VALID,EXACT
EMP12579,USER,IAM00004370,IAM,IAM00004370,AUTHENTICATION,2026-04-08 20:04:00,Medium,LOGIN_FAILED,REPAIRED,EXACT
EMP10851,USER,IAM00008374,IAM,IAM00008374,AUTHENTICATION,2026-08-16 07:52:00,Medium,LOGIN_FAILED,VALID,EXACT
LPT-10685,HOST,IAM00013340,IAM,IAM00013340,AUTHENTICATION,2026-09-07 11:18:37,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11285,HOST,IAM00003014,IAM,IAM00003014,AUTHENTICATION,2026-01-09 06:31:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP12973,USER,IAM00002096,IAM,IAM00002096,AUTHENTICATION,2026-08-13 00:00:00,High,LOGIN_SUCCESS,VALID,EXACT
LPT-11824,HOST,IAM00018126,IAM,IAM00018126,AUTHENTICATION,2026-08-02 07:14:25,Info,OTHER,IMPUTED,EXACT
VDR-12353,HOST,IAM00007118,IAM,IAM00007118,AUTHENTICATION,2026-08-28 00:00:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-11249,HOST,IAM00003082,IAM,IAM00003082,AUTHENTICATION,2026-08-26 22:28:39,Low,LOGIN_SUCCESS,REPAIRED,EXACT
WS-11899,HOST,IAM00001497,IAM,IAM00001497,AUTHENTICATION,2026-08-07 01:50:52,Info,LOGIN_FAILED,UNKNOWN,EXACT
LPT-10678,HOST,IAM00015789,IAM,IAM00015789,AUTHENTICATION,2026-09-06 06:18:19,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
EMP11226,USER,IAM00013022,IAM,IAM00013022,AUTHENTICATION,2026-08-14 00:00:00,Medium,LOGIN_FAILED,UNKNOWN,EXACT
EMP10289,USER,IAM00009856,IAM,IAM00009856,AUTHENTICATION,Unknown,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-12912,HOST,IAM00006390,IAM,IAM00006390,AUTHENTICATION,2026-08-15 02:01:38,Info,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-10238,HOST,IAM00010293,IAM,IAM00010293,AUTHENTICATION,2026-08-19 19:13:00,Low,LOGIN_SUCCESS,VALID,EXACT
VDR-11283,HOST,IAM00013792,IAM,IAM00013792,AUTHENTICATION,2026-08-13 22:34:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-10625,HOST,IAM00016054,IAM,IAM00016054,AUTHENTICATION,2026-08-15 00:00:00,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
WS-12385,HOST,IAM00002011,IAM,IAM00002011,AUTHENTICATION,2026-08-13 15:26:14,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11562,HOST,IAM00008438,IAM,IAM00008438,AUTHENTICATION,2026-09-09 22:44:00,High,LOGIN_SUCCESS,REPAIRED,EXACT
LPT-10434,HOST,IAM00018872,IAM,IAM00018872,AUTHENTICATION,2026-08-28 16:42:36,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10931,HOST,IAM00015957,IAM,IAM00015957,AUTHENTICATION,2026-08-25 01:15:48,High,LOGIN_FAILED,UNKNOWN,EXACT
LPT-11057,HOST,IAM00014729,IAM,IAM00014729,AUTHENTICATION,Unknown,High,LOGIN_FAILED,UNKNOWN,EXACT
WS-10453,HOST,IAM00001983,IAM,IAM00001983,AUTHENTICATION,2026-08-22 00:00:00,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11801,USER,IAM00019156,IAM,IAM00019156,AUTHENTICATION,2026-08-04 00:12:38,Low,LOGIN_FAILED,UNKNOWN,EXACT
EMP11190,USER,IAM00006455,IAM,IAM00006455,AUTHENTICATION,2026-08-19 13:24:52,High,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10408,USER,IAM00004064,IAM,IAM00004064,AUTHENTICATION,Unknown,High,OTHER,UNKNOWN,EXACT
WS-11739,HOST,IAM00015504,IAM,IAM00015504,AUTHENTICATION,2026-08-17 18:09:08,High,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-12902,HOST,IAM00005969,IAM,IAM00005969,AUTHENTICATION,Unknown,Low,LOGIN_FAILED,UNKNOWN,EXACT
EMP11810,USER,IAM00010610,IAM,IAM00010610,AUTHENTICATION,Unknown,Medium,LOGIN_FAILED,UNKNOWN,EXACT
WS-10749,HOST,IAM00009414,IAM,IAM00009414,AUTHENTICATION,2026-09-04 20:04:52,Medium,LOGIN_SUCCESS,VALID,EXACT
WS-12515,HOST,IAM00009643,IAM,IAM00009643,AUTHENTICATION,2026-08-31 02:05:08,High,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12173,HOST,IAM00008671,IAM,IAM00008671,AUTHENTICATION,2026-11-08 20:04:00,High,LOGIN_FAILED,REPAIRED,EXACT
EMP10851,USER,IAM00015114,IAM,IAM00015114,AUTHENTICATION,2026-08-09 00:37:46,High,LOGIN_FAILED,VALID,EXACT
LPT-12291,HOST,IAM00019087,IAM,IAM00019087,AUTHENTICATION,2026-08-12 07:57:41,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
LPT-12586,HOST,IAM00000403,IAM,IAM00000403,AUTHENTICATION,2026-09-05 19:13:47,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-11247,HOST,IAM00018517,IAM,IAM00018517,AUTHENTICATION,2026-09-07 14:25:54,High,LOGIN_FAILED,UNKNOWN,EXACT
LPT-12735,HOST,IAM00016329,IAM,IAM00016329,AUTHENTICATION,2026-09-04 11:35:25,Info,OTHER,UNKNOWN,EXACT
WS-10301,HOST,IAM00010106,IAM,IAM00010106,AUTHENTICATION,Unknown,Low,LOGIN_FAILED,UNKNOWN,EXACT
EMP12164,USER,IAM00019369,IAM,IAM00019369,AUTHENTICATION,2026-08-02 00:00:00,High,LOGIN_FAILED,REPAIRED,EXACT
LPT-11638,HOST,IAM00017407,IAM,IAM00017407,AUTHENTICATION,2026-08-11 13:03:52,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
EMP12254,USER,IAM00001015,IAM,IAM00001015,AUTHENTICATION,2026-06-09 09:46:00,Low,LOGIN_FAILED,REPAIRED,EXACT
EMP11241,USER,IAM00005953,IAM,IAM00005953,AUTHENTICATION,Unknown,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-12477,HOST,IAM00019084,IAM,IAM00019084,AUTHENTICATION,2026-07-09 09:15:00,High,LOGIN_SUCCESS,VALID,EXACT
LPT-10751,HOST,IAM00003034,IAM,IAM00003034,AUTHENTICATION,2026-08-18 16:38:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-10329,HOST,IAM00013255,IAM,IAM00013255,AUTHENTICATION,2026-08-01 06:10:54,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11763,USER,IAM00009533,IAM,IAM00009533,AUTHENTICATION,Unknown,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-12965,HOST,IAM00016319,IAM,IAM00016319,AUTHENTICATION,2026-09-09 04:34:28,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP10727,USER,IAM00004515,IAM,IAM00004515,AUTHENTICATION,2026-08-31 00:19:49,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12836,HOST,IAM00019155,IAM,IAM00019155,AUTHENTICATION,2026-08-20 05:07:45,Low,LOGIN_SUCCESS,REPAIRED,EXACT
LPT-10212,HOST,IAM00001228,IAM,IAM00001228,AUTHENTICATION,2026-08-14 19:30:50,Medium,LOGIN_SUCCESS,VALID,EXACT
EMP12567,USER,IAM00012055,IAM,IAM00012055,AUTHENTICATION,Unknown,Info,LOGIN_FAILED,UNKNOWN,EXACT
LPT-12382,HOST,IAM00009241,IAM,IAM00009241,AUTHENTICATION,2026-09-01 00:00:00,Medium,LOGIN_FAILED,UNKNOWN,EXACT
EMP10014,USER,IAM00019189,IAM,IAM00019189,AUTHENTICATION,2026-03-08 11:40:00,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10318,HOST,IAM00007150,IAM,IAM00007150,AUTHENTICATION,2026-08-17 02:49:03,Low,LOGIN_SUCCESS,REPAIRED,EXACT
EMP10063,USER,IAM00016189,IAM,IAM00016189,AUTHENTICATION,2026-08-18 20:29:47,High,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-11901,HOST,IAM00001876,IAM,IAM00001876,AUTHENTICATION,2026-08-26 21:16:10,Low,OTHER,VALID,EXACT
LPT-10948,HOST,IAM00009180,IAM,IAM00009180,AUTHENTICATION,2026-08-23 13:37:36,Low,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-10079,HOST,IAM00015242,IAM,IAM00015242,AUTHENTICATION,2026-08-15 00:00:00,Medium,OTHER,REPAIRED,EXACT
EMP11801,USER,IAM00018634,IAM,IAM00018634,AUTHENTICATION,2026-09-01 18:08:10,Low,OTHER,REPAIRED,EXACT
EMP12895,USER,IAM00008425,IAM,IAM00008425,AUTHENTICATION,2026-08-08 00:00:00,Medium,LOGIN_FAILED,UNKNOWN,EXACT
LPT-11097,HOST,IAM00004853,IAM,IAM00004853,AUTHENTICATION,2026-08-19 19:06:37,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-11352,HOST,IAM00007147,IAM,IAM00007147,AUTHENTICATION,2026-08-07 00:55:21,Low,LOGIN_SUCCESS,REPAIRED,EXACT
LPT-10986,HOST,IAM00007669,IAM,IAM00007669,AUTHENTICATION,2026-09-06 23:35:17,High,LOGIN_FAILED,UNKNOWN,EXACT
WS-10958,HOST,IAM00013132,IAM,IAM00013132,AUTHENTICATION,2026-08-10 18:23:35,Info,LOGIN_SUCCESS,REPAIRED,EXACT
VDR-11493,HOST,IAM00005044,IAM,IAM00005044,AUTHENTICATION,2026-08-20 05:18:00,High,LOGIN_SUCCESS,REPAIRED,EXACT
WS-11468,HOST,IAM00011453,IAM,IAM00011453,AUTHENTICATION,2026-08-05 20:54:09,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-10211,HOST,IAM00001317,IAM,IAM00001317,AUTHENTICATION,2026-08-21 00:00:00,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP11001,USER,IAM00017545,IAM,IAM00017545,AUTHENTICATION,2026-08-14 20:51:00,Medium,LOGIN_FAILED,REPAIRED,EXACT
VDR-12844,HOST,IAM00018802,IAM,IAM00018802,AUTHENTICATION,2026-09-04 00:00:00,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10245,HOST,IAM00013167,IAM,IAM00013167,AUTHENTICATION,2026-08-23 04:32:05,Info,LOGIN_FAILED,UNKNOWN,EXACT
LPT-12779,HOST,IAM00018751,IAM,IAM00018751,AUTHENTICATION,2026-06-09 16:04:00,Low,LOGIN_SUCCESS,UNKNOWN,EXACT
EMP12425,USER,IAM00015421,IAM,IAM00015421,AUTHENTICATION,2026-08-25 12:24:47,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-12861,HOST,IAM00018140,IAM,IAM00018140,AUTHENTICATION,Unknown,Medium,LOGIN_SUCCESS,UNKNOWN,EXACT
VDR-11681,HOST,IAM00018589,IAM,IAM00018589,AUTHENTICATION,2026-09-06 10:46:37,Info,LOGIN_FAILED,IMPUTED,EXACT
EMP12776,USER,IAM00003845,IAM,IAM00003845,AUTHENTICATION,2026-08-14 00:00:00,High,LOGIN_FAILED,UNKNOWN,EXACT
LPT-12158,HOST,IAM00009232,IAM,IAM00009232,AUTHENTICATION,2026-08-09 08:00:41,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-10188,HOST,IAM00010457,IAM,IAM00010457,AUTHENTICATION,2026-08-09 10:49:18,Medium,OTHER,UNKNOWN,EXACT
EMP11194,USER,IAM00010103,IAM,IAM00010103,AUTHENTICATION,2026-08-23 07:38:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-10660,HOST,IAM00014419,IAM,IAM00014419,AUTHENTICATION,2026-08-15 15:05:08,High,LOGIN_FAILED,UNKNOWN,EXACT
LPT-12761,HOST,IAM00011840,IAM,IAM00011840,AUTHENTICATION,2026-08-09 19:22:29,Info,LOGIN_FAILED,IMPUTED,EXACT
VDR-12570,HOST,IAM00018135,IAM,IAM00018135,AUTHENTICATION,2026-08-26 00:00:00,Medium,LOGIN_FAILED,UNKNOWN,EXACT
EMP11175,USER,IAM00008588,IAM,IAM00008588,AUTHENTICATION,2026-08-09 08:43:00,High,LOGIN_SUCCESS,UNKNOWN,EXACT
LPT-11259,HOST,IAM00002248,IAM,IAM00002248,AUTHENTICATION,2026-02-08 00:10:00,Info,LOGIN_SUCCESS,UNKNOWN,EXACT
WS-12695,HOST,IAM00011761,IAM,IAM00011761,AUTHENTICATION,2026-10-08 06:30:00,Medium,LOGIN_SUCCESS,IMPUTED,EXACT
WS-12711,HOST,IAM00005206,IAM,IAM00005206,AUTHENTICATION,2026-08-03 13:42:32,Medium,LOGIN_SUCCESS,REPAIRED,EXACT
LPT-12300,HOST,IAM00015959,IAM,IAM00015959,AUTHENTICATION,2026-08-03 05:19:32,Low,LOGIN_SUCCESS,REPAIRED,EXACT
