entity_id,entity_type,outlier_dimension_count,active_dimensions,auth_zscore,network_zscore,endpoint_zscore,off_hours_zscore,multi_dimension_outlier_score,outlier_confidence,is_multi_dimensional_outlier
WS-10220,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
LPT-12134.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-10846,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10009.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10581,HOST,0,NONE,0.0,2.0,1.0,0.0,1.1,0.5,False
LPT-12507.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10121,HOST,1,ENDPOINT,0.0,1.0,4.0,0.0,1.6,0.65,False
vdr-10523,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12310.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-12871,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
LPT-11960,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
VDR_10342,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-10557,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
lpt-10382,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_11800,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-11601,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10237,HOST,1,FIREWALL_DENY,0.0,5.0,1.0,0.0,2.3,0.65,False
WS_11968,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12450,HOST,1,ENDPOINT,0.0,1.0,5.0,0.0,1.9,0.65,False
VDR-11081,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
ws-12262,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-12360,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-12199,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
WS_11711,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10123.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11310,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
VDR_12151,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
ws-11777,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11992,HOST,1,FIREWALL_DENY,0.0,3.0,0.0,0.0,1.2,0.65,False
ws-12850,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_10844,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT_11981,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-10740,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11808,HOST,1,FIREWALL_DENY,0.0,4.0,0.0,0.0,1.6,0.65,False
LPT-11597,HOST,1,FIREWALL_DENY,0.0,4.0,1.0,0.0,1.9,0.65,False
vdr-11901,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
LPT_12536,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-12114,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-10880,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-10789,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-12622.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_10081,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-12377,HOST,1,FIREWALL_DENY,0.0,3.0,2.0,0.0,1.8,0.65,False
WS-10265,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
VDR_10885,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-12103.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
ws-12977,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-10243.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT_11568,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-10071,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
vdr-12526,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_11658,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-12826,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-10656,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_12408,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_12265,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11051,HOST,1,FIREWALL_DENY,0.0,3.0,2.0,0.0,1.8,0.65,False
ws-10908,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR_10060,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
ws-12101,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10238,HOST,1,ENDPOINT,0.0,2.0,6.0,0.0,2.6,0.65,False
VDR-12140.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
vdr-11610,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10205.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-11251,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
vdr-11213,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-11306,HOST,1,ENDPOINT,0.0,2.0,3.0,0.0,1.7,0.65,False
VDR-12775.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-10942,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11804,HOST,1,ENDPOINT,0.0,2.0,3.0,0.0,1.7,0.65,False
VDR-11629,HOST,1,ENDPOINT,0.0,0.0,4.0,0.0,1.2,0.65,False
VDR-10354,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
lpt-11790,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10810,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-11592.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10095,HOST,0,NONE,0.0,1.0,2.0,0.0,1.0,0.5,False
VDR-10801.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-12214,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10537,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-10476,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-12997.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_11686,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-10660,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11919,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
LPT-12275,HOST,1,ENDPOINT,0.0,1.0,5.0,0.0,1.9,0.65,False
ws-12226,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS_12409,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10996.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12357,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
VDR-12732,HOST,1,ENDPOINT,0.0,0.0,3.0,0.0,0.9,0.65,False
VDR_12975,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-12986.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-12114,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
ws-10760,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10575,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,3.0,4.0,0.0,2.4,0.8,True
lpt-11052,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_11793,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10490.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10142,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,3.0,3.0,0.0,2.1,0.8,True
vdr-11003,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10946.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10275.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11739,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,3.0,5.0,0.0,2.7,0.8,True
LPT-11229,HOST,1,FIREWALL_DENY,0.0,4.0,1.0,0.0,1.9,0.65,False
VDR-12057,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
WS_12327,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11296,HOST,0,NONE,0.0,0.0,2.0,0.0,0.6,0.5,False
LPT_12939,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-11367,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_12317,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_12111,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11312,HOST,1,ENDPOINT,0.0,2.0,3.0,0.0,1.7,0.65,False
WS-12674,HOST,0,NONE,0.0,0.0,2.0,0.0,0.6,0.5,False
VDR-11815.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12358.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11557,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
VDR-12630,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
WS-11695,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
WS-11372,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
lpt-10745,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11310.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10051,HOST,0,NONE,0.0,1.0,2.0,0.0,1.0,0.5,False
VDR-11746,HOST,1,FIREWALL_DENY,0.0,4.0,2.0,0.0,2.2,0.65,False
VDR-12160,HOST,1,ENDPOINT,0.0,2.0,3.0,0.0,1.7,0.65,False
LPT-10446,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
WS_12953,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-11742.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT_10372,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11019.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-11669,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
LPT_10488,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12248,HOST,1,ENDPOINT,0.0,0.0,5.0,0.0,1.5,0.65,False
VDR-12054,HOST,1,ENDPOINT,0.0,2.0,3.0,0.0,1.7,0.65,False
VDR-10838.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-10952,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
LPT_10840,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
ws-10932,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
LPT-11070,HOST,0,NONE,0.0,0.0,2.0,0.0,0.6,0.5,False
LPT-10104,HOST,1,ENDPOINT,0.0,2.0,6.0,0.0,2.6,0.65,False
VDR_12820,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12804.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_10656,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-11905,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
ws-11216,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-10832,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-12303,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
vdr-11404,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_10996,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_12033,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-10429.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-10861,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-12267,HOST,1,ENDPOINT,0.0,2.0,5.0,0.0,2.3,0.65,False
VDR_12489,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10031.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11317,HOST,0,NONE,0.0,2.0,1.0,0.0,1.1,0.5,False
VDR-10529.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-11193.corp.local,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
ws-10794,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10049,HOST,1,ENDPOINT,0.0,1.0,4.0,0.0,1.6,0.65,False
VDR-12002,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
WS-11503,HOST,1,ENDPOINT,0.0,0.0,5.0,0.0,1.5,0.65,False
vdr-12210,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-10493,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10894,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
WS-12224.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11253,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
lpt-10751,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10229,HOST,1,FIREWALL_DENY,0.0,3.0,2.0,0.0,1.8,0.65,False
WS-11424,HOST,1,FIREWALL_DENY,0.0,3.0,0.0,0.0,1.2,0.65,False
LPT-11744,HOST,1,ENDPOINT,0.0,0.0,3.0,0.0,0.9,0.65,False
WS-12631,HOST,1,FIREWALL_DENY,0.0,3.0,2.0,0.0,1.8,0.65,False
ws-10181,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10434,HOST,0,NONE,0.0,1.0,2.0,0.0,1.0,0.5,False
VDR-10830.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10052,HOST,1,ENDPOINT,0.0,0.0,4.0,0.0,1.2,0.65,False
LPT-12203,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
VDR-11922,HOST,1,ENDPOINT,0.0,0.0,4.0,0.0,1.2,0.65,False
VDR-10677.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10196.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-10312,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
ws-11154,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_12136,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-12881,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11987.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_12302,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-12107.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-12309,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,3.0,4.0,0.0,2.4,0.8,True
ws-12397,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-10111,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_10195,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT_11349,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10337,HOST,1,ENDPOINT,0.0,1.0,4.0,0.0,1.6,0.65,False
LPT-12840,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,3.0,4.0,0.0,2.4,0.8,True
LPT-12755.corp.local,HOST,1,FIREWALL_DENY,0.0,3.0,0.0,0.0,1.2,0.65,False
VDR-12983,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
LPT-10854,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,3.0,3.0,0.0,2.1,0.8,True
VDR-11307,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
vdr-10343,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-11680,HOST,1,ENDPOINT,0.0,1.0,6.0,0.0,2.2,0.65,False
WS-10043,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,3.0,6.0,0.0,3.0,0.8,True
ws-11538,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
ws-11486,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11916.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11840,HOST,1,ENDPOINT,0.0,1.0,4.0,0.0,1.6,0.65,False
LPT-11035,HOST,0,NONE,0.0,0.0,2.0,0.0,0.6,0.5,False
LPT_10921,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-12338.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-12712,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
LPT-11789.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-12882,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10007,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
WS-12393,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,3.0,5.0,0.0,2.7,0.8,True
LPT-12065,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
vdr-10362,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11325,HOST,1,ENDPOINT,0.0,0.0,3.0,0.0,0.9,0.65,False
lpt-12900,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR_11812,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11659,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
VDR-11466,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,4.0,4.0,0.0,2.8,0.8,True
LPT_12654,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-12692,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-12990,HOST,1,ENDPOINT,0.0,2.0,6.0,0.0,2.6,0.65,False
vdr-11199,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12431.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-12468,HOST,1,ENDPOINT,0.0,1.0,4.0,0.0,1.6,0.65,False
WS-10263,HOST,0,NONE,0.0,2.0,2.0,0.0,1.4,0.5,False
lpt-11869,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11515,HOST,1,ENDPOINT,0.0,0.0,3.0,0.0,0.9,0.65,False
VDR_11560,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT_10002,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
vdr-12997,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_12152,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10590,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
VDR_10835,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS_12773,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-10320.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-11359,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10362.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-12706,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,3.0,4.0,0.0,2.4,0.8,True
lpt-11534,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
vdr-11385,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
lpt-12807,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-11320,HOST,0,NONE,0.0,1.0,1.0,0.0,0.7,0.5,False
LPT-12383,HOST,0,NONE,0.0,1.0,2.0,0.0,1.0,0.5,False
VDR-10099,HOST,1,ENDPOINT,0.0,1.0,4.0,0.0,1.6,0.65,False
ws-10236,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-11227,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
vdr-10940,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-10239,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
VDR-12238.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-12696,HOST,1,FIREWALL_DENY,0.0,4.0,2.0,0.0,2.2,0.65,False
VDR-11527.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-12861,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_10564,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-11799,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-12415,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR_10099,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS_11380,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-12778.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-11369.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-12370,HOST,0,NONE,0.0,1.0,2.0,0.0,1.0,0.5,False
WS_10415,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10882,HOST,2,FIREWALL_DENY|ENDPOINT,0.0,3.0,5.0,0.0,2.7,0.8,True
LPT-11658,HOST,0,NONE,0.0,2.0,1.0,0.0,1.1,0.5,False
WS_11141,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-12153,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT_12094,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
VDR-12980,HOST,1,FIREWALL_DENY,0.0,4.0,2.0,0.0,2.2,0.65,False
WS-11218,HOST,1,ENDPOINT,0.0,1.0,4.0,0.0,1.6,0.65,False
lpt-11788,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
WS-12868,HOST,0,NONE,0.0,1.0,2.0,0.0,1.0,0.5,False
lpt-10702,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
lpt-10593,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-12864,HOST,1,ENDPOINT,0.0,2.0,3.0,0.0,1.7,0.65,False
LPT-12304,HOST,1,ENDPOINT,0.0,2.0,3.0,0.0,1.7,0.65,False
WS-10172,HOST,0,NONE,0.0,0.0,1.0,0.0,0.3,0.5,False
LPT-10008.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-10092.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11890,HOST,1,FIREWALL_DENY,0.0,4.0,2.0,0.0,2.2,0.65,False
LPT-10590.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10043.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_11576,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT-12824.corp.local,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10380,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
LPT_10194,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-10296,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-10303,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-12319,HOST,1,ENDPOINT,0.0,2.0,6.0,0.0,2.6,0.65,False
VDR-10864,HOST,1,FIREWALL_DENY,0.0,3.0,1.0,0.0,1.5,0.65,False
VDR_11038,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11136,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-11483.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
LPT-12603.corp.local,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
lpt-12843,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
ws-12454,HOST,0,NONE,0.0,2.0,0.0,0.0,0.8,0.5,False
vdr-10688,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
vdr-10152,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-10016,HOST,1,FIREWALL_DENY,0.0,3.0,1.0,0.0,1.5,0.65,False
WS-11454,HOST,0,NONE,0.0,0.0,2.0,0.0,0.6,0.5,False
LPT-11058,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
lpt-11280,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
LPT_11114,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR-11665.,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
VDR_11718,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-11878,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
ws-11248,HOST,0,NONE,0.0,1.0,0.0,0.0,0.4,0.5,False
lpt-12223,HOST,0,NONE,0.0,0.0,0.0,0.0,0.0,0.5,False
WS-10336,HOST,1,ENDPOINT,0.0,1.0,4.0,0.0,1.6,0.65,False
LPT-10212,HOST,1,ENDPOINT,0.0,1.0,3.0,0.0,1.3,0.65,False
