hostname,firewall_event_count,firewall_deny_count,threat_flag_count,unique_source_ip_count,unique_destination_ip_count,bytes_sent,bytes_received,session_count,endpoint_alert_count,critical_endpoint_alert_count,is_managed,firewall_deny_ratio,evidence_count,feature_confidence,observation_count,valid_timestamp_count,distinct_active_days,distinct_active_hours,min_ts,max_ts,unknown_timestamp_count,historical_span_days,timestamp_quality_score,eligibility_status,baseline_confidence,baseline_method,baseline_window,population_deny_ratio_median,population_deny_ratio_mad,population_endpoint_alert_median,population_endpoint_alert_mad,firewall_deny_abs_dev,firewall_deny_rel_dev,firewall_deny_zscore,firewall_deny_ratio_zscore,bytes_sent_zscore,bytes_received_zscore,unique_source_ip_zscore,unique_destination_ip_zscore,endpoint_alert_zscore,network_deviation,endpoint_deviation,volume_deviation,behavior_deviation_score,network_deviation_status,endpoint_deviation_status,volume_deviation_status,overall_deviation_status,multi_signal_deviation_count
vdr-11130,1.0,0.0,1.0,1.0,0.0,24819643.22,33253889.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.3484,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-11191.corp.local,1.0,0.0,0.0,1.0,1.0,45091149.0,2874224.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0996,-1.0185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
vdr-12270,2.0,0.0,0.0,2.0,1.0,41237374.0,49916876.8,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1839,0.0191,0.6745,0.0,0.0,0.0,0.0,0.0191,0.0064,NORMAL,NORMAL,NORMAL,NORMAL,0
WS_10695,1.0,0.0,0.0,0.0,1.0,14847305.0,17753024.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7615,-0.6903,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-12109.corp.local,1.0,1.0,0.0,0.0,0.0,39190962.0,7644119.04,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.2287,-0.9133,-0.6745,-0.6745,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-11856.corp.local,1.0,0.0,0.0,1.0,0.0,7379102.0,44245985.28,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.925,-0.106,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-11336.corp.local,2.0,0.0,1.0,1.0,1.0,51678522.0,41845397.24,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0446,-0.159,0.0,0.0,0.0,0.0,0.0,0.0446,0.0149,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR_11167,1.0,0.0,0.0,1.0,1.0,47736897.0,4918333.44,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0416,-0.9734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-10262.corp.local,1.0,1.0,0.0,1.0,0.0,20140177.0,17999386.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.6457,-0.6849,0.0,-0.6745,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
ws-11651,1.0,0.0,0.0,1.0,1.0,24819643.22,42012805.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-11578,7.0,3.0,0.0,5.0,2.0,184993824.52,233028610.64,7.0,1.0,0.0,True,0.4285714285714285,8.0,EXACT,14,6,5,5,2026-08-08 14:32:00,2026-12-08 00:00:00,8,121.39,0.4286,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.4286,2.9627,4.0576,2.698,0.6745,1.0,3.0,1.0,4.0576,2.6859,ELEVATED,NORMAL,OUTLIER,ELEVATED,2
VDR_10035,1.0,0.0,0.0,1.0,1.0,24819643.22,31341490.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10283,7.0,2.0,0.0,2.0,1.0,172111341.92,181990471.0,6.0,1.0,0.0,True,0.2857142857142857,8.0,EXACT,10,3,3,3,2026-08-16 08:10:52,2026-08-27 19:21:05,7,11.47,0.3,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.2857,2.6807,2.932,0.6745,0.0,1.0,2.0,1.0,2.932,1.9773,UNUSUAL,NORMAL,ELEVATED,UNUSUAL,1
LPT-10547.corp.local,1.0,0.0,0.0,0.0,1.0,24819643.22,29318686.72,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.4352,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12820,4.0,0.0,0.0,3.0,0.0,101533349.0,97212745.28,4.0,3.0,0.0,True,0.0,7.0,EXACT,15,9,8,8,2026-04-08 13:06:00,2026-09-02 05:32:18,6,146.68,0.6,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1359,1.0622,1.349,-0.6745,3.0,0.0,3.0,1.1359,1.3786,NORMAL,ELEVATED,NORMAL,NORMAL,1
VDR-12150.corp.local,1.0,0.0,0.0,0.0,0.0,525743.0,25051760.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.075,-0.5293,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-10928,9.0,2.0,1.0,1.0,7.0,286347515.36,200946763.56,8.0,2.0,0.0,True,0.2222222222222222,11.0,EXACT,20,10,9,7,2026-01-08 03:52:00,2026-09-09 02:26:48,10,243.94,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.2222,5.1812,3.35,0.0,4.0469,2.0,4.0469,2.0,5.1812,3.7427,OUTLIER,UNUSUAL,OUTLIER,ELEVATED,2
lpt-12645,2.0,0.0,1.0,0.0,1.0,48056144.72,62751302.2,1.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0347,0.3021,-0.6745,0.0,0.0,0.0,0.0,0.3021,0.1007,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR_11312,1.0,0.0,0.0,1.0,0.0,44757538.0,4125493.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1069,-0.9909,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-10006,5.0,1.0,0.0,2.0,2.0,97233754.44,75358241.72,2.0,6.0,1.0,True,0.2,11.0,EXACT,17,8,7,7,2026-08-07 03:48:54,2026-09-06 00:00:00,9,29.84,0.4706,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,1.0418,0.5802,0.6745,0.6745,6.0,1.0,6.0,1.0418,2.6806,NORMAL,OUTLIER,NORMAL,ELEVATED,1
vdr-11189,1.0,0.0,0.0,1.0,0.0,18617161.0,16322415.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.679,-0.7219,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
vdr-11794,1.0,0.0,0.0,1.0,0.0,49808552.0,7958710.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,-0.9063,0.0,-0.6745,0.0,0.0,0.0,0.0037,0.0012,NORMAL,NORMAL,NORMAL,NORMAL,0
lpt-10094,2.0,0.0,0.0,0.0,0.0,39815703.38,36763570.0,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.215,-0.271,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-11684.corp.local,1.0,0.0,0.0,1.0,1.0,24819643.22,15557083.0,0.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.7387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR_12483,1.0,0.0,0.0,1.0,1.0,24819643.22,13943921.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.7743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-10702.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,EXACT,0,0,0,0,,,0,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0865,-1.0819,-0.6745,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-12129,7.0,4.0,1.0,2.0,4.0,112318160.46,195288546.64,7.0,2.0,0.0,True,0.5714285714285714,9.0,EXACT,9,1,1,1,2026-08-03 16:41:00,2026-08-03 16:41:00,8,0.0,0.1111,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.5714,1.3719,3.2252,0.6745,2.0235,2.0,4.0,2.0,3.2252,3.0751,OUTLIER,UNUSUAL,ELEVATED,ELEVATED,2
WS-11295,6.0,0.0,0.0,4.0,2.0,178737774.42,181726216.12,6.0,4.0,1.0,True,0.0,10.0,EXACT,13,6,4,6,2026-08-02 04:52:28,2026-09-09 02:06:45,7,37.88,0.4615,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8258,2.9261,2.0235,0.6745,4.0,0.6745,4.0,2.9261,2.5335,NORMAL,OUTLIER,ELEVATED,ELEVATED,2
WS-11836,3.0,0.0,0.0,0.0,0.0,73245268.22,86794262.28,3.0,2.0,0.0,True,0.0,5.0,EXACT,8,4,4,4,2026-08-03 00:30:09,2026-08-25 09:27:38,4,22.37,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5167,0.8324,-0.6745,-0.6745,2.0,0.0,2.0,0.8324,0.9441,NORMAL,UNUSUAL,NORMAL,NORMAL,0
VDR-12647,9.0,1.0,2.0,4.0,5.0,190879378.82,286026506.0,8.0,3.0,0.0,True,0.1111111111111111,12.0,EXACT,20,10,9,6,2026-08-03 00:45:50,2026-12-08 00:00:00,10,126.97,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1111,3.0915,5.2265,2.0235,2.698,3.0,2.698,3.0,5.2265,3.6415,ELEVATED,ELEVATED,OUTLIER,ELEVATED,3
ws-12371,2.0,1.0,0.0,2.0,1.0,46097210.0,38389278.64,2.0,0.0,0.0,False,0.5,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,-0.0775,-0.2352,0.6745,0.0,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-12401,5.0,1.0,0.0,1.0,3.0,173240211.44,114143188.48,4.0,1.0,0.0,False,0.2,6.0,PROBABLE,13,8,7,7,2026-07-09 19:16:00,2026-09-09 04:10:58,5,61.37,0.6154,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,2.7054,1.4356,0.0,1.349,1.0,1.349,1.0,2.7054,1.6848,NORMAL,NORMAL,ELEVATED,UNUSUAL,1
LPT-12737.corp.local,1.0,0.0,0.0,1.0,1.0,5106881.0,2237941.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9747,-1.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-11942,9.0,2.0,2.0,2.0,6.0,241949888.66,222533647.28,8.0,3.0,0.0,True,0.2222222222222222,12.0,EXACT,21,10,10,7,2026-08-12 08:49:33,2026-09-06 18:45:01,11,25.41,0.4762,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.2222,4.2094,3.8261,0.6745,3.3725,3.0,3.3725,3.0,4.2094,3.5273,ELEVATED,ELEVATED,OUTLIER,ELEVATED,3
VDR-10068,4.0,2.0,0.0,2.0,2.0,94743434.22,121244207.64,4.0,6.0,0.0,True,0.5,10.0,EXACT,12,8,8,8,2026-08-08 21:59:00,2026-09-04 16:33:41,4,26.77,0.6667,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.5,0.9873,1.5922,0.6745,0.6745,6.0,2.0,6.0,1.5922,3.1974,UNUSUAL,OUTLIER,UNUSUAL,ELEVATED,1
LPT-10395.corp.local,2.0,0.0,0.0,1.0,1.0,45849910.1,49052385.28,2.0,0.0,0.0,False,0.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
lpt-12658,3.0,2.0,1.0,1.0,2.0,67604819.53999999,94062035.52,0.0,0.0,0.0,False,0.6666666666666666,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.6667,0.3932,0.9927,0.0,0.6745,0.0,2.0,0.0,0.9927,0.9976,UNUSUAL,NORMAL,NORMAL,NORMAL,0
WS-11795,9.0,1.0,0.0,7.0,3.0,227142384.22,255656829.0,8.0,2.0,0.0,True,0.1111111111111111,11.0,EXACT,20,11,9,8,2026-08-01 00:00:00,2026-09-03 16:00:43,9,33.67,0.55,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1111,3.8853,4.5567,4.0469,1.349,2.0,1.349,2.0,4.5567,2.6352,NORMAL,UNUSUAL,OUTLIER,ELEVATED,1
ws-12872,3.0,2.0,0.0,2.0,2.0,74458929.66,99580333.8,3.0,0.0,0.0,False,0.6666666666666666,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.6667,0.5433,1.1144,0.6745,0.6745,0.0,2.0,0.0,1.1144,1.0381,UNUSUAL,NORMAL,NORMAL,NORMAL,0
WS-12931,7.0,1.0,0.0,3.0,5.0,129724120.96,148924186.12,5.0,3.0,0.0,False,0.1428571428571428,10.0,PROBABLE,15,6,5,5,2026-08-06 21:20:00,2026-08-30 21:59:41,9,24.03,0.4,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1429,1.7529,2.2027,1.349,2.698,3.0,2.698,3.0,2.2027,2.6336,ELEVATED,ELEVATED,UNUSUAL,ELEVATED,2
WS-11309,5.0,1.0,0.0,3.0,3.0,139785514.4,180240297.28,4.0,0.0,0.0,True,0.2,5.0,EXACT,8,2,2,2,2026-08-09 08:08:27,2026-08-23 22:28:01,6,14.6,0.25,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2,1.9732,2.8934,1.349,1.349,0.0,1.349,0.0,2.8934,1.4141,NORMAL,NORMAL,ELEVATED,NORMAL,1
VDR-12610,5.0,0.0,0.0,4.0,3.0,147973120.44,154502004.4,4.0,2.0,0.0,True,0.0,7.0,EXACT,16,10,10,7,2026-05-09 11:49:00,2026-09-09 01:21:22,6,122.56,0.625,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1524,2.3257,2.0235,1.349,2.0,1.349,2.0,2.3257,1.8916,NORMAL,UNUSUAL,UNUSUAL,UNUSUAL,0
WS-12556,7.0,2.0,0.0,4.0,3.0,185180309.44,193446132.84,7.0,3.0,0.0,False,0.2857142857142857,10.0,PROBABLE,17,9,8,8,2026-08-05 12:29:42,2026-08-31 23:27:25,8,26.46,0.5294,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.2857,2.9668,3.1846,2.0235,1.349,3.0,2.0,3.0,3.1846,2.7282,UNUSUAL,ELEVATED,ELEVATED,ELEVATED,2
VDR-10796,11.0,2.0,0.0,2.0,5.0,279578140.86,235497209.76,10.0,1.0,0.0,True,0.1818181818181818,12.0,EXACT,18,7,7,5,2026-08-07 05:15:00,2026-09-08 00:00:00,11,31.78,0.3889,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.1818,5.033,4.1121,0.6745,2.698,1.0,2.698,1.0,5.033,2.9103,ELEVATED,NORMAL,OUTLIER,ELEVATED,2
WS-10301,6.0,1.0,1.0,4.0,2.0,99978227.44,103713606.28,5.0,4.0,0.0,False,0.1666666666666666,10.0,PROBABLE,18,10,8,8,2026-04-09 00:00:00,2026-09-08 23:32:19,8,152.98,0.5556,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1667,1.1018,1.2056,2.0235,0.6745,4.0,1.0,4.0,1.2056,2.0685,NORMAL,OUTLIER,NORMAL,UNUSUAL,1
LPT-10452.corp.local,3.0,0.0,1.0,2.0,1.0,114248445.0,99109141.0,3.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142,1.104,0.6745,0.0,0.0,0.0,0.0,1.4142,0.4714,NORMAL,NORMAL,NORMAL,NORMAL,0
WS-11820,11.0,4.0,0.0,7.0,6.0,344380760.44,253691550.4,10.0,1.0,0.0,True,0.3636363636363636,12.0,EXACT,21,8,8,6,2026-04-08 11:15:00,2026-09-02 00:00:00,13,146.53,0.381,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.3636,6.4514,4.5133,4.0469,3.3725,1.0,4.0,1.0,6.4514,3.8171,OUTLIER,NORMAL,OUTLIER,ELEVATED,2
WS-12715.corp.local,1.0,0.0,0.0,1.0,1.0,28252131.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4681,-0.5409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-10684,9.0,1.0,1.0,5.0,3.0,208630172.96,205631007.04,8.0,2.0,0.0,True,0.1111111111111111,11.0,EXACT,18,9,9,8,2026-08-04 19:29:35,2026-09-06 13:10:56,9,32.74,0.5,SUFFICIENT_HISTORY,MEDIUM,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1111,3.4801,3.4534,2.698,1.349,2.0,1.349,2.0,3.4801,2.2764,NORMAL,UNUSUAL,ELEVATED,UNUSUAL,1
WS_12267,1.0,0.0,0.0,1.0,0.0,6385309.0,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9468,-0.5409,0.0,-0.6745,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
vdr-12023,3.0,0.0,0.0,1.0,2.0,66061813.22,93571908.96,3.0,0.0,0.0,False,0.0,3.0,PROBABLE,3,0,0,0,,,3,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3595,0.9819,0.0,0.6745,0.0,0.6745,0.0,0.9819,0.5521,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT_12766,1.0,1.0,0.0,0.0,1.0,6413136.0,34510934.0,1.0,0.0,0.0,False,1.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.9462,-0.3207,-0.6745,0.0,0.0,1.0,0.0,0.0,0.3333,NORMAL,NORMAL,NORMAL,NORMAL,0
VDR-11494.corp.local,1.0,0.0,0.0,0.0,1.0,24819643.22,24526192.64,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5433,-0.5409,-0.6745,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
LPT-10107,5.0,3.0,0.0,2.0,2.0,149652314.62,125465607.08,5.0,0.0,0.0,True,0.6,5.0,EXACT,8,3,3,3,2026-08-08 13:38:00,2026-10-08 00:00:00,5,60.43,0.375,INSUFFICIENT_TIMESTAMP_QUALITY,LOW,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.6,2.1891,1.6853,0.6745,0.6745,0.0,3.0,0.0,2.1891,1.7297,ELEVATED,NORMAL,UNUSUAL,UNUSUAL,1
ws-12081,2.0,2.0,0.0,1.0,2.0,55423003.0,43879161.64,2.0,0.0,0.0,False,1.0,2.0,PROBABLE,2,0,0,0,,,2,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.1266,-0.1141,0.0,0.6745,0.0,2.0,0.0,0.1266,0.7089,UNUSUAL,NORMAL,NORMAL,NORMAL,0
WS-10932.corp.local,1.0,0.0,0.0,1.0,1.0,34998424.0,41035822.0,1.0,0.0,0.0,False,0.0,1.0,PROBABLE,1,0,0,0,,,1,0.0,0.0,INSUFFICIENT_HISTORY,UNTRUSTED,median_mad,full_historical_observation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3205,-0.1768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NORMAL,NORMAL,NORMAL,NORMAL,0
