log_id,timestamp,hostname,src_ip,dst_ip,src_port,dst_port,protocol,action,bytes_sent,bytes_received,session_id,threat_flag,rule_name,geo_country
FW000018298,2026-02-09 20:05:00+00:00,WS-11168,Unknown,172.16.9.133,8443,8080,UDP,ALLOW,34907447.0,48702519.0,Unknown,False,DENY_TELNET,IN
FW000011363,2026-08-06 10:09:35+00:00,WS-12496,Unknown,Unknown,8080,8080,ICMP,ALLOW,24819643.22,1388499.0,SID308816,False,Unknown,RU
FW000013833,2026-08-03 00:00:00+00:00,LPT-12840,Unknown,Unknown,8080,445,TCP,DENY,24819643.22,24526192.64,SID114045,False,Unknown,Unknown
FW000019121,Unknown,LPT-10186,192.168.174.6,203.214.133.126,443,135,UDP,ALLOW,24819643.22,4450443.0,SID582267,False,UNKNOWN,IN
FW000000727,2026-08-27 05:50:30+00:00,WS-10546,Unknown,Unknown,135,135,UDP,ALLOW,24819643.22,24526192.64,Unknown,False,MONITOR_DB_ACCESS,Unknown
FW000007215,2026-08-23 02:49:51+00:00,WS-11724,Unknown,192.168.29.226,443,3306,TCP,ALLOW,24819643.22,45807983.0,Unknown,False,DENY_TELNET,ind
FW000008246,2026-08-11 10:23:47+00:00,LPT-10223,Unknown,Unknown,443,3306,TCP,ALLOW,9028485.0,34614749.0,SID368453,False,MONITOR_DB_ACCESS,IN
FW000018181,Unknown,LPT-12852,192.168.122.63,10.162.207.0,445,443,ICMP,ALLOW,24819643.22,22088680.0,SID972848,False,DENY_TELNET,Russia
FW000015877,2026-08-13 18:04:26+00:00,LPT_11960,Unknown,Unknown,3306,80,TCP,ALLOW,35810737.0,1751121.92,SID315379,False,block_tor_exit,Russia
FW000020230,2026-08-04 21:09:50+00:00,lpt-11004,172.16.250.220,Unknown,8080,3389,TCP,ALLOW,30651017.0,31657953.0,SID542770,False,block_tor_exit,Unknown
FW000014200,2026-05-09 01:09:00+00:00,VDR_12479,Unknown,116.35.135.112,8443,443,UDP,ALLOW,24819643.22,33123403.0,sid937336,False,allow_office_apps,unknown
FW000022787,2026-08-23 00:00:00+00:00,VDR-10523.corp.local,68.178.109.23,Unknown,22,25,TCP,ALLOW,11207423.0,11953766.4,sid503444,False,ALLOW_WEB,ind
FW000010746,2026-08-12 04:56:49+00:00,vdr-11449,192.168.142.80,Unknown,22,25,TCP,ALLOW,24819643.22,23265781.76,Unknown,False,DENY_TELNET,Unknown
FW000027377,2026-05-08 21:14:00+00:00,WS-10105,192.168.3.172,Unknown,443,8080,TCP,ALLOW,31661701.0,25753712.64,SID995354,False,BLOCK_EXTERNAL_RDP,Unknown
FW000017321,2026-08-19 17:05:00+00:00,WS-10355,Unknown,172.16.156.188,443,443,TCP,DENY,20776353.0,24526192.64,SID178850,False,allow_office_apps,India
FW000018650,2026-08-10 18:47:10+00:00,LPT_11409,Unknown,Unknown,135,1433,TCP,ALLOW,44453529.6,24526192.64,Unknown,False,allow_office_apps,IN
FW000017209,2026-08-30 13:03:00+00:00,vdr-11117,Unknown,Unknown,8080,8443,UDP,ALLOW,46439845.0,6384776.0,SID882327,False,MONITOR_DB_ACCESS,Unknown
FW000007275,2026-08-18 19:17:19+00:00,LPT-11484,172.16.38.139,154.0.105.56,443,22,UDP,ALLOW,7733206.0,25017138.0,SID711915,False,MONITOR_DB_ACCESS,unknown
FW000011594,2026-08-22 11:15:34+00:00,WS-12003,172.16.113.150,Unknown,80,8443,TCP,ALLOW,24819643.22,21932532.0,SID753748,False,block_tor_exit,ind
FW000001390,2026-09-02 00:00:00+00:00,LPT-10516,Unknown,100.12.234.29,443,3306,TCP,ALLOW,46738315.0,24526192.64,SID195697,False,allow_office_apps,RU
FW000003565,2026-09-03 00:51:50+00:00,LPT-12056.corp.local,Unknown,192.168.127.193,8443,1433,TCP,ALLOW,24819643.22,33107470.0,SID206609,False,MONITOR_DB_ACCESS,Unknown
FW000009077,2026-08-17 13:21:01+00:00,VDR-11237,192.168.51.233,13.118.121.246,443,443,TCP,ALLOW,31186629.0,44704880.64,SID488765,False,MONITOR_DB_ACCESS,CN
FW000005430,Unknown,WS-12295,Unknown,146.223.143.109,443,443,ICMP,ALLOW,18590443.52,13649939.0,SID196787,False,BLOCK_EXTERNAL_RDP,RU
FW000016221,2026-09-07 11:33:09+00:00,LPT-10580,Unknown,172.16.63.24,445,3389,TCP,DENY,27746621.44,24526192.64,SID908006,False,MONITOR_DB_ACCESS,Russia
FW000024212,2026-08-14 13:32:00+00:00,VDR-11210,Unknown,Unknown,53,53,UDP,ALLOW,15367584.0,24526192.64,Unknown,False,allow_office_apps,India
FW000022075,Unknown,Unknown,Unknown,44.131.122.142,80,443,TCP,ALLOW,35098816.0,12942648.0,SID651737,False,DENY_TELNET,ind
FW000014900,2026-08-13 09:13:06+00:00,VDR-10444,172.16.174.134,Unknown,443,443,UDP,DENY,24819643.22,29953596.0,SID483107,False,Unknown,Russia
FW000024263,2026-08-11 19:02:30+00:00,vdr-11167,Unknown,218.65.22.24,443,135,TCP,ALLOW,21998834.0,38210109.44,SID299677,False,BLOCK_EXTERNAL_RDP,RU
FW000015513,2026-08-19 00:00:00+00:00,WS-10943,16.246.20.25,Unknown,80,8080,TCP,DENY,24819643.22,24526192.64,SID333284,False,UNKNOWN,IN
FW000014562,2026-08-19 00:22:05+00:00,VDR-11266,198.174.177.33,54.43.22.124,1433,443,TCP,DENY,12314163.2,22982947.0,SID345271,False,ALLOW_WEB,Unknown
FW000001869,2026-08-15 02:35:00+00:00,ws-10243,Unknown,24.43.255.125,443,445,TCP,DENY,9543915.52,24526192.64,sid994256,False,allow_office_apps,US
FW000008203,2026-09-07 12:50:35+00:00,WS-12818,192.168.226.253,Unknown,443,53,UDP,ALLOW,26868041.0,24526192.64,Unknown,False,allow_office_apps,IN
FW000027992,2026-08-17 00:08:00+00:00,VDR-12063,192.168.225.216,Unknown,443,443,ICMP,ALLOW,16746627.0,32349849.6,SID606361,False,ALLOW_WEB,unknown
FW000023871,2026-08-18 20:48:15+00:00,WS-10009,Unknown,Unknown,80,3389,UDP,ALLOW,34120663.04,24526192.64,SID-800802,False,UNKNOWN,China
FW000026040,2026-08-20 21:24:00+00:00,VDR-12369.corp.local,Unknown,Unknown,1433,135,TCP,ALLOW,24819643.22,24526192.64,Unknown,False,BLOCK_EXTERNAL_RDP,ind
FW000000807,Unknown,LPT-11011.corp.local,10.59.239.0,113.154.107.142,3389,22,TCP,ALLOW,46070004.0,29295288.32,SID329042,False,MONITOR_DB_ACCESS,Unknown
FW000004806,2026-06-08 00:00:00+00:00,VDR-10233,Unknown,172.16.122.90,443,443,TCP,ALLOW,30300313.0,40704260.0,sid390654,False,Unknown,RU
FW000028779,Unknown,WS-10185,Unknown,32.126.178.58,8080,53,TCP,ALLOW,4693197.0,24526192.64,SID144546,False,allow_office_apps,ind
FW000012261,2026-08-04 02:23:32+00:00,Unknown,192.168.78.173,111.18.229.216,3389,3306,TCP,ALLOW,32181765.0,24526192.64,SID534847,False,Unknown,RU
FW000026685,2026-07-09 12:18:00+00:00,VDR-12452,192.168.8.67,192.168.153.40,443,443,UDP,ALLOW,24819643.22,24526192.64,SID184402,False,Unknown,India
FW000029295,2026-08-03 07:46:06+00:00,VDR-12412,Unknown,132.239.171.176,53,443,TCP,ALLOW,16452157.44,21697811.0,SID459896,False,BLOCK_EXTERNAL_RDP,RU
FW000010427,2026-08-14 10:19:12+00:00,WS-12717.corp.local,201.31.105.195,Unknown,22,8443,UDP,ALLOW,37434163.2,39562679.0,SID910845,False,allow_office_apps,Russia
FW000009156,2026-08-16 09:33:25+00:00,WS-12912,172.16.99.123,Unknown,3389,53,UDP,ALLOW,4128040.0,24387808.0,SID810675,False,ALLOW_WEB,China
FW000023896,2026-09-06 15:04:24+00:00,LPT-11291,192.168.166.212,192.168.190.41,135,443,UDP,DENY,17233614.0,24526192.64,SID339491,False,DENY_TELNET,Unknown
FW000024441,2026-09-04 14:14:54+00:00,VDR-12543.corp.local,192.168.210.215,172.16.10.185,445,443,TCP,ALLOW,24819643.22,12642735.0,SID936549,False,UNKNOWN,ind
FW000015153,2026-08-27 00:00:00+00:00,VDR-12284,Unknown,Unknown,3389,443,UDP,DENY,24819643.22,30578655.0,SID934970,False,Unknown,US
FW000004495,2026-08-15 00:00:00+00:00,VDR-10457,10.213.217.0,Unknown,53,135,TCP,ALLOW,27305175.04,14199644.16,SID-368963,False,ALLOW_INTERNAL_DNS,RU
FW000002633,2026-08-13 00:00:00+00:00,vdr-10558,69.140.195.53,184.110.213.230,80,80,UDP,ALLOW,30838446.08,13537066.0,SID116318,False,Unknown,China
FW000014287,2026-08-25 10:52:00+00:00,lpt-11285,172.16.170.98,Unknown,445,80,TCP,DENY,43690874.88,23475323.0,Unknown,False,ALLOW_WEB,Unknown
FW000028895,2026-09-06 15:15:29+00:00,VDR-11617,192.168.142.25,192.168.111.76,443,3389,TCP,ALLOW,24819643.22,11093489.0,SID531896,False,block_tor_exit,Russia
FW000025281,2026-08-02 00:00:00+00:00,vdr-10329,Unknown,116.11.208.91,443,3389,TCP,DENY,24819643.22,47285793.0,SID455174,False,allow_office_apps,China
FW000025008,2026-09-05 19:34:21+00:00,LPT-12285,Unknown,Unknown,445,8080,TCP,ALLOW,24819643.22,27046830.08,SID-834383,False,Unknown,IN
FW000007833,2026-08-11 04:47:23+00:00,WS-10391,Unknown,192.168.248.201,135,3389,TCP,ALLOW,1499216.0,24526192.64,SID409922,False,MONITOR_DB_ACCESS,Unknown
FW000020773,2026-08-31 19:28:14+00:00,ws-10341,Unknown,216.60.36.185,443,135,TCP,ALLOW,24819643.22,14129243.0,SID-380291,False,UNKNOWN,IN
FW000014270,2026-08-16 14:32:59+00:00,VDR_12625,Unknown,Unknown,135,443,TCP,ALLOW,24819643.22,24526192.64,SID923805,False,Unknown,India
FW000000146,2026-09-04 16:50:43+00:00,LPT-12053.corp.local,Unknown,Unknown,53,443,TCP,DENY,42271124.0,32423830.0,Unknown,False,UNKNOWN,Unknown
FW000022852,2026-08-07 19:13:53+00:00,LPT-12600,192.168.174.72,40.19.62.55,25,1433,TCP,ALLOW,35169777.0,38837125.12,SID628708,False,ALLOW_WEB,IN
FW000002034,Unknown,VDR-12784,172.16.134.175,76.19.21.163,3306,445,TCP,ALLOW,42549301.0,24526192.64,SID-228841,False,allow_office_apps,ind
FW000024952,2026-08-23 13:45:18+00:00,WS-12397,Unknown,Unknown,1433,443,UDP,ALLOW,27864782.0,24526192.64,SID503978,False,MONITOR_DB_ACCESS,RU
FW000001166,Unknown,WS-12050,Unknown,Unknown,22,443,TCP,DENY,1370388.0,24526192.64,SID934994,False,allow_office_apps,Russia
FW000011693,2026-08-02 03:57:46+00:00,LPT-11178,Unknown,10.227.34.0,443,1433,TCP,ALLOW,29856711.0,39238859.0,SID208815,False,DENY_TELNET,CN
FW000002051,2026-08-13 18:39:00+00:00,VDR-10735,Unknown,192.168.134.66,1433,8443,TCP,ALLOW,3608087.0,24526192.64,SID681407,False,MONITOR_DB_ACCESS,RU
FW000020145,Unknown,LPT-12322,172.16.6.9,172.16.173.73,445,80,TCP,ALLOW,23412809.0,30364948.48,SID536861,True,ALLOW_WEB,Unknown
FW000010817,2026-08-31 00:00:00+00:00,LPT-11190,172.16.240.31,171.156.198.49,443,443,TCP,ALLOW,1234822.0,24526192.64,SID-916557,False,UNKNOWN,CN
FW000012677,2026-08-12 11:26:00+00:00,VDR-12023,Unknown,Unknown,3389,135,UDP,ALLOW,24502288.0,12807799.0,SID902786,False,Unknown,Russia
FW000020820,2026-08-29 10:35:00+00:00,WS-11851,Unknown,158.45.7.97,3306,8443,TCP,DENY,44480593.92,2302782.0,SID384330,False,ALLOW_WEB,India
FW000003431,2026-08-27 12:35:00+00:00,lpt-12968,172.16.25.149,172.16.32.163,443,8443,TCP,ALLOW,24819643.22,24714686.0,SID482686,False,ALLOW_WEB,India
FW000024575,Unknown,Unknown,192.168.234.49,192.168.75.71,1433,445,ICMP,ALLOW,47444576.0,24526192.64,Unknown,False,DENY_TELNET,United States
FW000028676,2026-12-08 20:32:00+00:00,WS-11364,118.216.189.35,48.226.236.91,445,443,TCP,DENY,24819643.22,17059772.0,SID658196,False,block_tor_exit,IN
FW000007070,Unknown,WS-10572,Unknown,74.56.30.181,443,3306,TCP,DENY,24819643.22,14879027.0,Unknown,False,Unknown,India
FW000004362,2026-09-09 06:10:24+00:00,WS-10034,10.222.67.0,151.13.219.4,80,80,UDP,ALLOW,39614384.0,24526192.64,SID261862,False,BLOCK_EXTERNAL_RDP,CN
FW000010617,2026-10-08 04:16:00+00:00,VDR-12893,172.16.210.86,Unknown,53,443,TCP,ALLOW,39323665.0,45090470.0,SID379905,False,Unknown,RU
FW000025839,2026-08-16 00:00:00+00:00,VDR-11264,Unknown,Unknown,8443,22,TCP,DENY,24819643.22,23545853.0,SID307355,False,allow_office_apps,China
FW000018156,2026-08-08 00:00:00+00:00,VDR-12153,192.168.113.144,Unknown,445,22,ICMP,ALLOW,39607612.0,24526192.64,SID595921,False,MONITOR_DB_ACCESS,Russia
FW000019896,2026-09-08 07:05:27+00:00,LPT-10323,172.16.244.187,Unknown,25,53,TCP,DENY,42252953.0,30049349.0,Unknown,False,UNKNOWN,Unknown
FW000000272,2026-08-12 21:12:40+00:00,LPT-10229,Unknown,Unknown,25,25,ICMP,ALLOW,3080793.0,24526192.64,SID307167,False,Unknown,US
FW000012985,2026-09-01 23:05:06+00:00,Unknown,Unknown,Unknown,443,53,UDP,ALLOW,41833267.0,48143911.0,SID541689,False,ALLOW_INTERNAL_DNS,Russia
FW000008437,2026-09-03 16:21:11+00:00,ws-11776,Unknown,172.16.52.158,8080,443,UDP,DENY,24819643.22,17054667.0,Unknown,True,ALLOW_WEB,ind
FW000018417,2026-08-23 18:44:00+00:00,ws-10307,192.168.220.109,192.168.148.92,443,445,TCP,ALLOW,37951191.04,18020035.0,SID601502,False,block_tor_exit,Unknown
FW000012317,2026-08-05 20:28:00+00:00,VDR-12216,Unknown,23.239.37.84,443,1433,TCP,DENY,24819643.22,35462840.32,sid141018,False,Unknown,United States
FW000009006,2026-08-20 15:13:43+00:00,LPT-10464,Unknown,43.236.63.84,8080,22,TCP,DENY,28028436.48,24526192.64,sid317805,False,allow_office_apps,unknown
FW000003811,2026-08-13 16:13:00+00:00,LPT-11131,Unknown,172.16.63.83,8080,443,TCP,ALLOW,46544182.0,49729003.52,SID133727,False,block_tor_exit,ind
FW000013920,2026-08-22 17:40:00+00:00,LPT_10669,Unknown,69.36.219.183,443,80,TCP,ALLOW,30081440.0,38654133.0,SID666100,False,ALLOW_INTERNAL_DNS,CN
FW000015776,2026-09-07 00:00:00+00:00,Unknown,Unknown,172.16.40.187,443,8443,UDP,ALLOW,15665725.44,28845364.0,SID629478,False,ALLOW_WEB,Russia
FW000029022,2026-08-24 00:00:00+00:00,lpt-10728,Unknown,Unknown,25,443,UDP,ALLOW,41542858.0,44241098.0,SID636366,False,ALLOW_INTERNAL_DNS,US
FW000009997,Unknown,LPT-11158,198.86.169.173,10.224.228.0,3389,8080,TCP,ALLOW,36456825.0,24526192.64,sid933778,False,ALLOW_INTERNAL_DNS,US
FW000004347,2026-08-14 00:16:30+00:00,VDR-11439,172.16.164.249,Unknown,443,22,UDP,DENY,46941846.0,4484506.0,SID816227,False,block_tor_exit,Unknown
FW000027038,2026-08-25 12:45:06+00:00,ws-11654,192.168.78.16,Unknown,25,443,TCP,ALLOW,30028369.0,35521948.0,SID137728,False,ALLOW_WEB,ind
FW000000546,2026-08-04 14:34:59+00:00,LPT_11005,164.96.182.87,Unknown,80,135,TCP,ALLOW,40098107.0,36575840.0,SID576523,False,ALLOW_INTERNAL_DNS,ind
FW000019626,2026-01-09 00:00:00+00:00,LPT-10551,Unknown,Unknown,8080,443,TCP,ALLOW,41833422.0,16742348.8,SID736957,False,BLOCK_EXTERNAL_RDP,United States
FW000025315,2026-09-06 13:06:07+00:00,LPT-12133,Unknown,65.75.16.83,443,443,TCP,ALLOW,24819643.22,24526192.64,SID666366,False,ALLOW_WEB,Russia
FW000008503,Unknown,Unknown,192.168.148.7,172.16.39.151,22,22,UDP,ALLOW,48144515.0,14955293.0,SID104032,False,UNKNOWN,CN
FW000011714,Unknown,WS-12698,192.168.59.85,Unknown,53,443,UDP,ALLOW,33686494.0,24526192.64,sid290715,False,ALLOW_INTERNAL_DNS,United States
FW000015230,2026-03-08 02:10:00+00:00,Unknown,Unknown,192.168.217.62,8443,443,TCP,ALLOW,24819643.22,25180604.0,Unknown,False,allow_office_apps,India
FW000009324,2026-08-23 00:00:00+00:00,VDR-12225,Unknown,105.33.244.40,25,1433,UDP,DENY,24819643.22,9804185.6,SID831242,False,allow_office_apps,CN
FW000013738,2026-08-19 12:09:20+00:00,WS-10184,126.138.186.88,Unknown,8080,443,TCP,ALLOW,24819643.22,48916070.4,Unknown,False,allow_office_apps,China
FW000015521,Unknown,LPT-11116.corp.local,Unknown,220.222.180.112,443,135,TCP,ALLOW,22313138.0,42893379.0,SID754733,False,MONITOR_DB_ACCESS,IN
FW000027346,Unknown,LPT-10516,Unknown,172.16.215.208,443,443,TCP,DENY,24819643.22,28131886.0,Unknown,False,UNKNOWN,India
FW000007565,2026-08-27 03:00:27+00:00,Unknown,192.168.57.254,172.16.209.98,443,443,TCP,ALLOW,34665886.0,24526192.64,Unknown,False,ALLOW_INTERNAL_DNS,RU
FW000017305,2026-08-08 21:27:00+00:00,VDR-12749.corp.local,Unknown,Unknown,443,1433,TCP,ALLOW,25364249.0,48463767.0,Unknown,False,ALLOW_INTERNAL_DNS,IN
FW000015318,2026-08-31 22:18:08+00:00,WS-11458,Unknown,192.168.202.120,1433,3306,TCP,ALLOW,7280668.0,19283876.0,Unknown,False,allow_office_apps,RU
FW000029244,2026-08-31 07:38:53+00:00,WS-12902,172.16.197.142,193.74.85.39,80,135,TCP,ALLOW,20751008.0,46824898.56,SID149734,False,UNKNOWN,US
FW000011780,Unknown,VDR-11647.corp.local,Unknown,172.16.161.86,3306,443,TCP,ALLOW,10781040.64,46322407.0,SID380291,False,Unknown,India
FW000006641,2026-08-09 00:00:00+00:00,ws-10185,78.79.145.146,192.168.215.182,8080,445,ICMP,ALLOW,43286660.0,16934893.0,SID845479,False,MONITOR_DB_ACCESS,Russia
FW000028536,2026-08-21 03:23:02+00:00,vdr-11095,145.52.200.235,134.146.130.222,445,443,UDP,ALLOW,24819643.22,36996751.0,SID215298,False,MONITOR_DB_ACCESS,CN
FW000024079,2026-04-08 00:00:00+00:00,WS-12666,Unknown,192.168.15.76,25,443,TCP,ALLOW,40401633.28,40057231.0,SID355211,False,DENY_TELNET,US
FW000008231,Unknown,vdr-10723,192.168.121.142,141.48.79.231,25,22,TCP,DENY,18915876.0,24526192.64,SID532985,False,ALLOW_INTERNAL_DNS,Unknown
FW000012652,2026-08-30 00:00:00+00:00,WS_12234,114.222.58.48,61.193.59.245,80,3389,ICMP,ALLOW,38933626.88,9109422.08,SID269415,False,DENY_TELNET,India
FW000023511,2026-09-08 19:18:34+00:00,LPT-11691,43.242.112.123,192.168.49.99,80,443,ICMP,ALLOW,24819643.22,20929576.96,SID759619,False,allow_office_apps,Russia
FW000020663,Unknown,VDR-12991,192.168.188.112,Unknown,443,443,TCP,ALLOW,31038286.0,13771680.0,SID756988,False,MONITOR_DB_ACCESS,United States
FW000002984,2026-08-16 12:18:09+00:00,WS-10999,10.225.9.0,12.194.83.74,8443,443,TCP,ALLOW,28270722.0,38051084.0,SID100023,False,ALLOW_INTERNAL_DNS,Russia
FW000016515,2026-08-31 05:29:00+00:00,VDR-11433,Unknown,172.16.72.219,3389,3389,TCP,ALLOW,24819643.22,24526192.64,Unknown,False,block_tor_exit,Russia
FW000013410,2026-09-08 09:38:22+00:00,WS-12064,34.86.252.138,172.16.48.130,443,8443,TCP,ALLOW,13568532.0,24526192.64,SID339085,False,Unknown,Unknown
FW000024365,2026-08-07 20:26:10+00:00,vdr-12499,192.168.111.230,Unknown,80,22,TCP,ALLOW,24819643.22,22662034.0,SID437018,True,Unknown,RU
FW000002668,2026-02-09 01:57:00+00:00,VDR-12593,192.168.63.13,Unknown,8080,22,TCP,ALLOW,24819643.22,1228022.0,SID480156,False,allow_office_apps,CN
FW000023523,2026-08-19 10:52:17+00:00,VDR-11752,192.168.216.169,77.242.47.222,135,80,TCP,ALLOW,10152988.0,35544493.0,SID615537,False,Unknown,China
FW000019608,2026-08-03 10:14:51+00:00,WS-10786,Unknown,71.118.237.213,80,3306,TCP,DENY,47847400.0,8322795.0,sid240859,False,ALLOW_INTERNAL_DNS,RU
FW000009375,2026-08-30 23:53:07+00:00,ws-10946,192.168.43.222,Unknown,80,3389,TCP,ALLOW,41404710.0,19203832.0,SID606154,False,DENY_TELNET,India
FW000024078,2026-09-08 07:13:14+00:00,VDR-10346.corp.local,Unknown,Unknown,22,8080,TCP,ALLOW,24819643.22,44351828.0,SID398603,False,MONITOR_DB_ACCESS,China
FW000021777,2026-08-17 05:38:41+00:00,WS-11760,Unknown,192.168.192.16,3389,22,TCP,ALLOW,11699445.0,43599790.08,SID227816,False,block_tor_exit,China
FW000000615,Unknown,WS-11677,192.168.118.201,44.51.113.47,22,53,TCP,ALLOW,24819643.22,24526192.64,Unknown,False,DENY_TELNET,United States
FW000019946,2026-08-21 08:43:50+00:00,ws-11836,Unknown,Unknown,135,1433,TCP,DENY,24819643.22,3718741.0,SID114686,False,MONITOR_DB_ACCESS,India
FW000017851,2026-03-09 14:12:00+00:00,LPT_12167,192.168.11.50,10.76.197.0,22,443,TCP,ALLOW,22496836.0,37553923.0,SID806128,False,ALLOW_WEB,IN
FW000004498,2026-08-31 08:55:50+00:00,LPT-12703,Unknown,192.168.133.216,443,8443,TCP,ALLOW,42694530.0,39988277.0,SID628105,False,MONITOR_DB_ACCESS,unknown
FW000019427,2026-08-13 10:53:00+00:00,WS-10945,Unknown,172.16.4.10,3389,8443,TCP,DENY,24819643.22,24526192.64,SID292544,False,Unknown,China
FW000025511,2026-09-04 18:09:15+00:00,ws-11856,Unknown,172.16.64.194,135,3306,TCP,ALLOW,25276033.0,32925286.4,SID813854,True,BLOCK_EXTERNAL_RDP,China
FW000018804,Unknown,Unknown,192.168.165.235,10.79.40.0,8080,53,UDP,ALLOW,24819643.22,1338031.0,Unknown,False,allow_office_apps,China
FW000021470,2026-08-30 00:00:00+00:00,WS-10938,172.16.41.181,Unknown,443,3306,UDP,ALLOW,25291613.0,24526192.64,SID817696,False,ALLOW_INTERNAL_DNS,CN
FW000003295,Unknown,LPT-12907,Unknown,166.190.92.18,8080,3306,TCP,ALLOW,35344386.0,21135582.0,SID303867,False,Unknown,RU
FW000006738,2026-08-29 00:00:00+00:00,LPT-11554,Unknown,113.84.50.197,445,443,TCP,DENY,14102434.0,7275764.0,SID-967950,False,ALLOW_INTERNAL_DNS,China
FW000001501,2026-08-03 08:48:01+00:00,WS-11160,Unknown,Unknown,443,3306,TCP,ALLOW,24819643.22,20047898.0,SID392269,False,ALLOW_WEB,India
FW000009019,2026-08-13 20:36:10+00:00,VDR-11575,12.150.222.11,192.168.60.177,8080,445,TCP,ALLOW,47700015.0,24526192.64,Unknown,False,BLOCK_EXTERNAL_RDP,RU
FW000017906,2026-08-31 16:40:49+00:00,vdr-11493,Unknown,201.222.17.42,3306,135,TCP,ALLOW,15573347.0,2898185.0,sid393390,True,Unknown,ind
FW000029243,2026-08-30 00:00:00+00:00,VDR_11419,135.223.166.236,172.16.97.60,443,22,TCP,ALLOW,24819643.22,40578401.0,SID996505,True,Unknown,China
FW000015024,2026-08-31 01:25:06+00:00,VDR-12193,192.168.92.200,93.112.93.16,443,1433,TCP,ALLOW,24819643.22,36772065.28,Unknown,True,ALLOW_WEB,unknown
FW000011123,2026-06-09 00:00:00+00:00,VDR-10990,Unknown,172.16.90.142,443,8443,TCP,ALLOW,24819643.22,44774195.2,SID-836483,False,MONITOR_DB_ACCESS,US
FW000004233,2026-08-14 11:35:09+00:00,VDR-10603,155.98.245.170,192.168.246.107,445,443,TCP,ALLOW,24819643.22,24526192.64,SID684336,False,UNKNOWN,RU
FW000024071,2026-08-24 00:00:00+00:00,Unknown,Unknown,145.85.228.117,8443,135,TCP,ALLOW,47814.0,44360196.0,SID122548,True,BLOCK_EXTERNAL_RDP,CN
FW000008821,2026-08-29 11:26:00+00:00,WS-11590,Unknown,192.168.149.171,8080,443,UDP,ALLOW,24819643.22,49104814.08,SID104594,False,UNKNOWN,RU
FW000004431,2026-09-09 15:14:05+00:00,LPT-12366,Unknown,Unknown,443,445,TCP,ALLOW,206086.0,24526192.64,SID810422,False,allow_office_apps,United States
FW000012046,2026-08-20 04:43:00+00:00,WS-12981,176.70.47.159,Unknown,443,443,TCP,ALLOW,34937676.0,8622549.0,SID-754677,False,Unknown,RU
FW000016775,2026-08-03 23:55:13+00:00,WS-10399,69.222.73.83,Unknown,443,443,TCP,ALLOW,24819643.22,24526192.64,SID560847,False,ALLOW_WEB,RU
FW000023509,2026-08-16 18:03:31+00:00,WS-12051,Unknown,Unknown,135,443,ICMP,DENY,29987873.0,49947609.0,SID580240,False,UNKNOWN,Unknown
FW000022298,2026-04-09 05:15:00+00:00,LPT-12006.corp.local,Unknown,Unknown,443,443,TCP,ALLOW,6218425.0,13658357.76,SID204745,False,BLOCK_EXTERNAL_RDP,Unknown
FW000012183,2026-03-08 13:52:00+00:00,WS-12093,164.133.59.141,Unknown,445,443,TCP,ALLOW,6564085.76,45986817.0,SID751919,False,BLOCK_EXTERNAL_RDP,RU
FW000008593,Unknown,LPT-12481.corp.local,86.128.78.31,192.168.183.142,1433,443,TCP,ALLOW,18106644.48,22038825.0,Unknown,False,Unknown,Russia
FW000004807,Unknown,vdr-10503,192.168.97.60,Unknown,443,443,UDP,ALLOW,24819643.22,24526192.64,SID689996,False,DENY_TELNET,Unknown
FW000028984,2026-08-10 00:00:00+00:00,VDR-10165,10.50.124.0,172.16.245.55,8080,443,TCP,ALLOW,24819643.22,859033.6,Unknown,False,MONITOR_DB_ACCESS,Unknown
FW000027936,Unknown,WS-11878.corp.local,192.168.108.145,Unknown,80,3306,UDP,ALLOW,24819643.22,24526192.64,SID277593,False,Unknown,RU
FW000024623,Unknown,LPT-10745,Unknown,Unknown,1433,53,TCP,ALLOW,24819643.22,12698009.6,SID191692,False,Unknown,US
FW000013850,2026-08-17 00:00:00+00:00,WS-10195.corp.local,73.162.213.43,172.16.103.161,443,443,TCP,ALLOW,18789041.0,24526192.64,SID366671,False,ALLOW_WEB,RU
FW000024429,Unknown,WS-12518,Unknown,121.166.163.86,443,22,UDP,ALLOW,6755139.0,47007096.0,SID363011,False,UNKNOWN,Unknown
FW000025065,2026-04-08 00:37:00+00:00,VDR-10502,Unknown,Unknown,22,445,UDP,ALLOW,45063659.52,1837090.0,SID-990879,False,BLOCK_EXTERNAL_RDP,CN
FW000020378,2026-08-16 23:28:00+00:00,WS-12226,Unknown,192.168.81.154,22,135,TCP,DENY,34513838.08,45387407.36,SID417479,False,ALLOW_INTERNAL_DNS,unknown
FW000028219,2026-08-01 08:35:09+00:00,LPT-11300,Unknown,Unknown,53,8080,TCP,ALLOW,16703815.68,24526192.64,SID637606,False,ALLOW_WEB,US
FW000011919,Unknown,VDR-11758,Unknown,192.168.139.237,8443,443,TCP,ALLOW,36313829.0,24526192.64,SID-231298,False,UNKNOWN,IN
FW000021772,2026-08-10 00:00:00+00:00,VDR-11669,132.48.167.99,Unknown,80,22,UDP,ALLOW,11660165.12,24526192.64,SID-440956,False,ALLOW_WEB,China
FW000022994,Unknown,VDR-10346,218.91.76.147,192.168.163.230,22,1433,UDP,ALLOW,24819643.22,41260243.0,SID953201,False,ALLOW_WEB,Unknown
